,Unnamed: 0,Unnamed: 0.1,ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,AGUA,RUA_PAVI,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_BANHO,QT_EMPRE,QT_AUTO,QT_MICRO,QT_LAVALOU,QT_GEL1,QT_GEL2,QT_FREEZ,QT_MLAVA,QT_DVD,QT_MICROON,QT_MOTO,QT_SECAROU,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,PONTO_BR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIASEMANA,TOT_VIAG,ZONA_O,MUNI_O,NOME_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,NOME_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,HORA_SAIDA,ANDA_O,HORA_CHEG,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,VIA_BICI,TP_ESTBICI,ID_ORDEM,orig_lat,orig_lon,dest_lat,dest_lon
728,728,72734,200,36,-23.481559039172392,-46.380850236215174,2000019,0,97.984615,19,1,20/11/2017,1,1,1,5,2,20000191,0,97.984615,1,3,2,1,0,1,2,0,0,1,1,1,0,0,0,0,2,1,3,33,2011,0,0,4209.08,3,2000019103,0,96.07743599999999,3,4,34,1,1,4,1,3,0.0,0,0,0.0,0.0,0,188,36,-23.500833523929664,-46.456951253554145,2,2,11,14,1,0,0,0.0,0.0,0,0,0,0,0,2,157.912495,0,2,188,36,Vila Jacuí,-23.500833523929664,-46.456951253554145,200,36,Jardim Romano,-23.481559039172392,-46.380850236215174,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,17:00:00,1,18:00:00,1,3600,15,4,0,0,0.0,8,2,3,72735,-23.500833523929664,-46.456951253554145,-23.481559039172392,-46.380850236215174
729,729,72794,200,36,-23.48666206859037,-46.38994080655483,2000033,1,97.984615,33,1,22/02/2018,1,1,1,5,1,20000331,1,97.984615,1,5,1,3,0,1,1,0,1,0,0,1,1,2,0,0,3,1,2,38,1989,0,0,5513.75,3,2000033101,1,96.07743599999999,1,1,50,1,1,5,1,3,0.0,0,0,0.0,0.0,0,200,36,-23.486734048357754,-46.389970935255135,2,2,1,9,5,0,0,0.0,0.0,0,0,0,0,0,1,157.912495,3,4,200,36,Jardim Romano,-23.48666206859037,-46.38994080655483,206,36,Itaim Paulista,-23.49582156621916,-46.40281542760594,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,10,2,2,15,0,0,0,09:30:00,1,09:40:00,1,600,15,4,0,0,0.0,1,1,4,72795,-23.48666206859037,-46.38994080655483,-23.49582156621916,-46.40281542760594
730,730,72795,200,36,-23.48666206859037,-46.38994080655483,2000033,0,97.984615,33,1,22/02/2018,1,1,1,5,1,20000331,0,97.984615,1,5,1,3,0,1,1,0,1,0,0,1,1,2,0,0,3,1,2,38,1989,0,0,5513.75,3,2000033101,0,96.07743599999999,1,1,50,1,1,5,1,3,0.0,0,0,0.0,0.0,0,200,36,-23.486734048357754,-46.389970935255135,2,2,1,9,5,0,0,0.0,0.0,0,0,0,0,0,2,157.912495,3,4,206,36,Itaim Paulista,-23.49582156621916,-46.40281542760594,207,36,Jardim das Oliveiras,-23.49477006378227,-46.39015312576254,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,5,2,2,15,0,0,0,13:30:00,1,13:45:00,1,900,15,4,0,0,0.0,1,2,4,72796,-23.49582156621916,-46.40281542760594,-23.49477006378227,-46.39015312576254
731,731,72796,200,36,-23.48666206859037,-46.38994080655483,2000033,0,97.984615,33,1,22/02/2018,1,1,1,5,1,20000331,0,97.984615,1,5,1,3,0,1,1,0,1,0,0,1,1,2,0,0,3,1,2,38,1989,0,0,5513.75,3,2000033101,0,96.07743599999999,1,1,50,1,1,5,1,3,0.0,0,0,0.0,0.0,0,200,36,-23.486734048357754,-46.389970935255135,2,2,1,9,5,0,0,0.0,0.0,0,0,0,0,0,3,157.912495,3,4,207,36,Jardim das Oliveiras,-23.49477006378227,-46.39015312576254,200,36,Jardim Romano,-23.48666206859037,-46.38994080655483,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,8,2,2,15,0,0,0,14:20:00,1,14:25:00,1,300,15,4,0,0,0.0,1,2,3,72797,-23.49477006378227,-46.39015312576254,-23.48666206859037,-46.38994080655483
732,732,72802,200,36,-23.48666206859037,-46.38994080655483,2000033,0,97.984615,33,1,22/02/2018,1,1,1,5,1,20000331,0,97.984615,1,5,1,3,0,1,1,0,1,0,0,1,1,2,0,0,3,1,2,38,1989,0,0,5513.75,3,2000033104,1,116.362187,4,3,17,1,1,4,1,3,0.0,0,0,0.0,0.0,0,200,36,-23.486734048357754,-46.389970935255135,2,2,5,9,2,0,0,0.0,0.0,0,0,0,0,0,1,191.252431,3,4,200,36,Jardim Romano,-23.48666206859037,-46.38994080655483,200,36,Jardim Romano,-23.483622628489524,-46.38339784079388,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,10,2,2,15,0,0,0,09:30:00,1,09:35:00,1,300,15,4,0,0,0.0,1,2,4,72803,-23.48666206859037,-46.38994080655483,-23.483622628489524,-46.38339784079388
733,733,72803,200,36,-23.48666206859037,-46.38994080655483,2000033,0,97.984615,33,1,22/02/2018,1,1,1,5,1,20000331,0,97.984615,1,5,1,3,0,1,1,0,1,0,0,1,1,2,0,0,3,1,2,38,1989,0,0,5513.75,3,2000033104,0,116.362187,4,3,17,1,1,4,1,3,0.0,0,0,0.0,0.0,0,200,36,-23.486734048357754,-46.389970935255135,2,2,5,9,2,0,0,0.0,0.0,0,0,0,0,0,2,191.252431,3,4,200,36,Jardim Romano,-23.483622628489524,-46.38339784079388,200,36,Jardim Romano,-23.48666206859037,-46.38994080655483,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,8,2,2,15,0,0,0,09:50:00,1,09:55:00,1,300,15,4,0,0,0.0,1,2,3,72804,-23.483622628489524,-46.38339784079388,-23.48666206859037,-46.38994080655483
734,734,72974,200,36,-23.48653841518529,-46.391652993914136,2000069,0,201.94736799999998,69,1,12/03/2018,1,1,1,5,1,20000691,0,201.94736799999998,1,5,1,2,0,0,1,0,1,0,0,1,1,1,0,0,1,1,4,27,0,0,0,3044.22,3,2000069105,1,195.57343899999998,5,2,49,1,1,4,4,3,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,321.443732,0,2,200,36,Jardim Romano,-23.48653841518529,-46.391652993914136,206,36,Itaim Paulista,-23.49700120932001,-46.40018405428012,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,10,2,2,15,0,0,0,09:00:00,1,09:10:00,1,600,15,4,0,0,0.0,7,2,4,72975,-23.48653841518529,-46.391652993914136,-23.49700120932001,-46.40018405428012
735,735,72975,200,36,-23.48653841518529,-46.391652993914136,2000069,0,201.94736799999998,69,1,12/03/2018,1,1,1,5,1,20000691,0,201.94736799999998,1,5,1,2,0,0,1,0,1,0,0,1,1,1,0,0,1,1,4,27,0,0,0,3044.22,3,2000069105,0,195.57343899999998,5,2,49,1,1,4,4,3,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,321.443732,0,2,206,36,Itaim Paulista,-23.49700120932001,-46.40018405428012,200,36,Jardim Romano,-23.48653841518529,-46.391652993914136,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,8,2,2,15,0,0,0,09:20:00,1,09:33:00,1,780,15,4,0,0,0.0,7,2,3,72976,-23.49700120932001,-46.40018405428012,-23.48653841518529,-46.391652993914136
736,736,73005,200,36,-23.48521740896524,-46.38787929136718,2000301,1,97.984615,301,1,3/10/2017,1,1,1,2,1,20003011,1,97.984615,1,2,2,2,0,1,1,0,1,0,0,1,2,1,0,0,1,1,3,32,2007,0,0,2000.0,1,2000301101,1,96.07743599999999,1,1,35,1,1,4,1,1,2000.0,0,0,0.0,0.0,0,396,18,-23.496702526958238,-46.361541212077036,2,2,8,3,1,0,0,0.0,0.0,0,0,0,0,0,1,157.912495,1,2,200,36,Jardim Romano,-23.48521740896524,-46.38787929136718,396,18,Itaquaquecetuba,-23.496702526958238,-46.361541212077036,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,1,2,2,15,0,0,0,07:15:00,1,07:35:00,1,1200,15,4,0,0,0.0,8,2,3,73006,-23.48521740896524,-46.38787929136718,-23.496702526958238,-46.361541212077036
737,737,73006,200,36,-23.48521740896524,-46.38787929136718,2000301,0,97.984615,301,1,3/10/2017,1,1,1,2,1,20003011,0,97.984615,1,2,2,2,0,1,1,0,1,0,0,1,2,1,0,0,1,1,3,32,2007,0,0,2000.0,1,2000301101,0,96.07743599999999,1,1,35,1,1,4,1,1,2000.0,0,0,0.0,0.0,0,396,18,-23.496702526958238,-46.361541212077036,2,2,8,3,1,0,0,0.0,0.0,0,0,0,0,0,2,157.912495,1,2,396,18,Itaquaquecetuba,-23.496702526958238,-46.361541212077036,200,36,Jardim Romano,-23.48521740896524,-46.38787929136718,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,8,2,2,15,0,0,0,19:00:00,1,19:20:00,1,1200,15,4,0,0,0.0,8,2,3,73007,-23.496702526958238,-46.361541212077036,-23.48521740896524,-46.38787929136718
738,738,73044,200,36,-23.49351991093678,-46.404680884445604,2000327,1,97.984615,327,1,7/10/2017,1,1,1,2,1,20003271,1,97.984615,1,2,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,5,17,0,0,0,1580.0,1,2000327101,1,56.467565,1,1,67,1,1,2,1,1,1580.0,0,0,0.0,0.0,0,208,36,-23.539591638812343,-46.55513125855377,2,2,8,3,1,0,0,0.0,0.0,0,0,0,0,0,1,92.80986700000001,5,4,200,36,Jardim Romano,-23.49351991093678,-46.404680884445604,208,36,Vila Califórnia,-23.539591638812343,-46.55513125855377,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,1,2,2,15,0,0,0,06:15:00,1,06:45:00,1,1800,15,4,0,0,0.0,4,2,3,73045,-23.49351991093678,-46.404680884445604,-23.539591638812343,-46.55513125855377
739,739,73047,200,36,-23.49351991093678,-46.404680884445604,2000327,0,97.984615,327,1,7/10/2017,1,1,1,2,1,20003271,0,97.984615,1,2,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,5,17,0,0,0,1580.0,1,2000327101,0,56.467565,1,1,67,1,1,2,1,1,1580.0,0,0,0.0,0.0,0,208,36,-23.539591638812343,-46.55513125855377,2,2,8,3,1,0,0,0.0,0.0,0,0,0,0,0,4,92.80986700000001,5,4,208,36,Vila Califórnia,-23.539591638812343,-46.55513125855377,200,36,Jardim Romano,-23.49351991093678,-46.404680884445604,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,8,2,2,15,0,0,0,17:00:00,1,17:30:00,1,1800,15,4,0,0,0.0,4,2,3,73048,-23.539591638812343,-46.55513125855377,-23.49351991093678,-46.404680884445604
740,740,74386,204,36,-23.52808394919052,-46.410405087530364,2040012,1,415.896541,12,1,22/08/2017,1,0,0,2,1,20400121,1,415.896541,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,6,11,0,0,0,2400.0,1,2040012101,1,485.36729699999995,1,1,36,1,1,4,1,1,1200.0,0,0,0.0,0.0,0,204,36,-23.52827751757512,-46.40697912023962,2,2,5,9,1,0,0,0.0,0.0,0,0,0,0,0,1,797.7477719999997,1,2,204,36,Fábrica Bandeirantes,-23.52808394919052,-46.410405087530364,204,36,Fábrica Bandeirantes,-23.52827751757512,-46.40697912023962,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,16:10:00,1,16:15:00,1,300,15,4,0,0,0.0,1,2,3,74387,-23.52808394919052,-46.410405087530364,-23.52827751757512,-46.40697912023962
741,741,74387,204,36,-23.52808394919052,-46.410405087530364,2040012,0,415.896541,12,1,22/08/2017,1,0,0,2,1,20400121,0,415.896541,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,6,11,0,0,0,2400.0,1,2040012101,0,485.36729699999995,1,1,36,1,1,4,1,1,1200.0,0,0,0.0,0.0,0,204,36,-23.52827751757512,-46.40697912023962,2,2,5,9,1,0,0,0.0,0.0,0,0,0,0,0,2,797.7477719999997,1,2,204,36,Fábrica Bandeirantes,-23.52827751757512,-46.40697912023962,204,36,Fábrica Bandeirantes,-23.52808394919052,-46.410405087530364,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,00:00:00,1,00:05:00,1,300,15,4,0,0,0.0,1,2,3,74388,-23.52827751757512,-46.40697912023962,-23.52808394919052,-46.410405087530364
742,742,74388,204,36,-23.52808394919052,-46.410405087530364,2040012,0,415.896541,12,1,22/08/2017,1,0,0,2,1,20400121,0,415.896541,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,6,11,0,0,0,2400.0,1,2040012102,1,598.213438,2,2,25,2,1,4,1,1,1200.0,0,0,0.0,0.0,0,204,36,-23.52435367251273,-46.414439662396404,2,2,5,9,1,0,0,0.0,0.0,0,0,0,0,0,1,983.221243,1,2,204,36,Fábrica Bandeirantes,-23.52808394919052,-46.410405087530364,204,36,Fábrica Bandeirantes,-23.52435367251273,-46.414439662396404,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,07:45:00,1,07:55:00,1,600,15,4,0,0,0.0,1,2,3,74389,-23.52808394919052,-46.410405087530364,-23.52435367251273,-46.414439662396404
743,743,74389,204,36,-23.52808394919052,-46.410405087530364,2040012,0,415.896541,12,1,22/08/2017,1,0,0,2,1,20400121,0,415.896541,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,6,11,0,0,0,2400.0,1,2040012102,0,598.213438,2,2,25,2,1,4,1,1,1200.0,0,0,0.0,0.0,0,204,36,-23.52435367251273,-46.414439662396404,2,2,5,9,1,0,0,0.0,0.0,0,0,0,0,0,2,983.221243,1,2,204,36,Fábrica Bandeirantes,-23.52435367251273,-46.414439662396404,204,36,Fábrica Bandeirantes,-23.52808394919052,-46.410405087530364,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,16:00:00,1,16:10:00,1,600,15,4,0,0,0.0,1,2,3,74390,-23.52435367251273,-46.414439662396404,-23.52808394919052,-46.410405087530364
744,744,74814,205,36,-23.52051138288765,-46.38780837909376,2050038,1,348.96875,38,1,12/03/2018,1,1,1,4,1,20500381,1,348.96875,1,4,2,1,0,2,1,0,0,1,1,1,0,0,0,1,1,1,3,31,1998,1994,0,3000.0,1,2050038101,1,339.13321,1,1,36,1,1,4,1,1,3000.0,0,0,0.0,0.0,0,205,36,-23.52051138288765,-46.38780837909376,2,2,8,2,4,0,0,0.0,0.0,0,0,0,0,0,1,557.398003,0,2,205,36,Fazenda Itaim,-23.52051138288765,-46.38780837909376,193,36,Araucárias,-23.52175902765545,-46.471245302051926,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,1,2,2,15,0,0,0,07:30:00,1,08:40:00,1,4200,15,4,0,0,0.0,5,2,3,74815,-23.52051138288765,-46.38780837909376,-23.52175902765545,-46.471245302051926
745,745,74815,205,36,-23.52051138288765,-46.38780837909376,2050038,0,348.96875,38,1,12/03/2018,1,1,1,4,1,20500381,0,348.96875,1,4,2,1,0,2,1,0,0,1,1,1,0,0,0,1,1,1,3,31,1998,1994,0,3000.0,1,2050038101,0,339.13321,1,1,36,1,1,4,1,1,3000.0,0,0,0.0,0.0,0,205,36,-23.52051138288765,-46.38780837909376,2,2,8,2,4,0,0,0.0,0.0,0,0,0,0,0,2,557.398003,0,2,193,36,Araucárias,-23.52175902765545,-46.471245302051926,205,36,Fazenda Itaim,-23.52051138288765,-46.38780837909376,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,8,2,2,15,0,0,0,17:00:00,1,18:20:00,1,4800,15,4,0,0,0.0,5,2,3,74816,-23.52175902765545,-46.471245302051926,-23.52051138288765,-46.38780837909376
746,746,75785,208,36,-23.54755545349877,-46.54709477682079,2080037,1,224.081081,37,1,7/05/2018,1,0,0,1,1,20800371,1,224.081081,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,5,21,0,0,0,2201.73,3,2080037101,1,401.35911699999997,1,1,28,1,1,2,1,3,0.0,0,0,0.0,0.0,0,167,36,-23.548954144345995,-46.57597832142047,2,2,1,9,2,0,0,0.0,0.0,0,0,0,0,0,1,659.6722589999998,0,2,208,36,Vila Califórnia,-23.54755545349877,-46.54709477682079,167,36,Tatuapé,-23.548954144345995,-46.57597832142047,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,14:40:00,1,15:00:00,1,1200,15,4,0,0,0.0,1,2,4,75786,-23.54755545349877,-46.54709477682079,-23.548954144345995,-46.57597832142047
747,747,75786,208,36,-23.54755545349877,-46.54709477682079,2080037,0,224.081081,37,1,7/05/2018,1,0,0,1,1,20800371,0,224.081081,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,5,21,0,0,0,2201.73,3,2080037101,0,401.35911699999997,1,1,28,1,1,2,1,3,0.0,0,0,0.0,0.0,0,167,36,-23.548954144345995,-46.57597832142047,2,2,1,9,2,0,0,0.0,0.0,0,0,0,0,0,2,659.6722589999998,0,2,167,36,Tatuapé,-23.548954144345995,-46.57597832142047,208,36,Vila Califórnia,-23.54755545349877,-46.54709477682079,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,01:40:00,1,02:00:00,1,1200,15,4,0,0,0.0,1,2,4,75787,-23.548954144345995,-46.57597832142047,-23.54755545349877,-46.54709477682079
748,748,76732,211,36,-23.56579682091602,-46.53254466102846,2110047,0,385.0,47,1,16/09/2017,1,1,1,2,1,21100471,0,385.0,1,2,2,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4,23,0,0,0,2452.84,3,2110047102,1,457.89479500000004,2,4,27,1,1,3,1,3,0.0,0,0,0.0,0.0,0,210,36,-23.562786397444768,-46.55198523570614,2,2,5,14,1,0,0,0.0,0.0,0,0,0,0,0,1,752.594077,5,4,211,36,Vila Formosa,-23.56579682091602,-46.53254466102846,210,36,Jardim Anália Franco,-23.562786397444768,-46.55198523570614,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,07:20:00,1,07:40:00,1,1200,15,4,0,0,0.0,7,2,3,76733,-23.56579682091602,-46.53254466102846,-23.562786397444768,-46.55198523570614
749,749,76733,211,36,-23.56579682091602,-46.53254466102846,2110047,0,385.0,47,1,16/09/2017,1,1,1,2,1,21100471,0,385.0,1,2,2,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4,23,0,0,0,2452.84,3,2110047102,0,457.89479500000004,2,4,27,1,1,3,1,3,0.0,0,0,0.0,0.0,0,210,36,-23.562786397444768,-46.55198523570614,2,2,5,14,1,0,0,0.0,0.0,0,0,0,0,0,2,752.594077,5,4,210,36,Jardim Anália Franco,-23.562786397444768,-46.55198523570614,211,36,Vila Formosa,-23.56579682091602,-46.53254466102846,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,12:00:00,1,12:20:00,1,1200,15,4,0,0,0.0,1,2,3,76734,-23.562786397444768,-46.55198523570614,-23.56579682091602,-46.53254466102846
750,750,76734,211,36,-23.56579682091602,-46.53254466102846,2110047,0,385.0,47,1,16/09/2017,1,1,1,2,1,21100471,0,385.0,1,2,2,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4,23,0,0,0,2452.84,3,2110047102,0,457.89479500000004,2,4,27,1,1,3,1,3,0.0,0,0,0.0,0.0,0,210,36,-23.562786397444768,-46.55198523570614,2,2,5,14,1,0,0,0.0,0.0,0,0,0,0,0,3,752.594077,5,4,211,36,Vila Formosa,-23.56579682091602,-46.53254466102846,210,36,Jardim Anália Franco,-23.562786397444768,-46.55198523570614,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,13:40:00,1,14:00:00,1,1200,15,4,0,0,0.0,7,2,3,76735,-23.56579682091602,-46.53254466102846,-23.562786397444768,-46.55198523570614
751,751,76735,211,36,-23.56579682091602,-46.53254466102846,2110047,0,385.0,47,1,16/09/2017,1,1,1,2,1,21100471,0,385.0,1,2,2,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4,23,0,0,0,2452.84,3,2110047102,0,457.89479500000004,2,4,27,1,1,3,1,3,0.0,0,0,0.0,0.0,0,210,36,-23.562786397444768,-46.55198523570614,2,2,5,14,1,0,0,0.0,0.0,0,0,0,0,0,4,752.594077,5,4,210,36,Jardim Anália Franco,-23.562786397444768,-46.55198523570614,211,36,Vila Formosa,-23.56579682091602,-46.53254466102846,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,19:40:00,1,20:00:00,1,1200,15,4,0,0,0.0,7,2,3,76736,-23.562786397444768,-46.55198523570614,-23.56579682091602,-46.53254466102846
752,752,77519,214,36,-23.544362986850853,-46.52378405381778,2140015,1,216.0,15,1,10/05/2018,1,1,1,2,1,21400151,1,216.0,1,2,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,4,23,0,0,0,2700.0,1,2140015101,1,264.123645,1,1,28,1,1,3,1,1,1300.0,0,0,0.0,0.0,0,46,36,-23.580654192193517,-46.56405062688877,2,2,11,3,1,0,0,0.0,0.0,0,0,0,0,0,1,434.11258,3,2,214,36,Frei Mont'Alverne,-23.544362986850853,-46.52378405381778,46,36,Água Rasa,-23.580654192193517,-46.56405062688877,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,1,2,2,15,0,0,0,05:30:00,1,05:50:00,1,1200,15,4,0,0,0.0,2,2,3,77520,-23.544362986850853,-46.52378405381778,-23.580654192193517,-46.56405062688877
753,753,77520,214,36,-23.544362986850853,-46.52378405381778,2140015,0,216.0,15,1,10/05/2018,1,1,1,2,1,21400151,0,216.0,1,2,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,4,23,0,0,0,2700.0,1,2140015101,0,264.123645,1,1,28,1,1,3,1,1,1300.0,0,0,0.0,0.0,0,46,36,-23.580654192193517,-46.56405062688877,2,2,11,3,1,0,0,0.0,0.0,0,0,0,0,0,2,434.11258,3,2,46,36,Água Rasa,-23.580654192193517,-46.56405062688877,214,36,Frei Mont'Alverne,-23.544362986850853,-46.52378405381778,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,8,2,2,15,0,0,0,15:30:00,1,16:00:00,1,1800,15,4,0,0,0.0,2,2,3,77521,-23.580654192193517,-46.56405062688877,-23.544362986850853,-46.52378405381778
754,754,79017,219,36,-23.56007829739648,-46.49755409398161,2190022,0,447.31818200000004,22,1,2/11/2017,1,1,1,3,1,21900221,0,447.31818200000004,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,17,0,0,0,1774.01,3,2190022103,0,524.387147,3,2,30,1,1,4,1,3,0.0,0,0,0.0,0.0,0,219,36,-23.558713084644953,-46.4911415844558,2,2,6,4,1,0,0,0.0,0.0,0,0,0,0,0,3,861.880642,3,8,219,36,Cidade Líder,-23.56007829739648,-46.49755409398161,219,36,Cidade Líder,-23.558713084644953,-46.4911415844558,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,2,2,2,15,0,0,0,08:20:00,2,08:30:00,2,600,15,4,0,0,0.0,1,2,1,79018,-23.56007829739648,-46.49755409398161,-23.558713084644953,-46.4911415844558
755,755,79018,219,36,-23.56007829739648,-46.49755409398161,2190022,0,447.31818200000004,22,1,2/11/2017,1,1,1,3,1,21900221,0,447.31818200000004,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,17,0,0,0,1774.01,3,2190022103,0,524.387147,3,2,30,1,1,4,1,3,0.0,0,0,0.0,0.0,0,219,36,-23.558713084644953,-46.4911415844558,2,2,6,4,1,0,0,0.0,0.0,0,0,0,0,0,4,861.880642,3,8,219,36,Cidade Líder,-23.558713084644953,-46.4911415844558,219,36,Cidade Líder,-23.56007829739648,-46.49755409398161,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,8,2,2,15,0,0,0,12:00:00,2,12:10:00,2,600,15,4,0,0,0.0,1,2,1,79019,-23.558713084644953,-46.4911415844558,-23.56007829739648,-46.49755409398161
756,756,79019,219,36,-23.56007829739648,-46.49755409398161,2190022,0,447.31818200000004,22,1,2/11/2017,1,1,1,3,1,21900221,0,447.31818200000004,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,17,0,0,0,1774.01,3,2190022103,0,524.387147,3,2,30,1,1,4,1,3,0.0,0,0,0.0,0.0,0,219,36,-23.558713084644953,-46.4911415844558,2,2,6,4,1,0,0,0.0,0.0,0,0,0,0,0,5,861.880642,3,8,219,36,Cidade Líder,-23.56007829739648,-46.49755409398161,219,36,Cidade Líder,-23.558713084644953,-46.4911415844558,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,2,2,2,15,0,0,0,13:00:00,2,13:10:00,2,600,15,4,0,0,0.0,1,2,1,79020,-23.56007829739648,-46.49755409398161,-23.558713084644953,-46.4911415844558
757,757,79020,219,36,-23.56007829739648,-46.49755409398161,2190022,0,447.31818200000004,22,1,2/11/2017,1,1,1,3,1,21900221,0,447.31818200000004,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,17,0,0,0,1774.01,3,2190022103,0,524.387147,3,2,30,1,1,4,1,3,0.0,0,0,0.0,0.0,0,219,36,-23.558713084644953,-46.4911415844558,2,2,6,4,1,0,0,0.0,0.0,0,0,0,0,0,6,861.880642,3,8,219,36,Cidade Líder,-23.558713084644953,-46.4911415844558,219,36,Cidade Líder,-23.56007829739648,-46.49755409398161,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,8,2,2,15,0,0,0,17:30:00,2,17:40:00,2,600,15,4,0,0,0.0,1,2,1,79021,-23.558713084644953,-46.4911415844558,-23.56007829739648,-46.49755409398161
