,Unnamed: 0,Unnamed: 0.1,ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,AGUA,RUA_PAVI,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_BANHO,QT_EMPRE,QT_AUTO,QT_MICRO,QT_LAVALOU,QT_GEL1,QT_GEL2,QT_FREEZ,QT_MLAVA,QT_DVD,QT_MICROON,QT_MOTO,QT_SECAROU,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,PONTO_BR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIASEMANA,TOT_VIAG,ZONA_O,MUNI_O,NOME_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,NOME_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,HORA_SAIDA,ANDA_O,HORA_CHEG,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,VIA_BICI,TP_ESTBICI,ID_ORDEM,orig_lat,orig_lon,dest_lat,dest_lon
310,310,27438,69,36,-23.589139878695804,-46.67349960081705,690045,0,69.0,45,1,6/10/2018,1,1,1,3,1,6900451,0,69.0,1,3,2,2,0,1,4,1,0,1,1,1,3,1,0,0,1,1,1,51,2016,0,0,8000.0,1,690045102,0,70.424154,2,3,35,2,1,5,1,1,4000.0,0,0,0.0,0.0,0,73,36,-23.59081110726833,-46.689286039005424,2,2,2,7,1,0,0,0.0,0.0,0,0,0,0,0,5,115.74886200000002,5,5,69,36,Vila Olímpia,-23.594884158940097,-46.68175420959,69,36,Vila Olímpia,-23.589139878695804,-46.67349960081705,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,8,1,2,15,0,0,0,18:15:00,2,18:25:00,1,600,15,4,0,0,0.0,8,2,3,27439,-23.594884158940097,-46.68175420959,-23.589139878695804,-46.67349960081705
311,311,27440,69,36,-23.589139878695804,-46.67349960081705,690045,0,69.0,45,1,6/10/2018,1,1,1,3,1,6900451,0,69.0,1,3,2,2,0,1,4,1,0,1,1,1,3,1,0,0,1,1,1,51,2016,0,0,8000.0,1,690045103,0,104.412101,3,4,4,2,2,1,6,2,0.0,69,36,328399.0,7389616.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,171.611316,5,2,69,36,Vila Olímpia,-23.594884158940097,-46.68175420959,69,36,Vila Olímpia,-23.589139878695804,-46.67349960081705,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,8,2,2,15,0,0,0,18:15:00,1,18:25:00,1,600,15,4,0,0,0.0,8,2,3,27441,-23.594884158940097,-46.68175420959,-23.589139878695804,-46.67349960081705
312,312,27464,69,36,-23.5927772921318,-46.676171701046066,690052,1,69.0,52,1,12/09/2018,1,1,1,1,1,6900521,1,69.0,1,1,2,2,1,0,0,0,0,1,1,1,0,1,0,0,1,1,3,30,0,0,0,3579.58,3,690052101,1,30.641911,1,1,21,1,5,4,5,3,0.0,70,36,328960.0,7389084.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,50.362924,2,1,69,36,Vila Olímpia,-23.5927772921318,-46.676171701046066,300,36,Granja Julieta,-23.628138727729997,-46.68952935497086,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,10,2,2,15,0,0,0,14:00:00,1,14:25:00,2,1500,15,4,0,0,0.0,2,1,3,27465,-23.5927772921318,-46.676171701046066,-23.628138727729997,-46.68952935497086
313,313,27519,69,36,-23.59163848979425,-46.67626500971392,690530,1,69.0,530,1,6/09/2018,1,1,1,2,1,6905301,1,69.0,1,2,1,2,0,0,3,1,1,0,0,1,3,1,0,1,1,1,2,43,0,0,0,10000.0,1,690530101,1,70.424154,1,1,36,2,1,5,1,1,7000.0,0,0,0.0,0.0,0,69,36,-23.59163848979425,-46.67626500971392,3,2,2,11,4,0,0,0.0,0.0,0,0,0,0,0,1,115.74886200000002,3,2,69,36,Vila Olímpia,-23.59163848979425,-46.67626500971392,68,36,Chácara Itaim,-23.579847988728318,-46.670971600408784,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,08:30:00,1,08:45:00,1,900,15,4,0,0,0.0,1,2,3,27520,-23.59163848979425,-46.67626500971392,-23.579847988728318,-46.670971600408784
314,314,27520,69,36,-23.59163848979425,-46.67626500971392,690530,0,69.0,530,1,6/09/2018,1,1,1,2,1,6905301,0,69.0,1,2,1,2,0,0,3,1,1,0,0,1,3,1,0,1,1,1,2,43,0,0,0,10000.0,1,690530101,0,70.424154,1,1,36,2,1,5,1,1,7000.0,0,0,0.0,0.0,0,69,36,-23.59163848979425,-46.67626500971392,3,2,2,11,4,0,0,0.0,0.0,0,0,0,0,0,2,115.74886200000002,3,2,68,36,Chácara Itaim,-23.579847988728318,-46.670971600408784,69,36,Vila Olímpia,-23.59163848979425,-46.67626500971392,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,10:00:00,1,10:15:00,1,900,15,4,0,0,0.0,1,2,3,27521,-23.579847988728318,-46.670971600408784,-23.59163848979425,-46.67626500971392
315,315,27573,69,36,-23.595963493941266,-46.67546750568236,690639,1,69.0,639,1,29/09/2018,1,1,1,2,1,6906391,1,69.0,1,2,1,1,0,0,2,0,0,1,1,1,3,1,0,1,2,1,2,38,0,0,0,16000.0,1,690639101,1,30.641911,1,1,25,1,1,5,1,1,8000.0,0,0,0.0,0.0,0,68,36,-23.58585150600915,-46.67279163684728,2,1,2,12,1,0,0,0.0,0.0,0,0,0,0,0,1,50.362924,5,2,69,36,Vila Olímpia,-23.595963493941266,-46.67546750568236,68,36,Chácara Itaim,-23.58585150600915,-46.67279163684728,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,09:30:00,1,09:40:00,1,600,15,4,0,0,0.0,1,2,3,27574,-23.595963493941266,-46.67546750568236,-23.58585150600915,-46.67279163684728
316,316,27574,69,36,-23.595963493941266,-46.67546750568236,690639,0,69.0,639,1,29/09/2018,1,1,1,2,1,6906391,0,69.0,1,2,1,1,0,0,2,0,0,1,1,1,3,1,0,1,2,1,2,38,0,0,0,16000.0,1,690639101,0,30.641911,1,1,25,1,1,5,1,1,8000.0,0,0,0.0,0.0,0,68,36,-23.58585150600915,-46.67279163684728,2,1,2,12,1,0,0,0.0,0.0,0,0,0,0,0,2,50.362924,5,2,68,36,Chácara Itaim,-23.58585150600915,-46.67279163684728,69,36,Vila Olímpia,-23.595963493941266,-46.67546750568236,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,19:50:00,1,20:00:00,1,600,15,4,0,0,0.0,1,2,3,27575,-23.58585150600915,-46.67279163684728,-23.595963493941266,-46.67546750568236
317,317,27575,69,36,-23.595963493941266,-46.67546750568236,690639,0,69.0,639,1,29/09/2018,1,1,1,2,1,6906391,0,69.0,1,2,1,1,0,0,2,0,0,1,1,1,3,1,0,1,2,1,2,38,0,0,0,16000.0,1,690639102,1,30.641911,2,5,27,1,1,5,1,1,8000.0,0,0,0.0,0.0,0,68,36,-23.585004264174717,-46.682676611324254,2,1,2,7,1,0,0,0.0,0.0,0,0,0,0,0,1,50.362924,5,4,69,36,Vila Olímpia,-23.595963493941266,-46.67546750568236,68,36,Chácara Itaim,-23.585004264174717,-46.682676611324254,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,09:30:00,1,09:40:00,1,600,15,4,0,0,0.0,8,2,3,27576,-23.595963493941266,-46.67546750568236,-23.585004264174717,-46.682676611324254
318,318,27578,69,36,-23.595963493941266,-46.67546750568236,690639,0,69.0,639,1,29/09/2018,1,1,1,2,1,6906391,0,69.0,1,2,1,1,0,0,2,0,0,1,1,1,3,1,0,1,2,1,2,38,0,0,0,16000.0,1,690639102,0,30.641911,2,5,27,1,1,5,1,1,8000.0,0,0,0.0,0.0,0,68,36,-23.585004264174717,-46.682676611324254,2,1,2,7,1,0,0,0.0,0.0,0,0,0,0,0,4,50.362924,5,4,68,36,Chácara Itaim,-23.585004264174717,-46.682676611324254,69,36,Vila Olímpia,-23.595963493941266,-46.67546750568236,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,17:00:00,1,17:10:00,1,600,15,4,0,0,0.0,8,2,3,27579,-23.585004264174717,-46.682676611324254,-23.595963493941266,-46.67546750568236
319,319,27665,69,36,-23.588957659731733,-46.672811425830716,690759,0,69.0,759,1,13/09/2018,1,1,1,4,1,6907591,0,69.0,1,4,2,1,0,1,1,0,0,1,1,1,1,0,0,0,2,1,4,26,2008,0,0,2884.19,3,690759102,1,89.58756899999999,2,3,17,1,4,3,5,2,0.0,64,36,330149.0,7388570.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,147.245774,3,2,69,36,Vila Olímpia,-23.588957659731733,-46.672811425830716,64,36,Moema,-23.60451316058973,-46.66472842340103,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,4,2,2,15,0,0,0,07:20:00,1,07:40:00,2,1200,15,4,0,0,0.0,2,2,3,27666,-23.588957659731733,-46.672811425830716,-23.60451316058973,-46.66472842340103
320,320,27666,69,36,-23.588957659731733,-46.672811425830716,690759,0,69.0,759,1,13/09/2018,1,1,1,4,1,6907591,0,69.0,1,4,2,1,0,1,1,0,0,1,1,1,1,0,0,0,2,1,4,26,2008,0,0,2884.19,3,690759102,0,89.58756899999999,2,3,17,1,4,3,5,2,0.0,64,36,330149.0,7388570.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,147.245774,3,2,64,36,Moema,-23.60451316058973,-46.66472842340103,69,36,Vila Olímpia,-23.588957659731733,-46.672811425830716,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,8,2,2,15,0,0,0,09:30:00,2,09:50:00,1,1200,15,4,0,0,0.0,2,2,3,27667,-23.60451316058973,-46.66472842340103,-23.588957659731733,-46.672811425830716
321,321,27824,70,36,-23.601583330338567,-46.680193428303006,700652,0,94.44736800000001,652,1,10/08/2018,1,1,1,4,1,7006521,0,94.44736800000001,1,4,2,2,0,1,3,0,0,1,1,1,1,1,0,0,2,1,2,42,2010,0,0,6843.13,3,700652103,1,62.292623999999996,3,3,20,1,6,4,8,2,0.0,64,36,330312.0,7388786.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,102.38391,4,2,70,36,Hélio Pelegrino,-23.601583330338567,-46.680193428303006,64,36,Moema,-23.602580030943127,-46.66310675967426,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,4,2,2,15,0,0,0,07:00:00,1,07:10:00,1,600,15,4,0,0,0.0,1,2,3,27825,-23.601583330338567,-46.680193428303006,-23.602580030943127,-46.66310675967426
322,322,27825,70,36,-23.601583330338567,-46.680193428303006,700652,0,94.44736800000001,652,1,10/08/2018,1,1,1,4,1,7006521,0,94.44736800000001,1,4,2,2,0,1,3,0,0,1,1,1,1,1,0,0,2,1,2,42,2010,0,0,6843.13,3,700652103,0,62.292623999999996,3,3,20,1,6,4,8,2,0.0,64,36,330312.0,7388786.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,102.38391,4,2,64,36,Moema,-23.602580030943127,-46.66310675967426,70,36,Hélio Pelegrino,-23.601583330338567,-46.680193428303006,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,8,2,2,15,0,0,0,13:00:00,1,13:10:00,1,600,15,4,0,0,0.0,1,2,3,27826,-23.602580030943127,-46.66310675967426,-23.601583330338567,-46.680193428303006
323,323,27985,70,36,-23.60321562378641,-46.6762162022904,701913,1,94.44736800000001,1913,1,24/08/2018,1,1,1,4,1,7019131,1,94.44736800000001,1,4,2,1,1,1,1,0,1,0,0,1,0,0,0,0,2,1,3,29,2008,0,0,3391.41,3,701913101,1,73.767501,1,1,35,1,1,5,1,3,0.0,0,0,0.0,0.0,0,70,36,-23.60321562378641,-46.6762162022904,3,2,2,12,4,0,0,0.0,0.0,0,0,0,0,0,1,121.243974,4,2,70,36,Hélio Pelegrino,-23.60321562378641,-46.6762162022904,300,36,Granja Julieta,-23.63558238781764,-46.70082793768921,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,15:30:00,1,15:55:00,1,1500,15,4,0,0,0.0,7,2,3,27986,-23.60321562378641,-46.6762162022904,-23.63558238781764,-46.70082793768921
324,324,27986,70,36,-23.60321562378641,-46.6762162022904,701913,0,94.44736800000001,1913,1,24/08/2018,1,1,1,4,1,7019131,0,94.44736800000001,1,4,2,1,1,1,1,0,1,0,0,1,0,0,0,0,2,1,3,29,2008,0,0,3391.41,3,701913101,0,73.767501,1,1,35,1,1,5,1,3,0.0,0,0,0.0,0.0,0,70,36,-23.60321562378641,-46.6762162022904,3,2,2,12,4,0,0,0.0,0.0,0,0,0,0,0,2,121.243974,4,2,300,36,Granja Julieta,-23.63558238781764,-46.70082793768921,70,36,Hélio Pelegrino,-23.60321562378641,-46.6762162022904,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,17:30:00,1,18:00:00,1,1800,15,4,0,0,0.0,7,2,3,27987,-23.63558238781764,-46.70082793768921,-23.60321562378641,-46.6762162022904
325,325,28034,71,36,-23.606020884803705,-46.68816780690745,710043,0,171.604167,43,1,11/05/2018,1,1,1,6,1,7100431,0,171.604167,1,6,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,4,24,0,0,0,2588.93,3,710043105,1,117.37980400000001,5,4,16,1,4,3,8,3,0.0,71,36,328410.0,7387342.0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,192.924982,4,2,71,36,Brooklin,-23.606020884803705,-46.68816780690745,71,36,Brooklin,-23.615416910440945,-46.681908393309385,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,4,2,2,15,0,0,0,06:55:00,1,07:00:00,1,300,15,4,0,0,0.0,1,2,3,28035,-23.606020884803705,-46.68816780690745,-23.615416910440945,-46.681908393309385
326,326,28035,71,36,-23.606020884803705,-46.68816780690745,710043,0,171.604167,43,1,11/05/2018,1,1,1,6,1,7100431,0,171.604167,1,6,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,4,24,0,0,0,2588.93,3,710043105,0,117.37980400000001,5,4,16,1,4,3,8,3,0.0,71,36,328410.0,7387342.0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,192.924982,4,2,71,36,Brooklin,-23.615416910440945,-46.681908393309385,71,36,Brooklin,-23.606020884803705,-46.68816780690745,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,8,2,2,15,0,0,0,16:00:00,1,16:05:00,1,300,15,4,0,0,0.0,1,2,3,28036,-23.615416910440945,-46.681908393309385,-23.606020884803705,-46.68816780690745
327,327,28153,71,36,-23.612732775194182,-46.67961037910818,710790,0,171.604167,790,1,3/09/2018,1,1,1,3,1,7107901,0,171.604167,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7309.58,4,710790103,1,135.194845,3,4,20,1,5,4,8,3,0.0,82,36,327331.0,7392446.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,222.205713,0,2,71,36,Brooklin,-23.612732775194182,-46.67961037910818,82,36,Pinheiros,-23.569218922194604,-46.691889856283254,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,4,2,2,15,0,0,0,06:30:00,1,07:00:00,1,1800,15,4,0,0,0.0,7,1,2,28154,-23.612732775194182,-46.67961037910818,-23.569218922194604,-46.691889856283254
328,328,28154,71,36,-23.612732775194182,-46.67961037910818,710790,0,171.604167,790,1,3/09/2018,1,1,1,3,1,7107901,0,171.604167,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7309.58,4,710790103,0,135.194845,3,4,20,1,5,4,8,3,0.0,82,36,327331.0,7392446.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,222.205713,0,2,82,36,Pinheiros,-23.569218922194604,-46.691889856283254,71,36,Brooklin,-23.612732775194182,-46.67961037910818,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,8,2,2,15,0,0,0,12:30:00,1,13:00:00,1,1800,15,4,0,0,0.0,7,1,3,28155,-23.569218922194604,-46.691889856283254,-23.612732775194182,-46.67961037910818
329,329,28518,72,36,-23.624998601359035,-46.68765633950881,720361,1,100.64285699999999,361,1,16/05/2018,1,1,1,3,1,7203611,1,100.64285699999999,1,3,2,4,0,1,1,0,0,1,1,1,1,1,0,0,2,1,2,44,2012,0,0,7623.57,3,720361101,1,155.512197,1,1,53,1,1,5,1,3,0.0,0,0,0.0,0.0,0,72,36,-23.624998601359035,-46.68765633950881,3,2,2,12,6,0,0,0.0,0.0,0,0,0,0,0,1,255.599233,2,5,72,36,Vila Cordeiro,-23.624998601359035,-46.68765633950881,81,36,Jardim Europa,-23.578143114156145,-46.69414981418398,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,09:30:00,1,09:55:00,1,1500,15,4,0,0,0.0,7,1,1,28519,-23.624998601359035,-46.68765633950881,-23.578143114156145,-46.69414981418398
330,330,28519,72,36,-23.624998601359035,-46.68765633950881,720361,0,100.64285699999999,361,1,16/05/2018,1,1,1,3,1,7203611,0,100.64285699999999,1,3,2,4,0,1,1,0,0,1,1,1,1,1,0,0,2,1,2,44,2012,0,0,7623.57,3,720361101,0,155.512197,1,1,53,1,1,5,1,3,0.0,0,0,0.0,0.0,0,72,36,-23.624998601359035,-46.68765633950881,3,2,2,12,6,0,0,0.0,0.0,0,0,0,0,0,2,255.599233,2,5,81,36,Jardim Europa,-23.578143114156145,-46.69414981418398,56,36,Rodrigues Alves,-23.581988759758,-46.64553479509266,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,3,2,2,15,0,0,0,13:00:00,1,13:30:00,1,1800,15,4,0,0,0.0,7,1,1,28520,-23.578143114156145,-46.69414981418398,-23.581988759758,-46.64553479509266
331,331,28520,72,36,-23.624998601359035,-46.68765633950881,720361,0,100.64285699999999,361,1,16/05/2018,1,1,1,3,1,7203611,0,100.64285699999999,1,3,2,4,0,1,1,0,0,1,1,1,1,1,0,0,2,1,2,44,2012,0,0,7623.57,3,720361101,0,155.512197,1,1,53,1,1,5,1,3,0.0,0,0,0.0,0.0,0,72,36,-23.624998601359035,-46.68765633950881,3,2,2,12,6,0,0,0.0,0.0,0,0,0,0,0,3,255.599233,2,5,56,36,Rodrigues Alves,-23.581988759758,-46.64553479509266,72,36,Vila Cordeiro,-23.624998601359035,-46.68765633950881,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,16:30:00,1,17:00:00,1,1800,15,4,0,0,0.0,7,1,3,28521,-23.581988759758,-46.64553479509266,-23.624998601359035,-46.68765633950881
332,332,28521,72,36,-23.624998601359035,-46.68765633950881,720361,0,100.64285699999999,361,1,16/05/2018,1,1,1,3,1,7203611,0,100.64285699999999,1,3,2,4,0,1,1,0,0,1,1,1,1,1,0,0,2,1,2,44,2012,0,0,7623.57,3,720361101,0,155.512197,1,1,53,1,1,5,1,3,0.0,0,0,0.0,0.0,0,72,36,-23.624998601359035,-46.68765633950881,3,2,2,12,6,0,0,0.0,0.0,0,0,0,0,0,4,255.599233,2,5,72,36,Vila Cordeiro,-23.624998601359035,-46.68765633950881,300,36,Granja Julieta,-23.623110466061892,-46.69849112244847,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,19:35:00,1,19:45:00,1,600,15,4,0,0,0.0,7,2,3,28522,-23.624998601359035,-46.68765633950881,-23.623110466061892,-46.69849112244847
333,333,28522,72,36,-23.624998601359035,-46.68765633950881,720361,0,100.64285699999999,361,1,16/05/2018,1,1,1,3,1,7203611,0,100.64285699999999,1,3,2,4,0,1,1,0,0,1,1,1,1,1,0,0,2,1,2,44,2012,0,0,7623.57,3,720361101,0,155.512197,1,1,53,1,1,5,1,3,0.0,0,0,0.0,0.0,0,72,36,-23.624998601359035,-46.68765633950881,3,2,2,12,6,0,0,0.0,0.0,0,0,0,0,0,5,255.599233,2,5,300,36,Granja Julieta,-23.623110466061892,-46.69849112244847,72,36,Vila Cordeiro,-23.624998601359035,-46.68765633950881,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,21:30:00,1,21:40:00,1,600,15,4,0,0,0.0,7,1,3,28523,-23.623110466061892,-46.69849112244847,-23.624998601359035,-46.68765633950881
334,334,28525,72,36,-23.624998601359035,-46.68765633950881,720361,0,100.64285699999999,361,1,16/05/2018,1,1,1,3,1,7203611,0,100.64285699999999,1,3,2,4,0,1,1,0,0,1,1,1,1,1,0,0,2,1,2,44,2012,0,0,7623.57,3,720361103,1,97.226943,3,3,21,1,1,4,1,3,0.0,0,0,0.0,0.0,0,68,36,-23.585267905176142,-46.6825134119689,2,1,5,6,1,0,0,0.0,0.0,0,0,0,0,0,1,159.80182,2,2,72,36,Vila Cordeiro,-23.624998601359035,-46.68765633950881,68,36,Chácara Itaim,-23.585267905176142,-46.6825134119689,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,15:00:00,1,15:25:00,1,1500,15,4,0,0,0.0,7,1,1,28526,-23.624998601359035,-46.68765633950881,-23.585267905176142,-46.6825134119689
335,335,28526,72,36,-23.624998601359035,-46.68765633950881,720361,0,100.64285699999999,361,1,16/05/2018,1,1,1,3,1,7203611,0,100.64285699999999,1,3,2,4,0,1,1,0,0,1,1,1,1,1,0,0,2,1,2,44,2012,0,0,7623.57,3,720361103,0,97.226943,3,3,21,1,1,4,1,3,0.0,0,0,0.0,0.0,0,68,36,-23.585267905176142,-46.6825134119689,2,1,5,6,1,0,0,0.0,0.0,0,0,0,0,0,2,159.80182,2,2,68,36,Chácara Itaim,-23.585267905176142,-46.6825134119689,72,36,Vila Cordeiro,-23.624998601359035,-46.68765633950881,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,20:30:00,1,21:00:00,1,1800,15,4,0,0,0.0,7,1,3,28527,-23.585267905176142,-46.6825134119689,-23.624998601359035,-46.68765633950881
336,336,28600,72,36,-23.62084239565717,-46.69450253643788,721294,1,50.045455,1294,1,19/05/2018,1,1,1,2,1,7212941,1,50.045455,1,2,3,2,1,1,1,0,0,1,1,1,0,1,0,1,2,1,2,41,2010,0,0,10000.0,3,721294101,1,78.285759,1,1,36,1,1,5,1,1,10000.0,0,0,0.0,0.0,0,78,36,-23.56226238913611,-46.66965189380785,2,2,2,12,6,0,0,0.0,0.0,0,0,0,0,0,1,128.670164,5,4,72,36,Vila Cordeiro,-23.62084239565717,-46.69450253643788,78,36,Oscar Freire,-23.56226238913611,-46.66965189380785,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,09:00:00,1,09:40:00,1,2400,15,4,0,0,0.0,8,1,3,28601,-23.62084239565717,-46.69450253643788,-23.56226238913611,-46.66965189380785
337,337,28603,72,36,-23.62084239565717,-46.69450253643788,721294,0,50.045455,1294,1,19/05/2018,1,1,1,2,1,7212941,0,50.045455,1,2,3,2,1,1,1,0,0,1,1,1,0,1,0,1,2,1,2,41,2010,0,0,10000.0,3,721294101,0,78.285759,1,1,36,1,1,5,1,1,10000.0,0,0,0.0,0.0,0,78,36,-23.56226238913611,-46.66965189380785,2,2,2,12,6,0,0,0.0,0.0,0,0,0,0,0,4,128.670164,5,4,78,36,Oscar Freire,-23.56226238913611,-46.66965189380785,72,36,Vila Cordeiro,-23.62084239565717,-46.69450253643788,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,19:10:00,1,19:50:00,1,2400,15,4,0,0,0.0,8,1,3,28604,-23.56226238913611,-46.66965189380785,-23.62084239565717,-46.69450253643788
338,338,28644,72,36,-23.62061813301435,-46.69353921873247,721350,1,50.045455,1350,1,22/06/2018,1,1,1,5,1,7213501,1,50.045455,1,5,2,3,0,1,2,0,0,1,1,1,2,2,0,0,1,1,2,44,2015,0,0,7623.57,3,721350101,1,78.285759,1,1,40,1,1,4,1,3,0.0,0,0,0.0,0.0,0,72,36,-23.62061813301435,-46.69353921873247,1,2,5,8,7,0,0,0.0,0.0,0,0,0,0,0,1,128.670164,4,4,72,36,Vila Cordeiro,-23.62061813301435,-46.69353921873247,71,36,Brooklin,-23.615309302562128,-46.68350441580429,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,4,2,1,15,0,0,0,07:00:00,1,07:10:00,1,600,15,4,0,0,0.0,8,2,8,28645,-23.62061813301435,-46.69353921873247,-23.615309302562128,-46.68350441580429
339,339,28645,72,36,-23.62061813301435,-46.69353921873247,721350,0,50.045455,1350,1,22/06/2018,1,1,1,5,1,7213501,0,50.045455,1,5,2,3,0,1,2,0,0,1,1,1,2,2,0,0,1,1,2,44,2015,0,0,7623.57,3,721350101,0,78.285759,1,1,40,1,1,4,1,3,0.0,0,0,0.0,0.0,0,72,36,-23.62061813301435,-46.69353921873247,1,2,5,8,7,0,0,0.0,0.0,0,0,0,0,0,2,128.670164,4,4,71,36,Brooklin,-23.615309302562128,-46.68350441580429,72,36,Vila Cordeiro,-23.62061813301435,-46.69353921873247,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,8,1,2,15,0,0,0,07:15:00,1,07:25:00,1,600,15,4,0,0,0.0,8,2,3,28646,-23.615309302562128,-46.68350441580429,-23.62061813301435,-46.69353921873247
