,ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_RADIO,QT_GEL1,QT_GEL2,QT_TVCOR,QT_FREEZ,QT_VIDEO,QT_BANHO,QT_MOTO,QT_AUTO,QT_ASPIR,QT_MLAVA,QT_EMPRE,QT_MICRO,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIASEMANA,TOT_VIAG,ZONA_O,MUNI_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,MOT_SRES,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,ANDA_O,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,TP_ESBICI,DISTANCIA,ID_ORDEM,orig_lat,orig_lon,dest_lat,dest_lon,HORA_SAIDA,HORA_CHEG
161489,364,37,-23.663397826769344,-46.33554387888031,3640001,0,136.31481,1,6,2007-11-15,3,7,3,364000103,1,136.31481,3,2,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,0.0,0.0,0.0,625.0,1,36400010301,1,146.15701,1,1,28,1,1,4,1,1,625.0,0.0,0.0,0.0,0.0,0.0,365.0,37.0,-23.626388485040803,-46.32767466290722,2.0,2.0,914.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.87406,4,2,364.0,37.0,-23.663397826769344,-46.33554387888031,364.0,37.0,-23.640667594573664,-46.318305590560925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,1.0,2.0,2.0,15,0,0,0,1.0,1.0,900,15,4.0,0.0,0.0,0.0,1.0,3.0,3070.39,161490,-23.663397826769344,-46.33554387888031,-23.640667594573664,-46.318305590560925,07:00:00,07:15:00
161490,364,37,-23.663397826769344,-46.33554387888031,3640001,0,136.31481,1,6,2007-11-15,3,7,3,364000103,0,136.31481,3,2,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,0.0,0.0,0.0,625.0,1,36400010301,0,146.15701,1,1,28,1,1,4,1,1,625.0,0.0,0.0,0.0,0.0,0.0,365.0,37.0,-23.626388485040803,-46.32767466290722,2.0,2.0,914.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,169.87406,4,2,364.0,37.0,-23.640667594573664,-46.318305590560925,364.0,37.0,-23.663397826769344,-46.33554387888031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1.0,2.0,2.0,15,0,0,0,1.0,1.0,900,15,4.0,0.0,0.0,0.0,1.0,3.0,3070.39,161491,-23.640667594573664,-46.318305590560925,-23.663397826769344,-46.33554387888031,17:45:00,18:00:00
161807,364,37,-23.630811854208435,-46.305012476859204,3641020,1,136.31481,1020,6,2007-11-28,1,2,1,364102001,1,136.31481,1,2,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,400.0,1,36410200101,1,146.15701,1,1,22,1,1,3,1,1,400.0,0.0,0.0,0.0,0.0,0.0,364.0,37.0,-23.65489681626546,-46.32850641081491,2.0,2.0,906.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.87406,3,4,364.0,37.0,-23.630811854208435,-46.305012476859204,364.0,37.0,-23.65489681626546,-46.32850641081491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,1.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,4.0,3.0,3585.67,161808,-23.630811854208435,-46.305012476859204,-23.65489681626546,-46.32850641081491,06:45:00,06:55:00
161808,364,37,-23.630811854208435,-46.305012476859204,3641020,0,136.31481,1020,6,2007-11-28,1,2,1,364102001,0,136.31481,1,2,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,400.0,1,36410200101,0,146.15701,1,1,22,1,1,3,1,1,400.0,0.0,0.0,0.0,0.0,0.0,364.0,37.0,-23.65489681626546,-46.32850641081491,2.0,2.0,906.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,169.87406,3,4,364.0,37.0,-23.65489681626546,-46.32850641081491,364.0,37.0,-23.630811854208435,-46.305012476859204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,10.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,4.0,3.0,3585.67,161809,-23.65489681626546,-46.32850641081491,-23.630811854208435,-46.305012476859204,11:00:00,11:10:00
161809,364,37,-23.630811854208435,-46.305012476859204,3641020,0,136.31481,1020,6,2007-11-28,1,2,1,364102001,0,136.31481,1,2,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,400.0,1,36410200101,0,146.15701,1,1,22,1,1,3,1,1,400.0,0.0,0.0,0.0,0.0,0.0,364.0,37.0,-23.65489681626546,-46.32850641081491,2.0,2.0,906.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,169.87406,3,4,364.0,37.0,-23.630811854208435,-46.305012476859204,364.0,37.0,-23.65489681626546,-46.32850641081491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,4.0,3.0,3585.67,161810,-23.630811854208435,-46.305012476859204,-23.65489681626546,-46.32850641081491,12:45:00,12:55:00
161810,364,37,-23.630811854208435,-46.305012476859204,3641020,0,136.31481,1020,6,2007-11-28,1,2,1,364102001,0,136.31481,1,2,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,400.0,1,36410200101,0,146.15701,1,1,22,1,1,3,1,1,400.0,0.0,0.0,0.0,0.0,0.0,364.0,37.0,-23.65489681626546,-46.32850641081491,2.0,2.0,906.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,169.87406,3,4,364.0,37.0,-23.65489681626546,-46.32850641081491,364.0,37.0,-23.630811854208435,-46.305012476859204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,4.0,3.0,3585.67,161811,-23.65489681626546,-46.32850641081491,-23.630811854208435,-46.305012476859204,17:00:00,17:10:00
161883,365,37,-23.583494226319416,-46.3214469167704,3650013,0,89.21053,13,6,2007-11-01,2,7,1,365001301,0,89.21053,1,7,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,961.99,3,36500130102,1,92.79358,2,3,21,1,1,2,1,1,380.0,0.0,0.0,0.0,0.0,0.0,363.0,37.0,-23.542039192749794,-46.310038536679436,2.0,2.0,201.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.85129,3,2,365.0,37.0,-23.583494226319416,-46.3214469167704,363.0,37.0,-23.542039192749794,-46.310038536679436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,1200,15,4.0,0.0,0.0,0.0,2.0,1.0,4735.82,161884,-23.583494226319416,-46.3214469167704,-23.542039192749794,-46.310038536679436,08:00:00,08:20:00
161884,365,37,-23.583494226319416,-46.3214469167704,3650013,0,89.21053,13,6,2007-11-01,2,7,1,365001301,0,89.21053,1,7,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,961.99,3,36500130102,0,92.79358,2,3,21,1,1,2,1,1,380.0,0.0,0.0,0.0,0.0,0.0,363.0,37.0,-23.542039192749794,-46.310038536679436,2.0,2.0,201.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,107.85129,3,2,363.0,37.0,-23.542039192749794,-46.310038536679436,365.0,37.0,-23.583494226319416,-46.3214469167704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,3600,15,4.0,0.0,0.0,0.0,2.0,3.0,4735.82,161885,-23.542039192749794,-46.310038536679436,-23.583494226319416,-46.3214469167704,18:30:00,19:30:00
161885,365,37,-23.583494226319416,-46.3214469167704,3650013,0,89.21053,13,6,2007-11-01,2,7,1,365001301,0,89.21053,1,7,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,961.99,3,36500130103,1,92.79358,3,3,19,1,1,2,2,1,380.0,0.0,0.0,0.0,0.0,0.0,363.0,37.0,-23.542039192749794,-46.310038536679436,2.0,2.0,925.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.85129,3,2,365.0,37.0,-23.583494226319416,-46.3214469167704,363.0,37.0,-23.542039192749794,-46.310038536679436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,1200,15,4.0,0.0,0.0,0.0,2.0,1.0,4735.82,161886,-23.583494226319416,-46.3214469167704,-23.542039192749794,-46.310038536679436,08:00:00,08:20:00
161886,365,37,-23.583494226319416,-46.3214469167704,3650013,0,89.21053,13,6,2007-11-01,2,7,1,365001301,0,89.21053,1,7,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,961.99,3,36500130103,0,92.79358,3,3,19,1,1,2,2,1,380.0,0.0,0.0,0.0,0.0,0.0,363.0,37.0,-23.542039192749794,-46.310038536679436,2.0,2.0,925.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,107.85129,3,2,363.0,37.0,-23.542039192749794,-46.310038536679436,365.0,37.0,-23.583494226319416,-46.3214469167704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,3600,15,4.0,0.0,0.0,0.0,2.0,1.0,4735.82,161887,-23.542039192749794,-46.310038536679436,-23.583494226319416,-46.3214469167704,18:30:00,19:30:00
162176,365,37,-23.627365018856626,-46.32489595002325,3651073,1,89.21053,1073,6,2008-04-12,2,7,2,365107301,1,89.21053,1,4,2,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1,6,0.0,0.0,0.0,880.0,1,36510730101,1,92.79358,1,1,50,1,3,2,1,1,480.0,365.0,37.0,364670.45,7386673.86,1.0,364.0,37.0,-23.66156463398691,-46.278219395118455,2.0,2.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.85129,6,4,365.0,37.0,-23.627365018856626,-46.32489595002325,364.0,37.0,-23.66156463398691,-46.278219395118455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,3600,15,4.0,0.0,0.0,0.0,3.0,3.0,6083.87,162177,-23.627365018856626,-46.32489595002325,-23.66156463398691,-46.278219395118455,06:00:00,07:00:00
162177,365,37,-23.627365018856626,-46.32489595002325,3651073,0,89.21053,1073,6,2008-04-12,2,7,2,365107301,0,89.21053,1,4,2,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1,6,0.0,0.0,0.0,880.0,1,36510730101,0,92.79358,1,1,50,1,3,2,1,1,480.0,365.0,37.0,364670.45,7386673.86,1.0,364.0,37.0,-23.66156463398691,-46.278219395118455,2.0,2.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,107.85129,6,4,364.0,37.0,-23.66156463398691,-46.278219395118455,365.0,37.0,-23.627365018856626,-46.32489595002325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,3600,15,4.0,0.0,0.0,0.0,3.0,3.0,6083.87,162178,-23.66156463398691,-46.278219395118455,-23.627365018856626,-46.32489595002325,17:00:00,18:00:00
162178,365,37,-23.627365018856626,-46.32489595002325,3651073,0,89.21053,1073,6,2008-04-12,2,7,2,365107301,0,89.21053,1,4,2,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1,6,0.0,0.0,0.0,880.0,1,36510730101,0,92.79358,1,1,50,1,3,2,1,1,480.0,365.0,37.0,364670.45,7386673.86,1.0,364.0,37.0,-23.66156463398691,-46.278219395118455,2.0,2.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,107.85129,6,4,365.0,37.0,-23.627365018856626,-46.32489595002325,365.0,37.0,-23.624895004067614,-46.326631009893134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,2.0,15,0,0,0,0.0,0.0,1800,15,4.0,0.0,0.0,0.0,1.0,3.0,325.8,162179,-23.627365018856626,-46.32489595002325,-23.624895004067614,-46.326631009893134,18:30:00,19:00:00
162179,365,37,-23.627365018856626,-46.32489595002325,3651073,0,89.21053,1073,6,2008-04-12,2,7,2,365107301,0,89.21053,1,4,2,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1,6,0.0,0.0,0.0,880.0,1,36510730101,0,92.79358,1,1,50,1,3,2,1,1,480.0,365.0,37.0,364670.45,7386673.86,1.0,364.0,37.0,-23.66156463398691,-46.278219395118455,2.0,2.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,107.85129,6,4,365.0,37.0,-23.624895004067614,-46.326631009893134,365.0,37.0,-23.627365018856626,-46.32489595002325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,4.0,2.0,2.0,15,0,0,0,0.0,0.0,1800,15,4.0,0.0,0.0,0.0,1.0,3.0,325.8,162180,-23.624895004067614,-46.326631009893134,-23.627365018856626,-46.32489595002325,23:00:00,23:30:00
162486,366,23,-23.545082599104386,-46.1813908235364,3661139,0,472.17779,1139,6,2007-11-14,1,2,1,366113901,0,472.17779,1,2,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,1100.0,1,36611390102,0,497.55451,2,3,16,1,4,3,2,1,300.0,366.0,23.0,379246.17,7396131.52,1.0,368.0,23.0,-23.556565322642598,-46.17869100885985,2.0,2.0,906.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,578.29318,3,4,366.0,23.0,-23.545082599104386,-46.1813908235364,368.0,23.0,-23.556565322642598,-46.17869100885985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,1.0,1.0,1200,15,4.0,0.0,0.0,0.0,5.0,3.0,1300.98,162487,-23.545082599104386,-46.1813908235364,-23.556565322642598,-46.17869100885985,13:30:00,13:50:00
162487,366,23,-23.545082599104386,-46.1813908235364,3661139,0,472.17779,1139,6,2007-11-14,1,2,1,366113901,0,472.17779,1,2,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,1100.0,1,36611390102,0,497.55451,2,3,16,1,4,3,2,1,300.0,366.0,23.0,379246.17,7396131.52,1.0,368.0,23.0,-23.556565322642598,-46.17869100885985,2.0,2.0,906.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,578.29318,3,4,368.0,23.0,-23.556565322642598,-46.17869100885985,366.0,23.0,-23.545082599104386,-46.1813908235364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,1.0,1.0,1200,15,4.0,0.0,0.0,0.0,5.0,3.0,1300.98,162488,-23.556565322642598,-46.17869100885985,-23.545082599104386,-46.1813908235364,18:40:00,19:00:00
162724,367,23,-23.499829085313394,-46.18212294074326,3670059,0,144.27581,59,6,2007-10-27,1,7,1,367005901,0,144.27581,1,7,2,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1,4,1997.0,1994.0,0.0,2732.58,3,36700590105,1,163.94262,5,3,18,1,1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,366.0,23.0,-23.520023197072778,-46.18732799990616,2.0,2.0,916.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.54576,6,2,367.0,23.0,-23.499829085313394,-46.18212294074326,366.0,23.0,-23.520023197072778,-46.18732799990616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,1.0,3.0,2298.33,162725,-23.499829085313394,-46.18212294074326,-23.520023197072778,-46.18732799990616,10:00:00,10:15:00
162725,367,23,-23.499829085313394,-46.18212294074326,3670059,0,144.27581,59,6,2007-10-27,1,7,1,367005901,0,144.27581,1,7,2,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1,4,1997.0,1994.0,0.0,2732.58,3,36700590105,0,163.94262,5,3,18,1,1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,366.0,23.0,-23.520023197072778,-46.18732799990616,2.0,2.0,916.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,190.54576,6,2,366.0,23.0,-23.520023197072778,-46.18732799990616,367.0,23.0,-23.499829085313394,-46.18212294074326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,1.0,3.0,2298.33,162726,-23.520023197072778,-46.18732799990616,-23.499829085313394,-46.18212294074326,16:00:00,16:15:00
162949,367,23,-23.495510128872983,-46.17879411867735,3671278,0,144.27581,1278,6,2008-04-19,1,3,1,367127801,0,144.27581,1,3,1,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1,6,0.0,0.0,0.0,1290.0,1,36712780102,1,163.94262,2,2,34,2,1,2,1,1,660.0,0.0,0.0,0.0,0.0,0.0,368.0,23.0,-23.52770118175847,-46.167494952548026,2.0,2.0,513.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.54576,6,3,367.0,23.0,-23.495510128872983,-46.17879411867735,368.0,23.0,-23.52770118175847,-46.167494952548026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,1200,15,4.0,0.0,0.0,0.0,2.0,1.0,3746.48,162950,-23.495510128872983,-46.17879411867735,-23.52770118175847,-46.167494952548026,07:00:00,07:20:00
162950,367,23,-23.495510128872983,-46.17879411867735,3671278,0,144.27581,1278,6,2008-04-19,1,3,1,367127801,0,144.27581,1,3,1,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1,6,0.0,0.0,0.0,1290.0,1,36712780102,0,163.94262,2,2,34,2,1,2,1,1,660.0,0.0,0.0,0.0,0.0,0.0,368.0,23.0,-23.52770118175847,-46.167494952548026,2.0,2.0,513.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,190.54576,6,3,368.0,23.0,-23.52770118175847,-46.167494952548026,367.0,23.0,-23.49866261086645,-46.17986587585176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,2.0,1.0,3454.57,162951,-23.52770118175847,-46.167494952548026,-23.49866261086645,-46.17986587585176,16:30:00,16:40:00
162951,367,23,-23.495510128872983,-46.17879411867735,3671278,0,144.27581,1278,6,2008-04-19,1,3,1,367127801,0,144.27581,1,3,1,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1,6,0.0,0.0,0.0,1290.0,1,36712780102,0,163.94262,2,2,34,2,1,2,1,1,660.0,0.0,0.0,0.0,0.0,0.0,368.0,23.0,-23.52770118175847,-46.167494952548026,2.0,2.0,513.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,190.54576,6,3,367.0,23.0,-23.49866261086645,-46.17986587585176,367.0,23.0,-23.495510128872983,-46.17879411867735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,4.0,2.0,2.0,15,0,0,0,0.0,0.0,300,15,4.0,0.0,0.0,0.0,1.0,3.0,365.82,162952,-23.49866261086645,-46.17986587585176,-23.495510128872983,-46.17879411867735,16:45:00,16:50:00
162954,367,23,-23.495510128872983,-46.17879411867735,3671278,0,144.27581,1278,6,2008-04-19,1,3,1,367127801,0,144.27581,1,3,1,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1,6,0.0,0.0,0.0,1290.0,1,36712780103,0,163.94262,3,3,5,2,2,1,8,2,0.0,367.0,23.0,379528.42,7400782.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,190.54576,6,3,367.0,23.0,-23.49866261086645,-46.17986587585176,367.0,23.0,-23.495510128872983,-46.17879411867735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,4.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,365.82,162955,-23.49866261086645,-46.17986587585176,-23.495510128872983,-46.17879411867735,16:45:00,16:55:00
163226,368,23,-23.521613673982035,-46.185618147819106,3681040,1,128.84867,1040,6,2008-02-15,1,4,1,368104001,1,128.84867,1,4,2,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1,3,2001.0,0.0,0.0,3500.0,1,36810400101,1,130.93305,1,1,47,1,1,5,1,1,2000.0,0.0,0.0,0.0,0.0,0.0,368.0,23.0,-23.519221139317573,-46.171551984009504,2.0,2.0,711.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.17969,5,2,368.0,23.0,-23.521613673982035,-46.185618147819106,368.0,23.0,-23.519221139317573,-46.171551984009504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,1.0,1.0,900,15,4.0,0.0,0.0,0.0,7.0,3.0,1460.42,163227,-23.521613673982035,-46.185618147819106,-23.519221139317573,-46.171551984009504,09:00:00,09:15:00
163227,368,23,-23.521613673982035,-46.185618147819106,3681040,0,128.84867,1040,6,2008-02-15,1,4,1,368104001,0,128.84867,1,4,2,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1,3,2001.0,0.0,0.0,3500.0,1,36810400101,0,130.93305,1,1,47,1,1,5,1,1,2000.0,0.0,0.0,0.0,0.0,0.0,368.0,23.0,-23.519221139317573,-46.171551984009504,2.0,2.0,711.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,152.17969,5,2,368.0,23.0,-23.519221139317573,-46.171551984009504,368.0,23.0,-23.521613673982035,-46.185618147819106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,1.0,1.0,900,15,4.0,0.0,0.0,0.0,7.0,1.0,1460.42,163228,-23.519221139317573,-46.171551984009504,-23.521613673982035,-46.185618147819106,19:45:00,20:00:00
163231,368,23,-23.521613673982035,-46.185618147819106,3681040,0,128.84867,1040,6,2008-02-15,1,4,1,368104001,0,128.84867,1,4,2,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1,3,2001.0,0.0,0.0,3500.0,1,36810400104,1,130.93305,4,3,14,1,3,2,8,2,0.0,369.0,23.0,374107.69,7395486.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.17969,5,2,368.0,23.0,-23.521613673982035,-46.185618147819106,369.0,23.0,-23.54607025608165,-46.233391225164596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,2.0,15,0,0,0,1.0,1.0,600,15,4.0,0.0,0.0,0.0,1.0,1.0,5578.67,163232,-23.521613673982035,-46.185618147819106,-23.54607025608165,-46.233391225164596,07:30:00,07:40:00
