,ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_RADIO,QT_GEL1,QT_GEL2,QT_TVCOR,QT_FREEZ,QT_VIDEO,QT_BANHO,QT_MOTO,QT_AUTO,QT_ASPIR,QT_MLAVA,QT_EMPRE,QT_MICRO,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIASEMANA,TOT_VIAG,ZONA_O,MUNI_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,MOT_SRES,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,ANDA_O,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,TP_ESBICI,DISTANCIA,ID_ORDEM,orig_lat,orig_lon,dest_lat,dest_lon,HORA_SAIDA,HORA_CHEG
5,1,36,-23.55205441326323,-46.62829332094061,0010019,1,17.67677,19,6,2007-08-16,1,3,1,001001901,1,17.67677,1,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,881.83,3,00100190101,1,21.43708,1,1,42,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,-23.558833302943377,-46.634727958144175,2.0,2.0,513.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.91569,5,4,1.0,36.0,-23.55205441326323,-46.62829332094061,24.0,36.0,-23.558833302943377,-46.634727958144175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2.0,2.0,2.0,15,0,0,0,1.0,1.0,1800,15,4.0,0.0,0.0,0.0,1.0,3.0,997.57,6,-23.55205441326323,-46.62829332094061,-23.558833302943377,-46.634727958144175,09:30:00,10:00:00
6,1,36,-23.55205441326323,-46.62829332094061,0010019,0,17.67677,19,6,2007-08-16,1,3,1,001001901,0,17.67677,1,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,881.83,3,00100190101,0,21.43708,1,1,42,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,-23.558833302943377,-46.634727958144175,2.0,2.0,513.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.91569,5,4,24.0,36.0,-23.558833302943377,-46.634727958144175,1.0,36.0,-23.55205441326323,-46.62829332094061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,1.0,1.0,1800,15,4.0,0.0,0.0,0.0,1.0,3.0,997.57,7,-23.558833302943377,-46.634727958144175,-23.55205441326323,-46.62829332094061,15:00:00,15:30:00
7,1,36,-23.55205441326323,-46.62829332094061,0010019,0,17.67677,19,6,2007-08-16,1,3,1,001001901,0,17.67677,1,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,881.83,3,00100190101,0,21.43708,1,1,42,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,-23.558833302943377,-46.634727958144175,2.0,2.0,513.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.91569,5,4,1.0,36.0,-23.55205441326323,-46.62829332094061,24.0,36.0,-23.558833302943377,-46.634727958144175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2.0,2.0,2.0,15,0,0,0,1.0,1.0,1800,15,4.0,0.0,0.0,0.0,1.0,3.0,997.57,8,-23.55205441326323,-46.62829332094061,-23.558833302943377,-46.634727958144175,18:30:00,19:00:00
8,1,36,-23.55205441326323,-46.62829332094061,0010019,0,17.67677,19,6,2007-08-16,1,3,1,001001901,0,17.67677,1,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,881.83,3,00100190101,0,21.43708,1,1,42,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,-23.558833302943377,-46.634727958144175,2.0,2.0,513.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.91569,5,4,24.0,36.0,-23.558833302943377,-46.634727958144175,1.0,36.0,-23.55205441326323,-46.62829332094061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,1.0,1.0,1800,15,4.0,0.0,0.0,0.0,1.0,3.0,997.57,9,-23.558833302943377,-46.634727958144175,-23.55205441326323,-46.62829332094061,23:45:00,00:15:00
300,2,36,-23.53616843284457,-46.63189784390519,0021006,0,25.67317,1006,6,2008-04-15,1,4,1,002100601,0,25.67317,1,4,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1,5,0.0,0.0,0.0,1768.7,3,00210060102,1,24.9069,2,3,18,1,1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,-23.530544178465817,-46.63844496838006,2.0,2.0,925.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.94857,2,2,2.0,36.0,-23.53616843284457,-46.63189784390519,7.0,36.0,-23.530544178465817,-46.63844496838006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,913.72,301,-23.53616843284457,-46.63189784390519,-23.530544178465817,-46.63844496838006,07:30:00,07:40:00
301,2,36,-23.53616843284457,-46.63189784390519,0021006,0,25.67317,1006,6,2008-04-15,1,4,1,002100601,0,25.67317,1,4,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1,5,0.0,0.0,0.0,1768.7,3,00210060102,0,24.9069,2,3,18,1,1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,-23.530544178465817,-46.63844496838006,2.0,2.0,925.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.94857,2,2,7.0,36.0,-23.530544178465817,-46.63844496838006,2.0,36.0,-23.53616843284457,-46.63189784390519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,913.72,302,-23.530544178465817,-46.63844496838006,-23.53616843284457,-46.63189784390519,17:00:00,17:10:00
806,3,36,-23.554526860546552,-46.62847072114562,0031109,1,81.41383,1109,6,2008-03-18,1,1,1,003110901,1,81.41383,1,1,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,560.0,1,00311090101,1,77.50361,1,1,36,1,1,2,1,1,560.0,0.0,0.0,0.0,0.0,0.0,279.0,36.0,-23.88080938882378,-46.64379694556689,2.0,1.0,925.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.08019,2,2,3.0,36.0,-23.554526860546552,-46.62847072114562,279.0,36.0,-23.88080938882378,-46.64379694556689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2.0,2.0,2.0,15,0,0,0,0.0,0.0,1800,15,4.0,0.0,0.0,0.0,1.0,3.0,36168.89,807,-23.554526860546552,-46.62847072114562,-23.88080938882378,-46.64379694556689,16:00:00,16:30:00
807,3,36,-23.554526860546552,-46.62847072114562,0031109,0,81.41383,1109,6,2008-03-18,1,1,1,003110901,0,81.41383,1,1,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,560.0,1,00311090101,0,77.50361,1,1,36,1,1,2,1,1,560.0,0.0,0.0,0.0,0.0,0.0,279.0,36.0,-23.88080938882378,-46.64379694556689,2.0,1.0,925.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.08019,2,2,279.0,36.0,-23.88080938882378,-46.64379694556689,3.0,36.0,-23.554526860546552,-46.62847072114562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,1.0,3.0,36168.89,808,-23.88080938882378,-46.64379694556689,-23.554526860546552,-46.62847072114562,02:00:00,02:15:00
1109,4,36,-23.553569645339294,-46.64049763742449,0041293,0,65.95276,1293,6,2008-03-13,1,2,1,004129301,0,65.95276,1,2,1,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1,4,0.0,0.0,0.0,3300.0,1,00412930102,0,57.21699,2,2,27,1,4,3,1,1,1300.0,56.0,36.0,332891.8,7390905.09,2.0,26.0,36.0,-23.555435214030314,-46.64083092924678,2.0,2.0,708.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.50164,4,4,4.0,36.0,-23.553569645339294,-46.64049763742449,73.0,36.0,-23.567683337967765,-46.64890094449421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,7.0,2.0,2.0,15,0,0,0,0.0,2.0,1200,15,4.0,0.0,0.0,0.0,2.0,4.0,1782.99,1110,-23.553569645339294,-46.64049763742449,-23.567683337967765,-46.64890094449421,14:00:00,14:20:00
1110,4,36,-23.553569645339294,-46.64049763742449,0041293,0,65.95276,1293,6,2008-03-13,1,2,1,004129301,0,65.95276,1,2,1,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1,4,0.0,0.0,0.0,3300.0,1,00412930102,0,57.21699,2,2,27,1,4,3,1,1,1300.0,56.0,36.0,332891.8,7390905.09,2.0,26.0,36.0,-23.555435214030314,-46.64083092924678,2.0,2.0,708.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.50164,4,4,73.0,36.0,-23.567683337967765,-46.64890094449421,4.0,36.0,-23.553569645339294,-46.64049763742449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,7.0,2.0,2.0,15,0,0,0,2.0,1.0,900,15,4.0,0.0,0.0,0.0,2.0,3.0,1782.99,1111,-23.567683337967765,-46.64890094449421,-23.553569645339294,-46.64049763742449,16:00:00,16:15:00
1457,4,36,-23.551710756828278,-46.642081002703584,0047061,1,65.95276,7061,6,2008-04-29,2,3,1,004706101,1,65.95276,1,3,1,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,1250.0,1,00470610101,1,57.21699,1,1,32,1,1,2,1,1,800.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,-23.540666215395923,-46.64493300909358,2.0,2.0,510.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.50164,2,4,4.0,36.0,-23.551710756828278,-46.642081002703584,5.0,36.0,-23.540666215395923,-46.64493300909358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,7.0,3.0,1257.32,1458,-23.551710756828278,-46.642081002703584,-23.540666215395923,-46.64493300909358,10:00:00,10:10:00
1458,4,36,-23.551710756828278,-46.642081002703584,0047061,0,65.95276,7061,6,2008-04-29,2,3,1,004706101,0,65.95276,1,3,1,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,1250.0,1,00470610101,0,57.21699,1,1,32,1,1,2,1,1,800.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,-23.540666215395923,-46.64493300909358,2.0,2.0,510.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.50164,2,4,5.0,36.0,-23.540666215395923,-46.64493300909358,4.0,36.0,-23.551710756828278,-46.642081002703584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,7.0,3.0,1257.32,1459,-23.540666215395923,-46.64493300909358,-23.551710756828278,-46.642081002703584,15:00:00,15:10:00
1459,4,36,-23.551710756828278,-46.642081002703584,0047061,0,65.95276,7061,6,2008-04-29,2,3,1,004706101,0,65.95276,1,3,1,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,1250.0,1,00470610101,0,57.21699,1,1,32,1,1,2,1,1,800.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,-23.540666215395923,-46.64493300909358,2.0,2.0,510.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.50164,2,4,4.0,36.0,-23.551710756828278,-46.642081002703584,5.0,36.0,-23.540666215395923,-46.64493300909358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,7.0,3.0,1257.32,1460,-23.551710756828278,-46.642081002703584,-23.540666215395923,-46.64493300909358,19:40:00,19:50:00
1460,4,36,-23.551710756828278,-46.642081002703584,0047061,0,65.95276,7061,6,2008-04-29,2,3,1,004706101,0,65.95276,1,3,1,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,1250.0,1,00470610101,0,57.21699,1,1,32,1,1,2,1,1,800.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,-23.540666215395923,-46.64493300909358,2.0,2.0,510.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.50164,2,4,5.0,36.0,-23.540666215395923,-46.64493300909358,4.0,36.0,-23.551710756828278,-46.642081002703584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,7.0,3.0,1257.32,1461,-23.540666215395923,-46.64493300909358,-23.551710756828278,-46.642081002703584,12:30:00,12:40:00
1798,5,36,-23.544460456372338,-46.64369523303703,0055019,0,41.73171,5019,6,2007-12-04,1,1,1,005501901,0,41.73171,1,1,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,5,0.0,0.0,0.0,2000.0,1,00550190101,0,50.07513,1,1,33,1,1,5,1,1,2000.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,-23.544460456372338,-46.64369523303703,3.0,2.0,702.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,58.20087,2,5,4.0,36.0,-23.550857271691925,-46.6431699211735,4.0,36.0,-23.549391259996288,-46.640016936393785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7.0,2.0,2.0,15,0,0,0,0.0,0.0,300,15,4.0,0.0,0.0,0.0,4.0,1.0,360.53,1799,-23.550857271691925,-46.6431699211735,-23.549391259996288,-46.640016936393785,21:30:00,21:35:00
1799,5,36,-23.544460456372338,-46.64369523303703,0055019,0,41.73171,5019,6,2007-12-04,1,1,1,005501901,0,41.73171,1,1,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,5,0.0,0.0,0.0,2000.0,1,00550190101,0,50.07513,1,1,33,1,1,5,1,1,2000.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,-23.544460456372338,-46.64369523303703,3.0,2.0,702.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.20087,2,5,4.0,36.0,-23.549391259996288,-46.640016936393785,5.0,36.0,-23.544460456372338,-46.64369523303703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,7.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,4.0,1.0,662.74,1800,-23.549391259996288,-46.640016936393785,-23.544460456372338,-46.64369523303703,00:00:00,00:10:00
2107,6,36,-23.539976514020157,-46.64074031707018,0060026,1,47.29839,26,6,2007-11-05,2,1,1,006002601,1,47.29839,1,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,5,0.0,0.0,0.0,800.0,1,00600260101,1,45.42812,1,1,32,1,1,3,1,1,800.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,-23.539976514020157,-46.64074031707018,1.0,1.0,407.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.79978,5,3,6.0,36.0,-23.539976514020157,-46.64074031707018,24.0,36.0,-23.558642306509487,-46.63260595480236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,7.0,2.0,2.0,15,0,0,0,0.0,0.0,1800,15,4.0,0.0,0.0,0.0,8.0,4.0,2227.75,2108,-23.539976514020157,-46.64074031707018,-23.558642306509487,-46.63260595480236,14:00:00,14:30:00
2108,6,36,-23.539976514020157,-46.64074031707018,0060026,0,47.29839,26,6,2007-11-05,2,1,1,006002601,0,47.29839,1,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,5,0.0,0.0,0.0,800.0,1,00600260101,0,45.42812,1,1,32,1,1,3,1,1,800.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,-23.539976514020157,-46.64074031707018,1.0,1.0,407.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.79978,5,3,24.0,36.0,-23.558642306509487,-46.63260595480236,6.0,36.0,-23.539748168342374,-46.64206395102708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7.0,2.0,2.0,15,0,0,0,0.0,0.0,2400,15,4.0,0.0,0.0,0.0,8.0,4.0,2304.51,2109,-23.558642306509487,-46.63260595480236,-23.539748168342374,-46.64206395102708,15:20:00,16:00:00
2109,6,36,-23.539976514020157,-46.64074031707018,0060026,0,47.29839,26,6,2007-11-05,2,1,1,006002601,0,47.29839,1,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,5,0.0,0.0,0.0,800.0,1,00600260101,0,45.42812,1,1,32,1,1,3,1,1,800.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,-23.539976514020157,-46.64074031707018,1.0,1.0,407.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.79978,5,3,6.0,36.0,-23.539748168342374,-46.64206395102708,6.0,36.0,-23.539976514020157,-46.64074031707018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,7.0,2.0,2.0,15,0,0,0,0.0,0.0,1800,15,4.0,0.0,0.0,0.0,8.0,3.0,137.49,2110,-23.539748168342374,-46.64206395102708,-23.539976514020157,-46.64074031707018,17:30:00,18:00:00
2366,6,36,-23.540813801505518,-46.640123854265234,0067003,1,47.29839,7003,6,2008-04-29,1,3,1,006700301,1,47.29839,1,3,3,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,5,0.0,0.0,0.0,1486.23,3,00670030101,1,45.42812,1,1,53,1,3,2,1,1,700.0,35.0,36.0,332360.76,7396510.15,2.0,6.0,36.0,-23.540813801505518,-46.640123854265234,1.0,2.0,908.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.79978,2,2,6.0,36.0,-23.540813801505518,-46.640123854265234,35.0,36.0,-23.533051956784096,-46.64216503614508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,884.5,2367,-23.540813801505518,-46.640123854265234,-23.533051956784096,-46.64216503614508,18:55:00,19:05:00
2367,6,36,-23.540813801505518,-46.640123854265234,0067003,0,47.29839,7003,6,2008-04-29,1,3,1,006700301,0,47.29839,1,3,3,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,5,0.0,0.0,0.0,1486.23,3,00670030101,0,45.42812,1,1,53,1,3,2,1,1,700.0,35.0,36.0,332360.76,7396510.15,2.0,6.0,36.0,-23.540813801505518,-46.640123854265234,1.0,2.0,908.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.79978,2,2,35.0,36.0,-23.533051956784096,-46.64216503614508,6.0,36.0,-23.540813801505518,-46.640123854265234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,4.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,884.5,2368,-23.533051956784096,-46.64216503614508,-23.540813801505518,-46.640123854265234,23:00:00,23:10:00
2414,6,36,-23.540918304023723,-46.64220160028662,0067017,0,47.29839,7017,6,2008-04-29,1,3,1,006701701,0,47.29839,1,3,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,881.83,3,00670170102,1,45.42812,2,2,31,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,-23.529784183383462,-46.63855690038209,2.0,2.0,510.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.79978,2,2,6.0,36.0,-23.540918304023723,-46.64220160028662,7.0,36.0,-23.529784183383462,-46.63855690038209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2.0,2.0,2.0,15,0,0,0,0.0,0.0,1200,15,4.0,0.0,0.0,0.0,1.0,1.0,1287.99,2415,-23.540918304023723,-46.64220160028662,-23.529784183383462,-46.63855690038209,11:40:00,12:00:00
2415,6,36,-23.540918304023723,-46.64220160028662,0067017,0,47.29839,7017,6,2008-04-29,1,3,1,006701701,0,47.29839,1,3,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,881.83,3,00670170102,0,45.42812,2,2,31,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,-23.529784183383462,-46.63855690038209,2.0,2.0,510.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.79978,2,2,7.0,36.0,-23.529784183383462,-46.63855690038209,6.0,36.0,-23.540918304023723,-46.64220160028662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,0.0,0.0,1200,15,4.0,0.0,0.0,0.0,1.0,1.0,1287.99,2416,-23.529784183383462,-46.63855690038209,-23.540918304023723,-46.64220160028662,22:40:00,23:00:00
2427,6,36,-23.53618537792243,-46.63973344600345,0067022,0,47.29839,7022,6,2008-04-29,1,3,1,006702201,0,47.29839,1,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,830.0,1,00670220102,1,45.42812,2,2,26,1,1,2,1,1,415.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,-23.54598624204751,-46.63178090483762,2.0,1.0,407.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.79978,2,2,6.0,36.0,-23.53618537792243,-46.63973344600345,2.0,36.0,-23.54598624204751,-46.63178090483762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2.0,2.0,2.0,15,0,0,0,0.0,0.0,1200,15,4.0,0.0,0.0,0.0,1.0,3.0,1355.51,2428,-23.53618537792243,-46.63973344600345,-23.54598624204751,-46.63178090483762,08:00:00,08:20:00
2428,6,36,-23.53618537792243,-46.63973344600345,0067022,0,47.29839,7022,6,2008-04-29,1,3,1,006702201,0,47.29839,1,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,830.0,1,00670220102,0,45.42812,2,2,26,1,1,2,1,1,415.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,-23.54598624204751,-46.63178090483762,2.0,1.0,407.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.79978,2,2,2.0,36.0,-23.54598624204751,-46.63178090483762,6.0,36.0,-23.53618537792243,-46.63973344600345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,0.0,0.0,1200,15,4.0,0.0,0.0,0.0,1.0,3.0,1355.51,2429,-23.54598624204751,-46.63178090483762,-23.53618537792243,-46.63973344600345,18:00:00,18:20:00
