id,ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,AGUA,RUA_PAVI,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_BANHO,QT_EMPRE,QT_AUTO,QT_MICRO,QT_LAVALOU,QT_GEL1,QT_GEL2,QT_FREEZ,QT_MLAVA,QT_DVD,QT_MICROON,QT_MOTO,QT_SECAROU,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,PONTO_BR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIASEMANA,TOT_VIAG,ZONA_O,MUNI_O,NOME_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,NOME_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,HORA_SAIDA,ANDA_O,HORA_CHEG,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,VIA_BICI,TP_ESTBICI,ID_ORDEM,distance,geometry
29353,74,36,-23.565236560103003,-46.65499500890298,743143,0,69.027397,3143,1,13/09/2018,1,1,1,2,1,7431431,0,69.027397,1,2,1,1,0,0,2,0,0,1,1,1,1,1,0,1,2,1,3,35,0,0,0,4689.12,3,743143102,0,34.35250300000001,2,5,29,2,1,5,1,3,0.0,0,0,0.0,0.0,0,73,36,-23.593376950281648,-46.69248375751413,2,2,2,3,1,0,0,0.0,0.0,0,0,0,0,0,2,56.461638,3,2,73,36,Berrini,-23.593376950281648,-46.69248375751413,74,36,Campinas,-23.565236560103003,-46.65499500890298,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,8,2,2,15,0,0,0,18:00:00,1,18:30:00,1,1800,15,4,0,0,0.0,1,1,3,29354,6.691552000000001,"[[-46.692519, -23.593521, 724.14], [-46.692036, -23.593617, 724.37], [-46.692032, -23.593575, 724.4], [-46.691788, -23.593609, 727.49], [-46.69168, -23.59356, 727.78], [-46.691234, -23.593964, 727.93], [-46.691132, -23.594001, 730.86], [-46.690396, -23.594658, 729.27], [-46.690335, -23.594569, 729.13], [-46.69024, -23.5946, 728.99], [-46.690147, -23.59461, 728.96], [-46.689318, -23.59343, 729.67], [-46.689246, -23.593271, 729.67], [-46.689173, -23.592948, 726.56], [-46.689158, -23.592047, 724.49], [-46.689122, -23.591886, 724.52], [-46.688181, -23.589232, 727.49], [-46.68808, -23.589023, 728.82], [-46.688005, -23.589047, 728.55], [-46.687944, -23.588923, 729.37], [-46.687879, -23.588841, 729.39], [-46.68773, -23.588747, 729.4], [-46.687649, -23.588726, 729.39], [-46.687448, -23.588731, 729.77], [-46.687259, -23.588799, 729.66], [-46.687129, -23.588819, 729.59], [-46.686868, -23.588775, 730.32], [-46.67983, -23.586863, 739.67], [-46.679373, -23.586723, 739.66], [-46.680138, -23.584293, 745.83], [-46.679041, -23.584017, 747.2], [-46.679649, -23.582137, 745.6], [-46.678714, -23.581904, 743.54], [-46.675963, -23.581134, 746.16], [-46.675057, -23.580911, 746.96], [-46.673918, -23.580557, 752.47], [-46.671204, -23.579827, 767.15], [-46.670937, -23.579766, 767.1], [-46.670872, -23.579768, 766.8], [-46.670693, -23.579872, 762.83], [-46.6706, -23.579891, 760.89], [-46.670446, -23.579808, 756.09], [-46.669874, -23.579375, 753.75], [-46.669259, -23.580054, 753.35], [-46.669278, -23.58009, 753.31], [-46.669264, -23.580128, 753.25], [-46.669235, -23.580144, 753.17], [-46.669185, -23.580134, 753.1], [-46.669165, -23.580101, 753.14], [-46.669174, -23.580064, 753.2], [-46.668076, -23.579234, 752.82], [-46.667509, -23.579769, 752.67], [-46.66681, -23.579233, 751.98], [-46.666091, -23.578708, 752.48], [-46.664609, -23.57768, 752.2], [-46.663749, -23.577055, 753.71], [-46.660476, -23.574117, 760.48], [-46.660892, -23.573738, 757.78], [-46.65917, -23.571995, 767.93], [-46.652272, -23.564924, 822.92], [-46.653758, -23.563692, 829.96], [-46.655143, -23.565116, 836.39]]"
29506,75,36,-23.56867598823861,-46.65679170483365,750498,1,39.328767,498,1,26/09/2018,1,1,1,1,1,7504981,1,39.328767,1,1,2,3,0,1,1,0,0,1,1,1,1,1,0,0,1,1,2,40,2009,0,0,6142.58,3,750498101,1,49.556083,1,1,62,1,1,5,5,3,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,81.450183,2,11,75,36,Pamplona,-23.56867598823861,-46.65679170483365,62,36,Parque Ibirapuera,-23.58176624823944,-46.65712256625658,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,7,2,2,15,0,0,0,07:00:00,1,07:10:00,1,600,15,4,0,0,0.0,7,1,4,29507,3.049195,"[[-46.657042, -23.568912, 784.32], [-46.656572, -23.569331, 788.45], [-46.655813, -23.568552, 796.08], [-46.657243, -23.567286, 796.28], [-46.662118, -23.572353, 756.86], [-46.662198, -23.572498, 754.65], [-46.662263, -23.572697, 754.1], [-46.662771, -23.573157, 752.87], [-46.660008, -23.575773, 757.11], [-46.660648, -23.576361, 755.56], [-46.659478, -23.577446, 755.98], [-46.659644, -23.5776, 755.95], [-46.658909, -23.578316, 756.07], [-46.659352, -23.578583, 755.54], [-46.659344, -23.578687, 755.46], [-46.65928, -23.57878, 755.51], [-46.659231, -23.578823, 755.57], [-46.65617, -23.58028, 754.34], [-46.656868, -23.580673, 755.56], [-46.657258, -23.580947, 756.04], [-46.657898, -23.581435, 755.82], [-46.657999, -23.581571, 755.46], [-46.658031, -23.581749, 755.45], [-46.657792, -23.581872, 757.8], [-46.657651, -23.581963, 758.17], [-46.657398, -23.582194, 761.18], [-46.657175, -23.582465, 761.91], [-46.656885, -23.582705, 763.43], [-46.656806, -23.582729, 763.64], [-46.656729, -23.582726, 763.88], [-46.656667, -23.5827, 764.11], [-46.656604, -23.58265, 764.32], [-46.656562, -23.58252, 764.53], [-46.656572, -23.582475, 764.52], [-46.65661, -23.582419, 764.47], [-46.657013, -23.582084, 766.47], [-46.657248, -23.58195, 763.55]]"
29507,75,36,-23.56867598823861,-46.65679170483365,750498,0,39.328767,498,1,26/09/2018,1,1,1,1,1,7504981,0,39.328767,1,1,2,3,0,1,1,0,0,1,1,1,1,1,0,0,1,1,2,40,2009,0,0,6142.58,3,750498101,0,49.556083,1,1,62,1,1,5,5,3,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,81.450183,2,11,62,36,Parque Ibirapuera,-23.58176624823944,-46.65712256625658,76,36,Jardins,-23.56772146393086,-46.668359198735935,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,7,2,2,15,0,0,0,09:00:00,1,09:15:00,1,900,15,4,0,0,0.0,7,2,3,29508,2.4103670000000004,"[[-46.657248, -23.58195, 763.55], [-46.657466, -23.581825, 760.64], [-46.657901, -23.581626, 755.95], [-46.658466, -23.581328, 751.91], [-46.659416, -23.580877, 750.77], [-46.659771, -23.580654, 751.36], [-46.659863, -23.580563, 752.13], [-46.660037, -23.580262, 753.71], [-46.65912, -23.578615, 755.96], [-46.65903, -23.578498, 755.98], [-46.658862, -23.578361, 756.13], [-46.65855, -23.578187, 756.16], [-46.658602, -23.578089, 756.0], [-46.658948, -23.578279, 756.04], [-46.659644, -23.5776, 755.95], [-46.659478, -23.577446, 755.98], [-46.660648, -23.576361, 755.56], [-46.664181, -23.573003, 749.47], [-46.664762, -23.572484, 750.51], [-46.664834, -23.572451, 751.12], [-46.665049, -23.572394, 751.52], [-46.66544, -23.572132, 751.55], [-46.665643, -23.571938, 750.78], [-46.665966, -23.571553, 749.42], [-46.66603, -23.571503, 748.55], [-46.666107, -23.571477, 748.14], [-46.666061, -23.571462, 748.49], [-46.666027, -23.571428, 748.53], [-46.665998, -23.571389, 748.56], [-46.665982, -23.571317, 748.96], [-46.666324, -23.570982, 748.96], [-46.667819, -23.569602, 754.53], [-46.666671, -23.568492, 761.32], [-46.668026, -23.567364, 759.52]]"
29508,75,36,-23.56867598823861,-46.65679170483365,750498,0,39.328767,498,1,26/09/2018,1,1,1,1,1,7504981,0,39.328767,1,1,2,3,0,1,1,0,0,1,1,1,1,1,0,0,1,1,2,40,2009,0,0,6142.58,3,750498101,0,49.556083,1,1,62,1,1,5,5,3,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,81.450183,2,11,76,36,Jardins,-23.56772146393086,-46.668359198735935,56,36,Rodrigues Alves,-23.58168090767971,-46.6490188999924,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,10,2,2,15,0,0,0,11:00:00,1,11:20:00,1,1200,15,4,0,0,0.0,7,1,3,29509,3.571485,"[[-46.668026, -23.567364, 759.52], [-46.669034, -23.566573, 761.64], [-46.670648, -23.568095, 751.33], [-46.670548, -23.569392, 752.23], [-46.670446, -23.570398, 752.36], [-46.670412, -23.570567, 752.78], [-46.670352, -23.570701, 752.8], [-46.670236, -23.570847, 752.77], [-46.670054, -23.57096, 752.73], [-46.669211, -23.571062, 752.33], [-46.668771, -23.571134, 752.24], [-46.667095, -23.571333, 749.96], [-46.666107, -23.571477, 748.14], [-46.66603, -23.571503, 748.55], [-46.665966, -23.571553, 749.42], [-46.665643, -23.571938, 750.78], [-46.66544, -23.572132, 751.55], [-46.665049, -23.572394, 751.52], [-46.664834, -23.572451, 751.12], [-46.664762, -23.572484, 750.51], [-46.664181, -23.573003, 749.47], [-46.660648, -23.576361, 755.56], [-46.659478, -23.577446, 755.98], [-46.659644, -23.5776, 755.95], [-46.658909, -23.578316, 756.07], [-46.659352, -23.578583, 755.54], [-46.659344, -23.578687, 755.46], [-46.65928, -23.57878, 755.51], [-46.659231, -23.578823, 755.57], [-46.65617, -23.58028, 754.34], [-46.655485, -23.579907, 757.82], [-46.654848, -23.580802, 761.42], [-46.654796, -23.580852, 761.59], [-46.654178, -23.581235, 762.64], [-46.653954, -23.58141, 762.65], [-46.653881, -23.581497, 764.37], [-46.650968, -23.579897, 769.76], [-46.650726, -23.580182, 770.24], [-46.649459, -23.581458, 770.83], [-46.649407, -23.581565, 771.33], [-46.649378, -23.581733, 771.34]]"
29509,75,36,-23.56867598823861,-46.65679170483365,750498,0,39.328767,498,1,26/09/2018,1,1,1,1,1,7504981,0,39.328767,1,1,2,3,0,1,1,0,0,1,1,1,1,1,0,0,1,1,2,40,2009,0,0,6142.58,3,750498101,0,49.556083,1,1,62,1,1,5,5,3,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,4,81.450183,2,11,56,36,Rodrigues Alves,-23.58168090767971,-46.6490188999924,75,36,Pamplona,-23.56867598823861,-46.65679170483365,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,8,2,2,15,0,0,0,12:00:00,1,12:15:00,1,900,15,4,0,0,0.0,7,1,3,29510,2.3129619999999997,"[[-46.649378, -23.581733, 771.34], [-46.649407, -23.581565, 771.33], [-46.649459, -23.581458, 770.83], [-46.649976, -23.580949, 769.69], [-46.650848, -23.580052, 770.03], [-46.651023, -23.579817, 769.85], [-46.651115, -23.579592, 770.2], [-46.651158, -23.579366, 771.95], [-46.65111, -23.578767, 774.99], [-46.650993, -23.577604, 775.54], [-46.650932, -23.577364, 775.63], [-46.650836, -23.57715, 776.49], [-46.650797, -23.576971, 777.27], [-46.650603, -23.574275, 790.27], [-46.650635, -23.574049, 791.66], [-46.651293, -23.573679, 790.61], [-46.651742, -23.573448, 789.14], [-46.652788, -23.572938, 785.81], [-46.653621, -23.572115, 786.4], [-46.65355, -23.57205, 787.45], [-46.654095, -23.571542, 791.33], [-46.656572, -23.569331, 788.45], [-46.655813, -23.568552, 796.08], [-46.657243, -23.567286, 796.28], [-46.657993, -23.568066, 780.19], [-46.657042, -23.568912, 784.32]]"
29517,75,36,-23.569384622648684,-46.658083956960475,750504,1,39.328767,504,1,21/06/2018,1,1,1,1,1,7505041,1,39.328767,1,1,2,2,0,0,0,1,0,1,1,1,5,1,0,0,1,1,2,39,0,0,0,11000.0,1,750504101,1,49.556083,1,1,32,1,1,5,1,1,11000.0,0,0,0.0,0.0,0,62,36,-23.582758565999125,-46.66313117789986,2,2,2,14,1,0,0,0.0,0.0,0,0,0,0,0,1,81.450183,3,2,75,36,Pamplona,-23.569384622648684,-46.658083956960475,62,36,Parque Ibirapuera,-23.582758565999125,-46.66313117789986,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,09:00:00,1,09:15:00,1,900,15,4,0,0,0.0,7,1,3,29518,2.645178,"[[-46.658214, -23.569501, 777.56], [-46.658824, -23.56893, 773.42], [-46.662118, -23.572353, 756.86], [-46.662198, -23.572498, 754.65], [-46.662263, -23.572697, 754.1], [-46.662306, -23.572747, 754.03], [-46.66813, -23.578, 750.51], [-46.665868, -23.580128, 751.04], [-46.665873, -23.580161, 751.1], [-46.66583, -23.580166, 751.14], [-46.664891, -23.581053, 751.83], [-46.665663, -23.581504, 751.5], [-46.665095, -23.582336, 747.05], [-46.664667, -23.582334, 747.14], [-46.664104, -23.582388, 746.97], [-46.663514, -23.582464, 746.85], [-46.663721, -23.58398, 746.96], [-46.663583, -23.583995, 747.5], [-46.663418, -23.582727, 747.65]]"
29518,75,36,-23.569384622648684,-46.658083956960475,750504,0,39.328767,504,1,21/06/2018,1,1,1,1,1,7505041,0,39.328767,1,1,2,2,0,0,0,1,0,1,1,1,5,1,0,0,1,1,2,39,0,0,0,11000.0,1,750504101,0,49.556083,1,1,32,1,1,5,1,1,11000.0,0,0,0.0,0.0,0,62,36,-23.582758565999125,-46.66313117789986,2,2,2,14,1,0,0,0.0,0.0,0,0,0,0,0,2,81.450183,3,2,62,36,Parque Ibirapuera,-23.582758565999125,-46.66313117789986,75,36,Pamplona,-23.569384622648684,-46.658083956960475,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,19:10:00,1,19:40:00,1,1800,15,4,0,0,0.0,7,2,3,29519,2.0238080000000003,"[[-46.663418, -23.582727, 747.65], [-46.663277, -23.581677, 749.52], [-46.663608, -23.581275, 749.85], [-46.664022, -23.580668, 750.01], [-46.666091, -23.578708, 752.48], [-46.664609, -23.57768, 752.2], [-46.663687, -23.577006, 753.68], [-46.660476, -23.574117, 760.48], [-46.660892, -23.573738, 757.78], [-46.657443, -23.570224, 781.69], [-46.658214, -23.569501, 777.56]]"
29877,75,36,-23.56965852295287,-46.65780329311147,750812,0,39.328767,812,1,2/10/2018,1,1,1,5,1,7508121,0,39.328767,1,5,2,3,1,1,6,0,0,1,1,1,4,1,0,1,2,1,1,58,2015,0,0,16236.22,3,750812103,0,50.528958,3,3,16,1,4,3,8,2,0.0,68,36,329283.0,7391358.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,83.049195,1,4,75,36,Pamplona,-23.56965852295287,-46.65780329311147,62,36,Parque Ibirapuera,-23.580163952336374,-46.6557993856025,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,7,2,2,15,0,0,0,14:00:00,1,14:15:00,1,900,15,4,0,0,0.0,1,1,3,29878,1.547845,"[[-46.657927, -23.56977, 777.56], [-46.656122, -23.571459, 793.47], [-46.658875, -23.574201, 769.6], [-46.658357, -23.574641, 765.91], [-46.65738, -23.57555, 764.26], [-46.658212, -23.576292, 758.13], [-46.657936, -23.576991, 757.01], [-46.657712, -23.577244, 757.19], [-46.657443, -23.57749, 757.44], [-46.6565, -23.578901, 762.72], [-46.655584, -23.579784, 758.52], [-46.655485, -23.579907, 757.82], [-46.655841, -23.580098, 756.33]]"
29878,75,36,-23.56965852295287,-46.65780329311147,750812,0,39.328767,812,1,2/10/2018,1,1,1,5,1,7508121,0,39.328767,1,5,2,3,1,1,6,0,0,1,1,1,4,1,0,1,2,1,1,58,2015,0,0,16236.22,3,750812103,0,50.528958,3,3,16,1,4,3,8,2,0.0,68,36,329283.0,7391358.0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,4,83.049195,1,4,62,36,Parque Ibirapuera,-23.580163952336374,-46.6557993856025,75,36,Pamplona,-23.56965852295287,-46.65780329311147,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,8,2,2,15,0,0,0,19:30:00,1,19:45:00,1,900,15,4,0,0,0.0,1,1,3,29879,1.628837,"[[-46.655841, -23.580098, 756.33], [-46.654959, -23.579631, 759.84], [-46.6565, -23.578901, 762.72], [-46.657443, -23.57749, 757.44], [-46.657712, -23.577244, 757.19], [-46.657936, -23.576991, 757.01], [-46.658212, -23.576292, 758.13], [-46.65738, -23.57555, 764.26], [-46.658357, -23.574641, 765.91], [-46.658961, -23.574139, 770.44], [-46.660164, -23.573008, 765.6], [-46.657443, -23.570224, 781.69], [-46.657927, -23.56977, 777.56]]"
30460,76,36,-23.573848035805806,-46.65700356242755,760768,1,27.957746000000004,768,1,26/06/2018,1,1,1,3,1,7607681,1,27.957746000000004,1,3,2,2,0,0,1,0,0,1,1,1,0,0,0,0,3,1,3,31,0,0,0,3778.19,3,760768101,1,33.875467,1,1,36,1,1,5,1,3,0.0,0,0,0.0,0.0,0,23,36,-23.568740265939823,-46.638805896298436,2,2,1,14,2,0,0,0.0,0.0,0,0,0,0,0,1,55.677584,1,2,76,36,Jardins,-23.573848035805806,-46.65700356242755,23,36,Centro Cultural,-23.568740265939823,-46.638805896298436,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,09:00:00,1,09:30:00,1,1800,15,4,0,0,0.0,7,1,3,30461,4.278878,"[[-46.657109, -23.573943, 769.7], [-46.656367, -23.57463, 768.86], [-46.658212, -23.576292, 758.13], [-46.657936, -23.576991, 757.01], [-46.657712, -23.577244, 757.19], [-46.657443, -23.57749, 757.44], [-46.6565, -23.578901, 762.72], [-46.655584, -23.579784, 758.52], [-46.654848, -23.580802, 761.42], [-46.654796, -23.580852, 761.59], [-46.654178, -23.581235, 762.64], [-46.653954, -23.58141, 762.65], [-46.653881, -23.581497, 764.37], [-46.650968, -23.579897, 769.76], [-46.650726, -23.580182, 770.24], [-46.649459, -23.581458, 770.83], [-46.649382, -23.581399, 771.36], [-46.649401, -23.581306, 771.83], [-46.649381, -23.581244, 771.88], [-46.649281, -23.581143, 771.75], [-46.64781, -23.580056, 782.36], [-46.647159, -23.579558, 783.75], [-46.646768, -23.579302, 785.46], [-46.646444, -23.57905, 789.06], [-46.646006, -23.578736, 789.54], [-46.645728, -23.578575, 792.8], [-46.645043, -23.57835, 798.96], [-46.642896, -23.577644, 812.14], [-46.640844, -23.577232, 824.7], [-46.640935, -23.576701, 821.81], [-46.640984, -23.576593, 819.86], [-46.640884, -23.576363, 820.02], [-46.640773, -23.576169, 820.71], [-46.640754, -23.575571, 821.39], [-46.640645, -23.575053, 821.99], [-46.640546, -23.575081, 821.65], [-46.640542, -23.575035, 821.63], [-46.639395, -23.575147, 819.5], [-46.639062, -23.570954, 818.53], [-46.637499, -23.569813, 812.81], [-46.636495, -23.569119, 800.82], [-46.637106, -23.56853, 800.05], [-46.638083, -23.567638, 800.4], [-46.638809, -23.568509, 809.78], [-46.638778, -23.568737, 811.59]]"
30461,76,36,-23.573848035805806,-46.65700356242755,760768,0,27.957746000000004,768,1,26/06/2018,1,1,1,3,1,7607681,0,27.957746000000004,1,3,2,2,0,0,1,0,0,1,1,1,0,0,0,0,3,1,3,31,0,0,0,3778.19,3,760768101,0,33.875467,1,1,36,1,1,5,1,3,0.0,0,0,0.0,0.0,0,23,36,-23.568740265939823,-46.638805896298436,2,2,1,14,2,0,0,0.0,0.0,0,0,0,0,0,2,55.677584,1,2,23,36,Centro Cultural,-23.568740265939823,-46.638805896298436,76,36,Jardins,-23.573848035805806,-46.65700356242755,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,19:00:00,1,19:30:00,1,1800,15,4,0,0,0.0,7,1,3,30462,3.041516,"[[-46.638778, -23.568737, 811.59], [-46.638684, -23.569343, 816.99], [-46.638678, -23.569498, 817.15], [-46.638702, -23.569885, 817.36], [-46.638763, -23.570189, 817.32], [-46.639032, -23.570792, 818.66], [-46.639062, -23.570954, 818.53], [-46.639088, -23.571285, 819.21], [-46.639834, -23.57131, 812.21], [-46.639945, -23.57206, 814.96], [-46.640056, -23.572575, 815.49], [-46.64036, -23.573696, 815.82], [-46.640399, -23.573654, 816.06], [-46.640448, -23.573673, 816.4], [-46.640625, -23.573523, 817.28], [-46.641885, -23.57306, 827.59], [-46.642082, -23.573165, 829.68], [-46.642525, -23.573336, 833.02], [-46.642874, -23.572506, 832.74], [-46.643004, -23.572325, 833.08], [-46.643189, -23.572118, 833.04], [-46.643911, -23.571589, 833.75], [-46.643956, -23.571637, 833.34], [-46.644408, -23.571818, 831.02], [-46.647187, -23.572931, 821.63], [-46.650512, -23.57424, 791.32], [-46.650614, -23.574195, 790.77], [-46.650635, -23.574049, 791.66], [-46.651293, -23.573679, 790.61], [-46.651742, -23.573448, 789.14], [-46.652788, -23.572938, 785.81], [-46.653621, -23.572115, 786.4], [-46.65355, -23.57205, 787.45], [-46.654095, -23.571542, 791.33], [-46.655213, -23.570544, 793.01], [-46.657893, -23.573218, 770.54], [-46.657109, -23.573943, 769.7]]"
30463,76,36,-23.573848035805806,-46.65700356242755,760768,0,27.957746000000004,768,1,26/06/2018,1,1,1,3,1,7607681,0,27.957746000000004,1,3,2,2,0,0,1,0,0,1,1,1,0,0,0,0,3,1,3,31,0,0,0,3778.19,3,760768103,1,33.875467,3,2,42,2,1,5,1,3,0.0,0,0,0.0,0.0,0,23,36,-23.568740265939823,-46.638805896298436,2,2,1,14,2,0,0,0.0,0.0,0,0,0,0,0,1,55.677584,1,2,76,36,Jardins,-23.573848035805806,-46.65700356242755,23,36,Centro Cultural,-23.568740265939823,-46.638805896298436,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,3,2,2,15,0,0,0,09:00:00,1,09:30:00,1,1800,15,4,0,0,0.0,7,1,3,30464,4.278878,"[[-46.657109, -23.573943, 769.7], [-46.656367, -23.57463, 768.86], [-46.658212, -23.576292, 758.13], [-46.657936, -23.576991, 757.01], [-46.657712, -23.577244, 757.19], [-46.657443, -23.57749, 757.44], [-46.6565, -23.578901, 762.72], [-46.655584, -23.579784, 758.52], [-46.654848, -23.580802, 761.42], [-46.654796, -23.580852, 761.59], [-46.654178, -23.581235, 762.64], [-46.653954, -23.58141, 762.65], [-46.653881, -23.581497, 764.37], [-46.650968, -23.579897, 769.76], [-46.650726, -23.580182, 770.24], [-46.649459, -23.581458, 770.83], [-46.649382, -23.581399, 771.36], [-46.649401, -23.581306, 771.83], [-46.649381, -23.581244, 771.88], [-46.649281, -23.581143, 771.75], [-46.64781, -23.580056, 782.36], [-46.647159, -23.579558, 783.75], [-46.646768, -23.579302, 785.46], [-46.646444, -23.57905, 789.06], [-46.646006, -23.578736, 789.54], [-46.645728, -23.578575, 792.8], [-46.645043, -23.57835, 798.96], [-46.642896, -23.577644, 812.14], [-46.640844, -23.577232, 824.7], [-46.640935, -23.576701, 821.81], [-46.640984, -23.576593, 819.86], [-46.640884, -23.576363, 820.02], [-46.640773, -23.576169, 820.71], [-46.640754, -23.575571, 821.39], [-46.640645, -23.575053, 821.99], [-46.640546, -23.575081, 821.65], [-46.640542, -23.575035, 821.63], [-46.639395, -23.575147, 819.5], [-46.639062, -23.570954, 818.53], [-46.637499, -23.569813, 812.81], [-46.636495, -23.569119, 800.82], [-46.637106, -23.56853, 800.05], [-46.638083, -23.567638, 800.4], [-46.638809, -23.568509, 809.78], [-46.638778, -23.568737, 811.59]]"
30464,76,36,-23.573848035805806,-46.65700356242755,760768,0,27.957746000000004,768,1,26/06/2018,1,1,1,3,1,7607681,0,27.957746000000004,1,3,2,2,0,0,1,0,0,1,1,1,0,0,0,0,3,1,3,31,0,0,0,3778.19,3,760768103,0,33.875467,3,2,42,2,1,5,1,3,0.0,0,0,0.0,0.0,0,23,36,-23.568740265939823,-46.638805896298436,2,2,1,14,2,0,0,0.0,0.0,0,0,0,0,0,2,55.677584,1,2,23,36,Centro Cultural,-23.568740265939823,-46.638805896298436,76,36,Jardins,-23.573848035805806,-46.65700356242755,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,8,2,2,15,0,0,0,19:00:00,1,19:30:00,1,1800,15,4,0,0,0.0,7,1,3,30465,3.041516,"[[-46.638778, -23.568737, 811.59], [-46.638684, -23.569343, 816.99], [-46.638678, -23.569498, 817.15], [-46.638702, -23.569885, 817.36], [-46.638763, -23.570189, 817.32], [-46.639032, -23.570792, 818.66], [-46.639062, -23.570954, 818.53], [-46.639088, -23.571285, 819.21], [-46.639834, -23.57131, 812.21], [-46.639945, -23.57206, 814.96], [-46.640056, -23.572575, 815.49], [-46.64036, -23.573696, 815.82], [-46.640399, -23.573654, 816.06], [-46.640448, -23.573673, 816.4], [-46.640625, -23.573523, 817.28], [-46.641885, -23.57306, 827.59], [-46.642082, -23.573165, 829.68], [-46.642525, -23.573336, 833.02], [-46.642874, -23.572506, 832.74], [-46.643004, -23.572325, 833.08], [-46.643189, -23.572118, 833.04], [-46.643911, -23.571589, 833.75], [-46.643956, -23.571637, 833.34], [-46.644408, -23.571818, 831.02], [-46.647187, -23.572931, 821.63], [-46.650512, -23.57424, 791.32], [-46.650614, -23.574195, 790.77], [-46.650635, -23.574049, 791.66], [-46.651293, -23.573679, 790.61], [-46.651742, -23.573448, 789.14], [-46.652788, -23.572938, 785.81], [-46.653621, -23.572115, 786.4], [-46.65355, -23.57205, 787.45], [-46.654095, -23.571542, 791.33], [-46.655213, -23.570544, 793.01], [-46.657893, -23.573218, 770.54], [-46.657109, -23.573943, 769.7]]"
