index,Unnamed: 0,NumeroZona,NomeZona,NumeroMuni,NomeMunici,NumDistrit,NomeDistri,Area_ha_2,geometry,lat,lon
190,190,191,Arena Corinthians,36,São Paulo,36,Itaquera,140.29,POINT (-46.46897360046753 -23.54482504760493),-23.544825047604927,-46.46897360046753
191,191,192,Vila Campanela,36,São Paulo,36,Itaquera,230.53,POINT (-46.46551896043229 -23.53379439702968),-23.53379439702968,-46.46551896043229
192,192,193,Araucárias,36,São Paulo,36,Itaquera,129.58,POINT (-46.46899223196173 -23.52201148292864),-23.522011482928644,-46.46899223196173
193,193,194,Parque Guarani,36,São Paulo,36,Itaquera,126.45,POINT (-46.45896396571325 -23.52345434964526),-23.523454349645263,-46.458963965713245
194,194,195,Rio Verde,36,São Paulo,36,Itaquera,238.76,POINT (-46.45036152414592 -23.5229370716713),-23.5229370716713,-46.45036152414592
195,195,196,Saudade,36,São Paulo,76,São Miguel,207.28,POINT (-46.43704792771975 -23.51855642500789),-23.518556425007887,-46.437047927719746
196,196,197,São Miguel Paulista,36,São Paulo,76,São Miguel,302.65,POINT (-46.44720054787886 -23.49498980967544),-23.49498980967544,-46.447200547878865
197,197,198,Cidade Nitro-Operária,36,São Paulo,76,São Miguel,357.92,POINT (-46.43688156553648 -23.49602163362209),-23.496021633622085,-46.43688156553648
198,198,199,Jardim Helena,36,São Paulo,43,Jardim Helena,684.67,POINT (-46.4198035920865 -23.48311193997969),-23.483111939979693,-46.419803592086495
199,199,200,Jardim Romano,36,São Paulo,43,Jardim Helena,230.77,POINT (-46.39156826214911 -23.48475904533275),-23.48475904533275,-46.39156826214911
200,200,201,Vila Curuçá,36,São Paulo,86,Vila Curuçá,503.17,POINT (-46.41659259669877 -23.50257655993623),-23.502576559936234,-46.41659259669877
201,201,202,Jardim Robru,36,São Paulo,86,Vila Curuçá,449.19,POINT (-46.41412484009247 -23.51796416211328),-23.517964162113284,-46.41412484009247
202,202,203,Lajeado,36,São Paulo,47,Lajeado,276.95,POINT (-46.42304244980333 -23.52975139270164),-23.529751392701645,-46.423042449803326
203,203,204,Fábrica Bandeirantes,36,São Paulo,47,Lajeado,615.33,POINT (-46.40172893148753 -23.53534052441302),-23.535340524413023,-46.40172893148753
204,204,205,Fazenda Itaim,36,São Paulo,35,Itaim Paulista,462.24,POINT (-46.38255833810884 -23.51160079538851),-23.511600795388514,-46.38255833810884
205,205,206,Itaim Paulista,36,São Paulo,35,Itaim Paulista,302.19,POINT (-46.39752722319869 -23.50302514250576),-23.50302514250576,-46.39752722319869
206,206,207,Jardim das Oliveiras,36,São Paulo,35,Itaim Paulista,460.11,POINT (-46.38226424593493 -23.49498309337405),-23.494983093374053,-46.382264245934934
207,207,208,Vila Califórnia,36,São Paulo,20,Carrão,340.04,POINT (-46.54730045860329 -23.54518825819382),-23.54518825819382,-46.54730045860329
208,208,209,Vila Carrão,36,São Paulo,20,Carrão,440.28,POINT (-46.53105270712877 -23.5556390894128),-23.5556390894128,-46.53105270712877
209,209,210,Jardim Anália Franco,36,São Paulo,87,Vila Formosa,334.04,POINT (-46.5542690742644 -23.56084773276319),-23.56084773276319,-46.554269074264404
210,210,211,Vila Formosa,36,São Paulo,87,Vila Formosa,417.48,POINT (-46.53895532919032 -23.57316916988961),-23.573169169889606,-46.53895532919032
211,211,212,Barreira Grande,36,São Paulo,4,Aricanduva,280.1,POINT (-46.51621804591878 -23.58090149086727),-23.580901490867273,-46.51621804591878
212,212,213,Aricanduva,36,São Paulo,4,Aricanduva,406.17,POINT (-46.51490029621497 -23.56896034544917),-23.568960345449167,-46.51490029621497
213,213,214,Frei Mont'Alverne,36,São Paulo,93,Vila Matilde,225.2,POINT (-46.53337717579237 -23.53949334733619),-23.539493347336194,-46.53337717579237
214,214,215,Vila Matilde,36,São Paulo,93,Vila Matilde,330.17,POINT (-46.51833753338186 -23.54237695991673),-23.542376959916734,-46.51833753338186
215,215,216,Cidade Patriarca,36,São Paulo,93,Vila Matilde,336.5,POINT (-46.50722332364631 -23.53639278120788),-23.53639278120788,-46.507223323646315
216,216,217,Cidade A.E.Carvalho,36,São Paulo,5,Artur Alvim,265.77,POINT (-46.48115100827822 -23.53297162449865),-23.53297162449865,-46.481151008278225
217,217,218,Artur Alvim,36,São Paulo,5,Artur Alvim,387.27,POINT (-46.48863817308767 -23.54502845167691),-23.545028451676913,-46.48863817308767
218,218,219,Cidade Líder,36,São Paulo,24,Cidade Líder,347.51,POINT (-46.49974671152947 -23.55620166369561),-23.556201663695607,-46.49974671152947
219,219,220,Santa Marcelina,36,São Paulo,24,Cidade Líder,265.94,POINT (-46.47455977435778 -23.55756906605848),-23.557569066058477,-46.47455977435778
220,220,221,Parque Savoy,36,São Paulo,24,Cidade Líder,444.75,POINT (-46.49393349807952 -23.56909795769435),-23.569097957694346,-46.49393349807952
221,221,222,Vila Carmosina,36,São Paulo,58,Parque do Carmo,343.76,POINT (-46.4690816694017 -23.56510069025537),-23.56510069025537,-46.4690816694017
222,222,223,Fazenda Caguaçu,36,São Paulo,58,Parque do Carmo,439.53,POINT (-46.4510502964292 -23.57130962802077),-23.571309628020767,-46.4510502964292
223,223,224,Parque do Carmo,36,São Paulo,58,Parque do Carmo,777.43,POINT (-46.4663346951435 -23.5832159898044),-23.583215989804398,-46.4663346951435
224,224,225,Gleba do Pêssego,36,São Paulo,46,José Bonifácio,1028.47,POINT (-46.43168668774567 -23.57577476044367),-23.57577476044367,-46.431686687745675
225,225,226,José Bonifácio,36,São Paulo,46,José Bonifácio,416.53,POINT (-46.43380046420869 -23.54649529917173),-23.546495299171728,-46.43380046420869
226,226,227,Guaianases,36,São Paulo,31,Guaianases,472.34,POINT (-46.41447974047622 -23.55121928349584),-23.55121928349584,-46.41447974047622
227,227,228,Juscelino Kubitschek,36,São Paulo,31,Guaianases,418.82,POINT (-46.39740191655956 -23.56203959310701),-23.562039593107013,-46.39740191655956
228,228,229,Cidade Tiradentes,36,São Paulo,25,Cidade Tiradentes,953.59,POINT (-46.40362682288561 -23.57818188800547),-23.578181888005474,-46.403626822885606
229,229,230,Santa Etelvina,36,São Paulo,25,Cidade Tiradentes,541.3,POINT (-46.39520152684562 -23.59600340774039),-23.596003407740394,-46.39520152684562
230,230,231,Terceira Divisão,36,São Paulo,32,Iguatemi,1130.9,POINT (-46.41650061797156 -23.61700105112433),-23.617001051124326,-46.416500617971565
231,231,232,Iguatemi,36,São Paulo,32,Iguatemi,498.47,POINT (-46.43434230377435 -23.60770996676486),-23.60770996676486,-46.43434230377435
232,232,233,Sítio Carrãozinho,36,São Paulo,32,Iguatemi,323.28,POINT (-46.44933371624838 -23.60429840650587),-23.604298406505873,-46.449333716248375
233,233,234,Parque São Rafael,36,São Paulo,77,São Rafael,742.33,POINT (-46.44601157889625 -23.63167071954709),-23.631670719547092,-46.446011578896254
234,234,235,Rodolfo Pirani,36,São Paulo,77,São Rafael,566.04,POINT (-46.46387900294451 -23.62344167595852),-23.623441675958517,-46.46387900294451
235,235,236,Ipiranga,36,São Paulo,33,Ipiranga,91.94,POINT (-46.60244929871438 -23.58777867946713),-23.587778679467128,-46.60244929871438
236,236,237,Sacomã,36,São Paulo,33,Ipiranga,90.34,POINT (-46.60141582945959 -23.59680004180063),-23.596800041800627,-46.60141582945959
237,237,238,Alto do Ipiranga,36,São Paulo,33,Ipiranga,160.81,POINT (-46.60920594479143 -23.60248253287505),-23.60248253287505,-46.609205944791434
238,238,239,Vila São José,36,São Paulo,33,Ipiranga,177.55,POINT (-46.61306175504657 -23.58982182325575),-23.589821823255754,-46.613061755046566
239,239,240,Vila Monumento,36,São Paulo,33,Ipiranga,165.19,POINT (-46.60976525510742 -23.57731006994175),-23.57731006994175,-46.60976525510742
240,240,241,Vila Independência,36,São Paulo,33,Ipiranga,170.22,POINT (-46.59996886417414 -23.58082584095548),-23.580825840955477,-46.599968864174144
241,241,242,Vila Carioca,36,São Paulo,33,Ipiranga,249.11,POINT (-46.58852294919813 -23.60233978241467),-23.602339782414674,-46.58852294919813
242,242,243,Moinho Velho,36,São Paulo,69,Sacomã,347.41,POINT (-46.60066885242502 -23.61701766887753),-23.617017668877534,-46.600668852425024
243,243,244,Vila Heliópolis,36,São Paulo,69,Sacomã,232.81,POINT (-46.58849400783689 -23.61545835392776),-23.61545835392776,-46.588494007836886
244,244,245,São João Clímaco,36,São Paulo,69,Sacomã,198.15,POINT (-46.58854249147375 -23.63316246695096),-23.633162466950964,-46.58854249147375
245,245,246,Anchieta,36,São Paulo,69,Sacomã,217.08,POINT (-46.59531981571001 -23.64554997534807),-23.64554997534807,-46.59531981571001
246,246,247,Vila das Mercês,36,São Paulo,69,Sacomã,468.94,POINT (-46.60562600627825 -23.64019490013597),-23.64019490013597,-46.60562600627825
247,247,248,Parque do Estado,36,São Paulo,27,Cursino,445.41,POINT (-46.62266748215662 -23.65123671180425),-23.651236711804252,-46.62266748215662
248,248,249,Água Funda,36,São Paulo,27,Cursino,276.3,POINT (-46.61986526512715 -23.6314093430577),-23.631409343057697,-46.61986526512715
249,249,250,Jardim da Saúde,36,São Paulo,27,Cursino,182.94,POINT (-46.62276265081659 -23.6155977891042),-23.6155977891042,-46.62276265081659
250,250,251,Vila Gumercindo,36,São Paulo,27,Cursino,137.19,POINT (-46.61946934059719 -23.60227164286787),-23.602271642867866,-46.61946934059719
251,251,252,Jardim Previdência,36,São Paulo,27,Cursino,165.81,POINT (-46.61406870996488 -23.61711229132348),-23.61711229132348,-46.61406870996488
252,252,253,Tamanduateí,36,São Paulo,95,Vila Prudente,112.99,POINT (-46.58764126590749 -23.59125719912251),-23.591257199122506,-46.587641265907486
253,253,254,Orfanato,36,São Paulo,95,Vila Prudente,354.26,POINT (-46.57619988719468 -23.58388530951603),-23.58388530951603,-46.57619988719468
254,254,255,Vila Zelina,36,São Paulo,95,Vila Prudente,492.94,POINT (-46.56627952046603 -23.59891035661064),-23.59891035661064,-46.566279520466026
255,255,256,Linhas Corrente,36,São Paulo,74,São Lucas,251.81,POINT (-46.55435523931585 -23.58867457903093),-23.58867457903093,-46.554355239315846
256,256,257,Vila Ema,36,São Paulo,74,São Lucas,267.22,POINT (-46.54349525609946 -23.58437004156321),-23.58437004156321,-46.54349525609946
257,257,258,Parque São Lucas,36,São Paulo,74,São Lucas,449.68,POINT (-46.53703224028157 -23.60383712463415),-23.603837124634147,-46.53703224028157
258,258,259,Vila Cardoso Franco,36,São Paulo,78,Sapopemba,163.88,POINT (-46.50813219471456 -23.61757800323162),-23.617578003231625,-46.50813219471456
259,259,260,Parque Santa Madalena,36,São Paulo,78,Sapopemba,204.85,POINT (-46.51604150717375 -23.60839381332991),-23.60839381332991,-46.516041507173746
260,260,261,Jardim Colorado,36,São Paulo,78,Sapopemba,320.26,POINT (-46.52468428705468 -23.59381155382593),-23.593811553825926,-46.52468428705468
261,261,262,Teotônio Vilela,36,São Paulo,78,Sapopemba,346.33,POINT (-46.50700037600225 -23.59830983497935),-23.598309834979354,-46.50700037600225
262,262,263,Fazenda da Juta,36,São Paulo,78,Sapopemba,329.57,POINT (-46.49314607583976 -23.61648298422311),-23.616482984223108,-46.49314607583976
263,263,264,São Mateus,36,São Paulo,75,São Mateus,427.59,POINT (-46.48192879044729 -23.60634599324836),-23.60634599324836,-46.48192879044729
264,264,265,Cidade IV Centenário,36,São Paulo,75,São Mateus,332.58,POINT (-46.4949560362524 -23.59134725864924),-23.59134725864924,-46.4949560362524
265,265,266,Rio Claro,36,São Paulo,75,São Mateus,218.36,POINT (-46.48044960224543 -23.59013169349165),-23.59013169349165,-46.48044960224543
266,266,267,Cidade Satélite,36,São Paulo,75,São Mateus,300.48,POINT (-46.46424461339068 -23.60793043435397),-23.607930434353968,-46.46424461339068
267,267,268,Joaquim Nabuco,36,São Paulo,15,Campo Belo,198.44,POINT (-46.67768233205555 -23.63035835379099),-23.63035835379099,-46.67768233205555
268,268,269,Vieira de Moraes,36,São Paulo,15,Campo Belo,171.28,POINT (-46.67260153016355 -23.6234404766636),-23.623440476663603,-46.67260153016355
269,269,270,Campo Belo,36,São Paulo,15,Campo Belo,138.57,POINT (-46.66865727078439 -23.61789558550446),-23.61789558550446,-46.668657270784394
270,270,271,Congonhas,36,São Paulo,15,Campo Belo,179.42,POINT (-46.65643017883954 -23.62772456212096),-23.627724562120964,-46.65643017883954
271,271,272,Jardim Aeroporto,36,São Paulo,15,Campo Belo,198.55,POINT (-46.66284486985234 -23.63696854670205),-23.63696854670205,-46.66284486985234
272,272,273,Vila Santa Catarina,36,São Paulo,37,Jabaquara,325.71,POINT (-46.66000779005191 -23.6498615467473),-23.6498615467473,-46.66000779005191
273,273,274,Jabaquara,36,São Paulo,37,Jabaquara,288.72,POINT (-46.64656578604078 -23.64378706698469),-23.643787066984693,-46.64656578604078
274,274,275,Cidade Vargas,36,São Paulo,37,Jabaquara,347.45,POINT (-46.63450141001506 -23.64078570982279),-23.640785709822786,-46.634501410015055
275,275,276,Jardim Bom Clima,36,São Paulo,37,Jabaquara,445.92,POINT (-46.6432988824162 -23.66252787439236),-23.662527874392357,-46.643298882416204
276,276,277,Cupecê,36,São Paulo,22,Cidade Ademar,416.89,POINT (-46.66898840963044 -23.66131047549371),-23.661310475493714,-46.668988409630444
277,277,278,Jardim Miriam,36,São Paulo,22,Cidade Ademar,513.94,POINT (-46.64434841434107 -23.67876744104285),-23.67876744104285,-46.644348414341074
278,278,279,Vila Missionária,36,São Paulo,22,Cidade Ademar,295.4,POINT (-46.66035174887166 -23.68248359669298),-23.682483596692983,-46.66035174887166
279,279,280,Jurubatuba,36,São Paulo,16,Campo Grande,482.59,POINT (-46.6966029298312 -23.67093595082273),-23.67093595082273,-46.6966029298312
280,280,281,Vila São Pedro,36,São Paulo,16,Campo Grande,312.58,POINT (-46.68415120754967 -23.66387178313009),-23.663871783130087,-46.68415120754967
281,281,282,Campo Grande,36,São Paulo,16,Campo Grande,272.36,POINT (-46.67527005799689 -23.67998188677187),-23.679981886771866,-46.67527005799689
282,282,283,Vila Sabará,36,São Paulo,16,Campo Grande,234.56,POINT (-46.68594918092275 -23.68929795921877),-23.689297959218774,-46.68594918092275
283,283,284,Mar Paulista,36,São Paulo,59,Pedreira,548.66,POINT (-46.6641083903307 -23.6966056535412),-23.696605653541198,-46.6641083903307
284,284,285,Pedreira,36,São Paulo,59,Pedreira,1302.69,POINT (-46.64354947560323 -23.71107542041336),-23.711075420413362,-46.64354947560323
285,285,286,Vila Socorro,36,São Paulo,81,Socorro,293.26,POINT (-46.71512625923872 -23.66852219851809),-23.668522198518094,-46.71512625923872
286,286,287,Parque Interlagos,36,São Paulo,81,Socorro,935.66,POINT (-46.71313060653156 -23.69087006180802),-23.690870061808024,-46.713130606531564
287,287,288,Jardim Represa,36,São Paulo,23,Cidade Dutra,783.73,POINT (-46.71612647133222 -23.72428113579697),-23.724281135796968,-46.716126471332224
288,288,289,Rio Bonito,36,São Paulo,23,Cidade Dutra,495.82,POINT (-46.69608148157711 -23.70932698544095),-23.709326985440946,-46.69608148157711
289,289,290,SESC Interlagos,36,São Paulo,23,Cidade Dutra,736.48,POINT (-46.67971866763124 -23.71788793731907),-23.71788793731907,-46.67971866763124
290,290,291,Jardim Presidente,36,São Paulo,23,Cidade Dutra,762.54,POINT (-46.71193624739715 -23.74541919564698),-23.74541919564698,-46.711936247397155
291,291,292,Vila Natal,36,São Paulo,30,Grajaú,415.09,POINT (-46.70317395998964 -23.76198337412327),-23.761983374123268,-46.70317395998964
292,292,293,Grajaú,36,São Paulo,30,Grajaú,540.7,POINT (-46.68822474089443 -23.74189145038096),-23.741891450380958,-46.688224740894434
293,293,294,Cocaia,36,São Paulo,30,Grajaú,1093.33,POINT (-46.6619530134959 -23.74391873870201),-23.74391873870201,-46.661953013495896
294,294,295,Belmira Marin,36,São Paulo,30,Grajaú,1236.83,POINT (-46.67841590665993 -23.76976830603528),-23.76976830603528,-46.67841590665993
295,295,296,Bororé,36,São Paulo,30,Grajaú,5992.56,POINT (-46.66336895153047 -23.80824520066042),-23.808245200660416,-46.663368951530465
296,296,297,Jaceguava,36,São Paulo,56,Parelheiros,3512.69,POINT (-46.76056524719031 -23.77666405506155),-23.77666405506155,-46.760565247190314
297,297,298,Parelheiros,36,São Paulo,56,Parelheiros,11667.08,POINT (-46.70289162257924 -23.84612583156012),-23.84612583156012,-46.702891622579244
298,298,299,Marsilac,36,São Paulo,52,Marsilac,20795.96,POINT (-46.70773105547821 -23.93501988416453),-23.935019884164525,-46.70773105547821
299,299,300,Granja Julieta,36,São Paulo,72,Santo Amaro,616.88,POINT (-46.70639177473286 -23.63442629311775),-23.634426293117752,-46.70639177473286
300,300,301,Chácara Flora,36,São Paulo,72,Santo Amaro,452.25,POINT (-46.6859517058564 -23.64109489590099),-23.641094895900988,-46.6859517058564
301,301,302,Santo Amaro,36,São Paulo,72,Santo Amaro,257.11,POINT (-46.69981862948846 -23.65179768292356),-23.65179768292356,-46.69981862948846
302,302,303,Vila Miranda,36,São Paulo,72,Santo Amaro,271.15,POINT (-46.71494183699383 -23.65296276099085),-23.652962760990853,-46.71494183699383
303,303,304,Jardim São Luís,36,São Paulo,45,Jardim São Luís,408.45,POINT (-46.74459038474654 -23.65099370634615),-23.65099370634615,-46.744590384746544
304,304,305,Centro Empresarial,36,São Paulo,45,Jardim São Luís,675.29,POINT (-46.73986737243171 -23.66288577612111),-23.66288577612111,-46.73986737243171
305,305,306,Guarapiranga,36,São Paulo,45,Jardim São Luís,1513.25,POINT (-46.73738633783186 -23.69662435945693),-23.69662435945693,-46.73738633783186
306,306,307,Jardim Capela,36,São Paulo,42,Jardim Ângela,2022.05,POINT (-46.76365065264689 -23.73109868081821),-23.73109868081821,-46.763650652646895
307,307,308,Riviera,36,São Paulo,42,Jardim Ângela,798.79,POINT (-46.77334335376607 -23.70749929353725),-23.707499293537246,-46.773343353766066
308,308,309,Jardim Turquesa,36,São Paulo,42,Jardim Ângela,282.87,POINT (-46.78692522789346 -23.69663899856636),-23.69663899856636,-46.786925227893455
309,309,310,Morro do Índio,36,São Paulo,42,Jardim Ângela,114.64,POINT (-46.7745270503432 -23.68419203134584),-23.684192031345844,-46.774527050343195
310,310,311,Jardim Ângela,36,São Paulo,42,Jardim Ângela,463.77,POINT (-46.76106404534588 -23.68550743594058),-23.685507435940576,-46.761064045345876
311,311,312,Capão Redondo,36,São Paulo,19,Capão Redondo,219.39,POINT (-46.76225500962389 -23.65975100523523),-23.65975100523523,-46.76225500962389
312,312,313,Jardim Sônia Ingá,36,São Paulo,19,Capão Redondo,105.38,POINT (-46.76858728383664 -23.67387133039148),-23.673871330391478,-46.76858728383664
313,313,314,Adventista,36,São Paulo,19,Capão Redondo,545.26,POINT (-46.78437356723078 -23.67745802007798),-23.67745802007798,-46.78437356723078
314,314,315,Parque Fernanda,36,São Paulo,19,Capão Redondo,512.27,POINT (-46.78588561092861 -23.6619888196252),-23.6619888196252,-46.78588561092861
315,315,316,Morumbi,36,São Paulo,55,Morumbi,271.46,POINT (-46.71269251064216 -23.58884259744021),-23.588842597440213,-46.71269251064216
316,316,317,Jóquei Clube,36,São Paulo,55,Morumbi,333.24,POINT (-46.69965204223903 -23.58582506952466),-23.58582506952466,-46.69965204223903
317,317,318,Fazenda Morumbi,36,São Paulo,55,Morumbi,320.73,POINT (-46.70472462571208 -23.60705915277187),-23.607059152771875,-46.70472462571208
318,318,319,Real Parque,36,São Paulo,55,Morumbi,223.42,POINT (-46.71794658217736 -23.60470234223885),-23.604702342238852,-46.71794658217736
319,319,320,Paraisópolis,36,São Paulo,85,Vila Andrade,361.95,POINT (-46.71790805082563 -23.61956254637941),-23.61956254637941,-46.717908050825635
320,320,321,Jardim Vitória Régia,36,São Paulo,85,Vila Andrade,370.18,POINT (-46.72812070790223 -23.63258333451283),-23.63258333451283,-46.72812070790223
321,321,322,Vila Suzana,36,São Paulo,85,Vila Andrade,300.5,POINT (-46.74003288467454 -23.62609223678386),-23.62609223678386,-46.74003288467454
322,322,323,Parque Arariba,36,São Paulo,17,Campo Limpo,346.59,POINT (-46.75618333413844 -23.6422504873261),-23.642250487326102,-46.75618333413844
323,323,324,Jardim Mitsutani,36,São Paulo,17,Campo Limpo,349.31,POINT (-46.77726807186979 -23.64328811811384),-23.64328811811384,-46.77726807186979
324,324,325,Pirajussara,36,São Paulo,17,Campo Limpo,270.05,POINT (-46.76453505398435 -23.6316402526667),-23.631640252666703,-46.76453505398435
325,325,326,Jardim Umarizal,36,São Paulo,17,Campo Limpo,294.91,POINT (-46.75355510461655 -23.62290670830233),-23.622906708302327,-46.753555104616545
326,326,327,Portal do Morumbi,36,São Paulo,96,Vila Sônia,151.43,POINT (-46.73249243823615 -23.60915359111489),-23.609153591114893,-46.73249243823615
327,327,328,Jardim Jussara,36,São Paulo,96,Vila Sônia,231.55,POINT (-46.74424963537504 -23.60698533761305),-23.606985337613054,-46.74424963537504
328,328,329,Vila Sônia,36,São Paulo,96,Vila Sônia,348.44,POINT (-46.73055359569648 -23.59511401961469),-23.59511401961469,-46.730553595696485
329,329,330,Jardim Maria do Carmo,36,São Paulo,96,Vila Sônia,277.55,POINT (-46.7485568420313 -23.59272124777845),-23.592721247778453,-46.7485568420313
330,330,331,Jardim Cambará,36,São Paulo,66,Raposo Tavares,480.2,POINT (-46.77223497618355 -23.59312705892191),-23.593127058921908,-46.77223497618355
331,331,332,Jardim João XXIII,36,São Paulo,66,Raposo Tavares,467.65,POINT (-46.79466474428536 -23.59659786893772),-23.596597868937724,-46.794664744285356
332,332,333,Raposo Tavares,36,São Paulo,66,Raposo Tavares,271.34,POINT (-46.79195812071362 -23.58365099358067),-23.58365099358067,-46.791958120713616
333,333,334,Rio Pequeno,36,São Paulo,68,Rio Pequeno,245.75,POINT (-46.74686533704426 -23.56903799951487),-23.56903799951487,-46.746865337044255
334,334,335,Jardim Ester Yolanda,36,São Paulo,68,Rio Pequeno,264.93,POINT (-46.75828512138911 -23.5781689419068),-23.5781689419068,-46.758285121389115
335,335,336,Jardim Adalgiza,36,São Paulo,68,Rio Pequeno,467.13,POINT (-46.7649921773711 -23.56809802109197),-23.568098021091966,-46.7649921773711
336,336,337,Parque Continental,36,São Paulo,40,Jaguaré,226.38,POINT (-46.75266142666175 -23.54811567368679),-23.548115673686787,-46.752661426661746
337,337,338,Jaguaré,36,São Paulo,40,Jaguaré,430.44,POINT (-46.74627174419042 -23.54137981837583),-23.541379818375827,-46.74627174419042
338,338,339,Cidade Universitária,36,São Paulo,12,Butantã,584.56,POINT (-46.72719233905082 -23.56206062826507),-23.562060628265066,-46.727192339050816
339,339,340,Butantã,36,São Paulo,12,Butantã,207.11,POINT (-46.71004467854865 -23.56985418988418),-23.569854189884182,-46.71004467854865
340,340,341,Jardim Caxingui,36,São Paulo,12,Butantã,180.08,POINT (-46.7205909696434 -23.57912904307653),-23.57912904307653,-46.7205909696434
341,341,342,Jardim Bonfiglioli,36,São Paulo,12,Butantã,319.97,POINT (-46.73699523078938 -23.57975024010095),-23.579750240100946,-46.73699523078938
342,342,343,Melhoramentos,4,Caieiras,100,Caieiras,2875.06,POINT (-46.68603376387438 -23.39265231344245),-23.39265231344245,-46.68603376387438
343,343,344,Caieiras,4,Caieiras,100,Caieiras,1990.04,POINT (-46.72782072886178 -23.37657122064827),-23.376571220648266,-46.72782072886178
344,344,345,Serpa,4,Caieiras,100,Caieiras,691.49,POINT (-46.75523828495211 -23.34262305641277),-23.342623056412773,-46.755238284952114
345,345,346,Santa Inês,4,Caieiras,100,Caieiras,4080.68,POINT (-46.79199346693136 -23.37049809723448),-23.37049809723448,-46.79199346693136
346,346,347,Cajamar,5,Cajamar,101,Cajamar,4855.8,POINT (-46.84652966663275 -23.3765578152356),-23.3765578152356,-46.846529666632755
347,347,348,Jordanésia,5,Cajamar,101,Cajamar,8307.85,POINT (-46.8865874618405 -23.33660424171773),-23.33660424171773,-46.8865874618405
348,348,349,Cristais,13,Franco da Rocha,109,Franco da Rocha,4251.83,POINT (-46.80228048139028 -23.30483444057759),-23.304834440577586,-46.802280481390284
349,349,350,Baltazar Fidélis,13,Franco da Rocha,109,Franco da Rocha,2505.16,POINT (-46.75499404931237 -23.31518037922121),-23.31518037922121,-46.754994049312366
350,350,351,Franco da Rocha,13,Franco da Rocha,109,Franco da Rocha,1417.58,POINT (-46.70637104012771 -23.31510687328948),-23.31510687328948,-46.706371040127706
351,351,352,Parque do Juqueri,13,Franco da Rocha,109,Franco da Rocha,2551.34,POINT (-46.6970244623769 -23.3460569257676),-23.346056925767602,-46.6970244623769
352,352,353,Palmares,13,Franco da Rocha,109,Franco da Rocha,2721.22,POINT (-46.66659805423666 -23.29879537804353),-23.298795378043533,-46.66659805423666
353,353,354,Sete Voltas,12,Francisco Morato,108,Francisco Morato,560.42,POINT (-46.76913273426972 -23.26880158272777),-23.26880158272777,-46.76913273426972
354,354,355,Afonso Moreno,12,Francisco Morato,108,Francisco Morato,744.81,POINT (-46.75078103154893 -23.28622137617443),-23.28622137617443,-46.75078103154893
355,355,356,Francisco Morato,12,Francisco Morato,108,Francisco Morato,1857.33,POINT (-46.72734732404972 -23.27775866895337),-23.27775866895337,-46.727347324049724
356,356,357,Cascatas,12,Francisco Morato,108,Francisco Morato,1758.38,POINT (-46.69294479078386 -23.26543572321534),-23.26543572321534,-46.69294479078386
357,357,358,Mairiporã,21,Mairiporã,117,Mairiporã,4886.1,POINT (-46.56798572588666 -23.3291416481327),-23.3291416481327,-46.56798572588666
358,358,359,Paiva Castro,21,Mairiporã,117,Mairiporã,6751.3,POINT (-46.63027683961004 -23.37715810564017),-23.377158105640174,-46.63027683961004
359,359,360,Colinas,21,Mairiporã,117,Mairiporã,5553.1,POINT (-46.61831320719259 -23.28770233180025),-23.28770233180025,-46.61831320719259
360,360,361,Pirucaia,21,Mairiporã,117,Mairiporã,14953.5,POINT (-46.50622611020675 -23.2971121681814),-23.297112168181403,-46.50622611020675
361,361,362,Guarulhos,15,Guarulhos,111,Guarulhos,164.41,POINT (-46.53335448267557 -23.4662324715485),-23.466232471548505,-46.53335448267557
362,362,363,Macedo,15,Guarulhos,111,Guarulhos,382.09,POINT (-46.52077973546129 -23.46027873830805),-23.460278738308048,-46.52077973546129
363,363,364,Cumbica,15,Guarulhos,111,Guarulhos,689.34,POINT (-46.47521537119828 -23.46762895434954),-23.467628954349536,-46.47521537119828
364,364,365,Várzea do Palácio,15,Guarulhos,111,Guarulhos,646.76,POINT (-46.50548220081203 -23.47068119607276),-23.47068119607276,-46.50548220081203
365,365,366,Ponte Grande,15,Guarulhos,111,Guarulhos,874.87,POINT (-46.54401198134564 -23.49064159221339),-23.490641592213393,-46.54401198134564
366,366,367,Gopouva,15,Guarulhos,111,Guarulhos,202.39,POINT (-46.54226473013784 -23.47509076099197),-23.475090760991968,-46.542264730137845
367,367,368,Vila São Rafael,15,Guarulhos,111,Guarulhos,401.04,POINT (-46.55707642413319 -23.46925182596783),-23.469251825967827,-46.557076424133186
368,368,369,Vila Rosália,15,Guarulhos,111,Guarulhos,434.65,POINT (-46.5567775586891 -23.44913193352079),-23.449131933520786,-46.5567775586891
369,369,370,André Luiz,15,Guarulhos,111,Guarulhos,579.59,POINT (-46.54070943388078 -23.44896431207706),-23.448964312077063,-46.54070943388078
370,370,371,Jardim Santa Clara,15,Guarulhos,111,Guarulhos,462.74,POINT (-46.52470690217445 -23.43867956849377),-23.43867956849377,-46.52470690217445
371,371,372,Parque CECAP,15,Guarulhos,111,Guarulhos,471.79,POINT (-46.50407339207278 -23.45012535026752),-23.45012535026752,-46.50407339207278
372,372,373,Taboão,15,Guarulhos,111,Guarulhos,529.11,POINT (-46.50223768563431 -23.42962534372845),-23.429625343728446,-46.502237685634306
