i_start,j_start,i_end,j_end,trip counts,origin,destination
13,9,13,11,155.37403700000004,POINT (-46.59966533233604 -23.5660958038841),POINT (-46.57751336657272 -23.55774328335163)
13,9,14,5,274.495562,POINT (-46.6108972866063 -23.58337223474588),POINT (-46.68814511000836 -23.52838025374389)
13,9,14,8,59.478471,POINT (-46.60282647900004 -23.58439487790675),POINT (-46.63361390861912 -23.54895538445263)
13,10,12,10,1134.598972,POINT (-46.59684475627784 -23.56778639766207),POINT (-46.58145054774975 -23.5928406810539)
13,10,12,11,34.457348,POINT (-46.59022567627361 -23.58596925156789),POINT (-46.57611946652134 -23.58950847131975)
13,10,13,8,433.446555,POINT (-46.58900158100249 -23.56811963853339),POINT (-46.62349468876175 -23.55846192431391)
13,10,13,9,345.2054220000001,POINT (-46.58075706148224 -23.56562100559154),POINT (-46.59954837061471 -23.5629092792482)
13,10,13,10,351.79571,POINT (-46.58378675626283 -23.55970683211094),POINT (-46.58378675626283 -23.55970683211094)
13,11,13,7,358.72779,POINT (-46.57814751263184 -23.55588560348559),POINT (-46.64138577093836 -23.57846570869952)
13,11,13,10,155.37403700000004,POINT (-46.57751336657272 -23.55774328335163),POINT (-46.58058463192731 -23.56471971628981)
13,11,14,13,434.11258,POINT (-46.56405062688877 -23.58065419219352),POINT (-46.52378405381778 -23.54436298685085)
13,12,13,13,1505.188154,POINT (-46.55198523570614 -23.56278639744477),POINT (-46.53254466102846 -23.56579682091602)
13,12,15,9,46.21054,POINT (-46.55182931383347 -23.57452763483268),POINT (-46.61203425163535 -23.50870638483905)
13,13,12,6,69.2028,POINT (-46.53740707817943 -23.57112198838006),POINT (-46.66116357501921 -23.61245273143528)
13,13,13,12,1505.188154,POINT (-46.53254466102846 -23.56579682091602),POINT (-46.55198523570614 -23.56278639744477)
13,15,15,14,527.489716,POINT (-46.49267241040858 -23.56674474804833),POINT (-46.50485663222968 -23.51568514367476)
13,16,14,8,267.153315,POINT (-46.48135307551627 -23.56465857518561),POINT (-46.61954355180431 -23.55179359607489)
14,0,15,1,483.248368,POINT (-46.77563765645626 -23.5275600059077),POINT (-46.7688345363655 -23.50727506486289)
14,1,13,1,190.754211,POINT (-46.75623046433186 -23.5425261090051),POINT (-46.75572531348424 -23.55758466846398)
14,2,13,1,120.60190899999999,POINT (-46.73947283291245 -23.52767047984523),POINT (-46.7646588414991 -23.58251428119343)
14,2,14,2,601.604426,POINT (-46.74008882176501 -23.53837764034066),POINT (-46.74008882176501 -23.53837764034066)
14,2,14,3,225.947651,POINT (-37.96617813293524 -19.12365873147937),POINT (-37.95430587815061 -19.1320139837558)
14,2,14,7,50.155866,POINT (-46.73361246666827 -23.53932136800056),POINT (-46.65357346140545 -23.52286373166388)
14,2,15,8,933.963888,POINT (-46.74288183573123 -23.54483442111274),POINT (-46.62599072722084 -23.51289584980055)
14,3,12,5,50.574951,POINT (-46.72057049767339 -23.54864971093708),POINT (-46.68017376894122 -23.59465745521354)
14,3,13,3,109.208763,POINT (-46.72155714298434 -23.53866963955016),POINT (-46.7290442876274 -23.56146860790263)
14,3,13,5,50.574951,POINT (-46.7162333770064 -23.5420154061609),POINT (-46.69000441605735 -23.57116284867744)
14,3,14,2,225.947651,POINT (-37.95430587815061 -19.1320139837558),POINT (-37.96617813293524 -19.12365873147937)
14,3,15,4,393.489521,POINT (-46.72395856833243 -23.54407008963598),POINT (-46.70228869956512 -23.50186725726461)
14,4,13,4,101.622381,POINT (-46.70111247111987 -23.55204237149128),POINT (-46.70223683590199 -23.56632467151675)
14,4,13,5,655.007383,POINT (-35.33316386910028 -17.81446325382171),POINT (-35.32245923405969 -17.82629576682061)
14,4,13,6,95.431133,POINT (-46.70667034317005 -23.55083464938596),POINT (-46.67076864419673 -23.58548498370716)
14,4,14,5,421.01230699999996,POINT (-46.699178631975 -23.52275179150089),POINT (-46.68516590978135 -23.5266877818761)
14,4,14,6,55.976883,POINT (-46.69530503538388 -23.52692080526604),POINT (-46.66035713744454 -23.54524969932157)
14,4,15,3,409.500198,POINT (-46.69986473262511 -23.52660918948443),POINT (-46.72861190729531 -23.52091062867407)
14,4,15,4,332.555635,POINT (-46.69986473729509 -23.52660919183709),POINT (-46.70741967191314 -23.51479638894284)
14,5,12,5,48.563755,POINT (-46.67957736099456 -23.54701189867229),POINT (-46.68881657623633 -23.59317306429832)
14,5,13,2,48.563755,POINT (-46.68821006008402 -23.54497694870888),POINT (-46.73237823989678 -23.55799106956304)
14,5,13,3,71.106223,POINT (-46.69028071848571 -23.54911734554361),POINT (-46.7290442923003 -23.56146861025877)
14,5,13,4,48.563755,POINT (-46.67957736099456 -23.54701189867229),POINT (-46.6961739078215 -23.56639998761209)
14,5,13,5,1309.9374480000001,POINT (-38.46802365466198 -19.39611230678692),POINT (-38.46318282208182 -19.40870411554616)
14,5,13,6,100.238106,POINT (-46.6901786252077 -23.54879337082104),POINT (-46.67367790230637 -23.5777058030122)
14,5,13,9,274.495562,POINT (-46.68814511000836 -23.52838025374389),POINT (-46.6108972866063 -23.58337223474588)
14,5,14,4,421.01230699999996,POINT (-46.68516590978135 -23.5266877818761),POINT (-46.699178631975 -23.52275179150089)
14,5,14,5,410.67459199999996,POINT (-46.68783308864094 -23.53424415680453),POINT (-46.68783308864094 -23.53424415680453)
14,5,14,6,48.563755,POINT (-46.67957736099456 -23.54701189867229),POINT (-46.65620086945479 -23.55280716505731)
14,5,14,7,248.51103,POINT (-46.68047950086041 -23.53167796408307),POINT (-46.63860270473062 -23.54604029513766)
14,5,15,7,48.563755,POINT (-46.6890722483688 -23.54652979981377),POINT (-46.64182528821016 -23.51526719266488)
14,6,12,4,93.488666,POINT (-46.65959723280475 -23.54713609597673),POINT (-46.69858045952553 -23.61483798877339)
14,6,12,6,21.471303,POINT (-46.65581878588142 -23.55280220411569),POINT (-46.67451534116628 -23.60277344426105)
14,6,12,7,55.976883,POINT (-46.66015830596621 -23.54111597974747),POINT (-46.64895139036954 -23.59195800488293)
14,6,13,3,22.343047,POINT (-46.67139661742863 -23.54995357204331),POINT (-46.72271956910979 -23.57148989230053)
14,6,13,6,63.75254000000001,POINT (-46.67466199340689 -23.53631899109258),POINT (-46.66516865359304 -23.55864422131751)
14,6,13,7,495.881493,POINT (-38.0517027578417 -19.19850049308844),POINT (-38.04605010876401 -19.21030542027009)
14,6,14,4,268.815788,POINT (-46.67251784626475 -23.53018346433266),POINT (-46.706872313887 -23.53385588820296)
14,6,14,5,48.563755,POINT (-46.66097428991019 -23.53745905798967),POINT (-46.68585595826278 -23.54548108137999)
14,6,14,6,384.726699,POINT (-31.3347213806504 -15.80119864727967),POINT (-31.33676841814481 -15.80435545631035)
14,6,14,7,924.722036,POINT (-39.47777496785651 -19.92474494437946),POINT (-39.46647756532995 -19.92779667834487)
14,6,14,9,58.538265,POINT (-46.66339657267973 -23.53069663073937),POINT (-46.60806375260032 -23.54942035367963)
14,6,15,5,41.293237,POINT (-46.66792501678442 -23.52633171284489),POINT (-46.68967289741968 -23.51227193786623)
14,6,16,4,73.654436,POINT (-46.67362334330564 -23.53782918165966),POINT (-46.70418347225704 -23.47560494675181)
14,7,12,5,487.5218720000001,POINT (-46.64595522424207 -23.54261242703888),POINT (-46.68259186910326 -23.61445231041574)
14,7,13,5,44.508981000000006,POINT (-46.6505877429373 -23.5268868020174),POINT (-46.67736003811294 -23.55444055910433)
14,7,13,6,99.063523,POINT (-46.6555761681735 -23.55063753280749),POINT (-46.65966644818841 -23.55810706785984)
14,7,13,7,405.482347,POINT (-44.47952982945732 -22.42997004971417),POINT (-44.47143970450508 -22.47702771072432)
14,7,13,8,159.931645,POINT (-46.64766016182939 -23.53087308950123),POINT (-46.62915653720453 -23.56956414189835)
14,7,14,2,50.155866,POINT (-46.65357346140545 -23.52286373166388),POINT (-46.73361246666827 -23.53932136800056)
14,7,14,5,199.947275,POINT (-46.63860270939448 -23.54604029749227),POINT (-46.68047950552845 -23.53167796643623)
14,7,14,6,947.065083,POINT (-37.56266141712455 -18.96642820994307),POINT (-37.57344021295739 -18.96358476173543)
14,7,14,7,2926.8895729999995,POINT (-31.43574998308645 -15.86135107046361),POINT (-31.43574998308644 -15.86135107046361)
14,7,14,8,971.844343,POINT (-34.03460081608107 -17.16685878298085),POINT (-34.02406913999812 -17.1706319333235)
14,7,15,8,93.962294,POINT (-46.65444079792901 -23.52643952785109),POINT (-46.62709452314542 -23.50230976284252)
14,7,16,5,380.501735,POINT (-46.65189460196153 -23.54526756985636),POINT (-46.67526497487594 -23.48335031538397)
14,7,17,10,1132.703695,POINT (-46.64150681536477 -23.52748855257781),POINT (-46.59126481802036 -23.45160342198773)
14,8,10,5,206.804346,POINT (-46.63042488956199 -23.52705420290261),POINT (-46.6937899374697 -23.66446513032682)
14,8,12,7,35.095453000000006,POINT (-46.6208396619987 -23.54405915107992),POINT (-46.64833057394073 -23.59638036611641)
14,8,13,5,64.036073,POINT (-46.63344650639603 -23.54492059795565),POINT (-46.68302116334419 -23.56438477315931)
14,8,13,6,147.563342,POINT (-46.63375200842628 -23.53793696199648),POINT (-46.66124491434303 -23.5621086484434)
14,8,13,7,41.343654,POINT (-46.63300241675064 -23.53910071233964),POINT (-46.63836468090672 -23.5647625707954)
14,8,13,8,542.6941609999999,POINT (-46.62984935177141 -23.54869688142466),POINT (-46.62958277261594 -23.55726039918813)
14,8,13,9,59.478471,POINT (-46.63361390861912 -23.54895538445263),POINT (-46.60282647900004 -23.58439487790675)
14,8,13,16,267.153315,POINT (-46.61954355180431 -23.55179359607489),POINT (-46.48135307551627 -23.56465857518561)
14,8,14,5,89.242681,POINT (-46.6284581224549 -23.54071962637041),POINT (-46.69066005476805 -23.53282286938767)
14,8,14,7,1058.276824,POINT (-32.37599513515169 -16.33906762707186),POINT (-32.38594611719297 -16.3355105605397)
14,8,14,8,162.943372,POINT (-46.63136191155023 -23.52876907003852),POINT (-46.63114993969962 -23.52866752625)
14,8,14,9,431.757475,POINT (-31.06281811046914 -15.68760352555611),POINT (-31.05347294726784 -15.67921430778161)
14,8,14,10,98.380899,POINT (-46.6192460404238 -23.54749825140053),POINT (-46.59272061901251 -23.54017757833064)
14,8,15,9,141.555815,POINT (-46.63460891588115 -23.53832529155922),POINT (-46.60395784417501 -23.51940053548847)
14,9,13,7,88.420722,POINT (-46.61371875984725 -23.52720124303279),POINT (-46.65428116699767 -23.55829991910886)
14,9,13,10,433.446555,POINT (-46.60464535693914 -23.54782116411266),POINT (-46.58900158100249 -23.56811963853339)
14,9,14,6,58.538265,POINT (-46.60806375260032 -23.54942035367963),POINT (-46.66339657267973 -23.53069663073937)
14,9,14,8,431.7574750000001,POINT (-31.05332364568459 -15.67915658324778),POINT (-31.06281811046914 -15.68760352555612)
14,9,14,9,401.774256,POINT (-41.25601624635318 -20.83879694325862),POINT (-41.25572972097603 -20.83868616383172)
14,9,14,10,99.452015,POINT (-46.61008995560116 -23.543674128994),POINT (-46.59535197837351 -23.53745954456793)
14,9,15,9,62.263547,POINT (-46.61522818930737 -23.53050876240034),POINT (-46.60877101575364 -23.52059706387402)
14,9,15,10,342.324366,POINT (-46.61000423759527 -23.534220208638),POINT (-46.59443233684154 -23.50828257238064)
14,9,15,13,66.23555,POINT (-46.60247207401162 -23.54792484655621),POINT (-46.53501551416735 -23.50098683885139)
14,10,13,9,77.45102299999998,POINT (-46.5931230205131 -23.55324951279423),POINT (-46.60803992885544 -23.55792721075793)
14,10,14,8,98.380899,POINT (-46.59272061901251 -23.54017757833064),POINT (-46.6192460404238 -23.54749825140053)
14,10,14,9,99.452015,POINT (-46.59535197837351 -23.53745954456793),POINT (-46.61008995560116 -23.543674128994)
14,10,14,11,582.7121,POINT (-46.5930380714745 -23.52261914951279),POINT (-46.57970610084297 -23.52153591533499)
14,10,15,9,883.2574000000003,POINT (-46.58674846592651 -23.5256995706551),POINT (-46.60295988668575 -23.51300824211606)
14,11,14,10,582.7121,POINT (-46.57970610084297 -23.52153591533499),POINT (-46.5930380714745 -23.52261914951279)
14,11,14,12,1312.7869799999999,POINT (-46.57597831676287 -23.5489541419911),POINT (-46.54709477216608 -23.54755545114401)
14,12,14,11,1312.7869799999999,POINT (-46.54709477216608 -23.54755545114401),POINT (-46.57597831676287 -23.5489541419911)
14,13,13,11,434.11258,POINT (-46.52378405381778 -23.54436298685085),POINT (-46.56405062688877 -23.58065419219352)
14,13,14,15,901.86707,POINT (-46.52608629259228 -23.52656812744803),POINT (-46.49348642678716 -23.52693856904874)
14,15,14,13,901.86707,POINT (-46.49348642678716 -23.52693856904874),POINT (-46.52608629259228 -23.52656812744803)
14,16,15,16,133.349946,POINT (-46.47430530378329 -23.52566750066431),POINT (-46.4737545469561 -23.51314699790077)
14,19,15,18,489.938079,POINT (-46.41795281786312 -23.52225361982912),POINT (-46.43111227513487 -23.52102238472786)
15,1,14,0,483.248368,POINT (-46.7688345363655 -23.50727506486289),POINT (-46.77563765645626 -23.5275600059077)
15,3,14,4,409.500198,POINT (-46.72861190729531 -23.52091062867407),POINT (-46.69986473262511 -23.52660918948443)
15,4,14,3,393.489521,POINT (-46.70228869956512 -23.50186725726461),POINT (-46.72395856833243 -23.54407008963598)
15,4,14,4,332.555635,POINT (-46.70741967191314 -23.51479638894284),POINT (-46.69986473729509 -23.52660919183709)
15,4,16,4,766.2609669999997,POINT (-46.71190835123675 -23.51811531665577),POINT (-46.70450767583961 -23.47721779928897)
15,5,14,6,41.293237,POINT (-46.68967289741968 -23.51227193786623),POINT (-46.66792501678442 -23.52633171284489)
15,5,15,6,185.70806699999997,POINT (-46.683682050001 -23.49548650137324),POINT (-46.65594646936815 -23.49178338672171)
15,6,15,5,185.70806699999997,POINT (-46.66112991381354 -23.49523195251782),POINT (-46.683682050001 -23.49548650137324)
15,6,15,7,232.298098,POINT (-46.65653034075567 -23.51968072902068),POINT (-46.63980352626706 -23.52123044714066)
15,6,16,6,1014.86131,POINT (-46.66863067509535 -23.49917928097124),POINT (-46.66654194889065 -23.46621407758679)
15,6,17,4,485.014355,POINT (-46.67298969839432 -23.50165195611068),POINT (-46.69943120706846 -23.45309943599342)
15,7,14,5,48.563755,POINT (-46.64182528821016 -23.51526719266488),POINT (-46.6890722483688 -23.54652979981377)
15,7,15,6,232.298098,POINT (-46.63980352626706 -23.52123044714066),POINT (-46.65653034075567 -23.51968072902068)
15,7,15,8,55.298221,POINT (-46.65063619772926 -23.51899383085109),POINT (-46.6281528224245 -23.51750582537533)
15,7,16,11,422.958853,POINT (-46.65041018837292 -23.50793412823765),POINT (-46.57304091459726 -23.46165866779175)
15,8,13,12,31.858587,POINT (-46.62470982538692 -23.50906228535223),POINT (-46.55182931383347 -23.57452763483268)
15,8,14,2,933.963888,POINT (-46.62599072722084 -23.51289584980055),POINT (-46.74288183573123 -23.54483442111274)
15,8,14,6,31.030915000000004,POINT (-46.62453515873533 -23.50679748465031),POINT (-46.66305250778631 -23.54928449552453)
15,8,14,7,93.962294,POINT (-46.62709452314542 -23.50230976284252),POINT (-46.65444079792901 -23.52643952785109)
15,8,15,7,55.298221,POINT (-46.6281528224245 -23.51750582537533),POINT (-46.65063619772926 -23.51899383085109)
15,8,15,8,141.442834,POINT (-46.62419344247731 -23.51206111660269),POINT (-46.62419344247731 -23.51206111660269)
15,9,14,8,141.555815,POINT (-46.60395784417501 -23.51940053548847),POINT (-46.63460891588115 -23.53832529155922)
15,9,14,9,62.263547,POINT (-46.60877101575364 -23.52059706387402),POINT (-46.61522818930737 -23.53050876240034)
15,9,14,10,883.2574000000003,POINT (-46.60295988668575 -23.51300824211606),POINT (-46.58674846592651 -23.5256995706551)
15,9,15,8,31.858587,POINT (-46.61203425163535 -23.50870638483905),POINT (-46.62470982538692 -23.50906228535223)
15,9,15,9,458.088392,POINT (-46.60504011848955 -23.51335479967899),POINT (-46.60504011848955 -23.51335479967899)
15,9,15,10,79.292268,POINT (-46.60705978813213 -23.50305960436009),POINT (-46.59826024497815 -23.51875476830431)
15,9,16,9,271.691487,POINT (-46.6044929331609 -23.50375432192373),POINT (-46.60721693256566 -23.48776042238364)
15,10,14,9,342.324366,POINT (-46.59443233684154 -23.50828257238064),POINT (-46.61000423759527 -23.534220208638)
15,10,15,9,79.292268,POINT (-46.59826024497815 -23.51875476830431),POINT (-46.60705978813213 -23.50305960436009)
15,10,15,11,266.568826,POINT (-46.59454949184735 -23.50987976431459),POINT (-46.57169319252856 -23.51889884622436)
15,10,16,9,1270.938503,POINT (-46.59631026718694 -23.50728804315337),POINT (-46.60913688711421 -23.48783994201486)
15,11,15,10,266.568826,POINT (-46.57169319252856 -23.51889884622436),POINT (-46.59454949184735 -23.50987976431459)
15,12,15,13,184.454506,POINT (-46.54601706626543 -23.51149802205282),POINT (-46.53570246525717 -23.50153996573551)
15,13,14,9,66.23555,POINT (-46.53501551416735 -23.50098683885139),POINT (-46.60247207401162 -23.54792484655621)
15,13,15,12,184.454506,POINT (-46.53570246525717 -23.50153996573551),POINT (-46.54601706626543 -23.51149802205282)
15,14,13,15,527.489716,POINT (-46.50485663222968 -23.51568514367476),POINT (-46.49267241040858 -23.56674474804833)
15,14,16,15,1013.937561,POINT (-46.50439248519002 -23.4989647240228),POINT (-46.49377120666244 -23.47924438647212)
15,15,17,17,529.529116,POINT (-46.49838333516846 -23.51049169109173),POINT (-46.46071141723422 -23.43591135553167)
15,16,14,16,133.349946,POINT (-46.4737545469561 -23.51314699790077),POINT (-46.47430530378329 -23.52566750066431)
15,16,16,16,188.28099999999998,POINT (-46.46939720277894 -23.49201088483531),POINT (-46.476321460148 -23.48512715542761)
15,18,14,19,489.938079,POINT (-46.43111227513487 -23.52102238472786),POINT (-46.41795281786312 -23.52225361982912)
15,18,15,18,274.51338,POINT (-46.43985959268558 -23.49863533559651),POINT (-46.43985959268558 -23.49863533559651)
15,18,16,18,489.938079,POINT (-46.43774007959304 -23.51176785127706),POINT (-46.44172363718801 -23.47105576272923)
15,19,16,19,1532.724811,POINT (-46.41203836414237 -23.4947990218188),POINT (-46.41763618348307 -23.48443480073721)
16,2,16,2,2258.061784,POINT (-46.74446708213891 -23.48638814089961),POINT (-46.74446708213891 -23.48638814089961)
16,4,14,6,73.654436,POINT (-46.70418347225704 -23.47560494675181),POINT (-46.67362334330564 -23.53782918165966)
16,4,15,4,766.2609669999997,POINT (-46.70450767583961 -23.47721779928897),POINT (-46.71190835123675 -23.51811531665577)
16,5,14,7,380.501735,POINT (-46.67526497487594 -23.48335031538397),POINT (-46.65189460196153 -23.54526756985636)
16,5,16,6,770.062452,POINT (-46.69106047008815 -23.4844258805788),POINT (-46.66283667335816 -23.47362235384861)
16,6,15,6,1014.86131,POINT (-46.66654194889065 -23.46621407758679),POINT (-46.66863067509535 -23.49917928097124)
16,6,16,5,770.062452,POINT (-46.66283667335816 -23.47362235384861),POINT (-46.69106047008815 -23.4844258805788)
16,8,17,9,1513.301118,POINT (-46.63028550772729 -23.46001420500761),POINT (-46.61026255733701 -23.44425634566369)
16,9,15,9,1542.6299900000001,POINT (-46.6091368824533 -23.48783993966608),POINT (-46.60222356277603 -23.51285327346995)
16,9,18,10,350.106964,POINT (-46.61542340051872 -23.45655667507868),POINT (-46.58162282419468 -23.40466115036548)
16,10,16,11,355.589808,POINT (-46.58581535535847 -23.4878532721172),POINT (-46.56289071240128 -23.48583627829091)
16,11,15,7,422.958853,POINT (-46.57304091459726 -23.46165866779175),POINT (-46.65041018837292 -23.50793412823765)
16,11,16,10,355.589808,POINT (-46.56289071240128 -23.48583627829091),POINT (-46.58581535535847 -23.4878532721172)
16,11,17,10,423.042671,POINT (-46.57958640656074 -23.45644509065072),POINT (-46.58994702203533 -23.44454594537179)
16,11,17,17,869.6128880000001,POINT (-46.56979617545453 -23.46209773840952),POINT (-46.45419306588229 -23.45469334432342)
16,13,16,17,390.489116,POINT (-46.53097163762122 -23.47896471512776),POINT (-46.45874591480146 -23.45835350918105)
16,13,17,15,900.950372,POINT (-46.53781132519435 -23.4777956440154),POINT (-46.49461963857325 -23.42415731762086)
16,14,17,13,717.645441,POINT (-46.52179282703568 -23.46570720454419),POINT (-46.52836821994718 -23.44247911237918)
16,15,15,14,1013.937561,POINT (-46.49377120666244 -23.47924438647212),POINT (-46.50439248519002 -23.4989647240228)
16,15,17,13,62.58819200000001,POINT (-46.50238430781347 -23.45740647007513),POINT (-46.53200554010585 -23.45403887954788)
16,16,15,16,188.28099999999998,POINT (-46.476321460148 -23.48512715542761),POINT (-46.46939720277894 -23.49201088483531)
16,16,16,17,496.052163,POINT (-46.47911353812236 -23.48878525480163),POINT (-46.46542334852235 -23.4824033553943)
16,17,16,13,390.489116,POINT (-46.45874591480146 -23.45835350918105),POINT (-46.53097163762122 -23.47896471512776)
16,17,16,16,496.052163,POINT (-46.46542334852235 -23.4824033553943),POINT (-46.47911353812236 -23.48878525480163)
16,18,15,18,489.938079,POINT (-46.44172363718801 -23.47105576272923),POINT (-46.43774007959304 -23.51176785127706)
16,19,15,19,3007.6960390000004,POINT (-46.41763617884131 -23.48443479838877),POINT (-46.41203835950117 -23.49479901946932)
17,4,15,6,485.014355,POINT (-46.69943120706846 -23.45309943599342),POINT (-46.67298969839432 -23.50165195611068)
17,9,16,8,1513.301118,POINT (-46.61026255733701 -23.44425634566369),POINT (-46.63028550772729 -23.46001420500761)
17,10,14,7,1132.703695,POINT (-46.59126481802036 -23.45160342198773),POINT (-46.64150681536477 -23.52748855257781)
17,10,16,11,423.042671,POINT (-46.58994702203533 -23.44454594537179),POINT (-46.57958640656074 -23.45644509065072)
17,13,16,14,717.645441,POINT (-46.52836821994718 -23.44247911237918),POINT (-46.52179282703568 -23.46570720454419)
17,13,16,15,62.58819200000001,POINT (-46.53200554010585 -23.45403887954788),POINT (-46.50238430781347 -23.45740647007513)
17,13,17,14,214.14833,POINT (-46.52915442555425 -23.45125830156853),POINT (-46.51643827036661 -23.45630418093909)
17,14,17,13,214.14833,POINT (-46.51987428553385 -23.45460908345056),POINT (-46.52915442555425 -23.45125830156853)
17,15,16,13,900.950372,POINT (-46.49461963857325 -23.42415731762086),POINT (-46.53781132519435 -23.4777956440154)
17,17,15,15,529.529116,POINT (-46.46071141723422 -23.43591135553167),POINT (-46.49838333516846 -23.51049169109173)
17,17,16,11,869.6128880000001,POINT (-46.45419306588229 -23.45469334432342),POINT (-46.56979617545453 -23.46209773840952)
18,10,16,9,350.106964,POINT (-46.58162282419468 -23.40466115036548),POINT (-46.61542340051872 -23.45655667507868)
18,18,18,19,1867.4132249999998,POINT (-46.42973432354287 -23.41499332204086),POINT (-46.4168425988746 -23.42292266148052)
18,19,18,18,1867.4132249999998,POINT (-46.4168425988746 -23.42292266148052),POINT (-46.42973432354287 -23.41499332204086)
