i,j,geometry,station id,index,Unnamed: 0,NumeroZona,NomeZona,NumeroMuni,NomeMunici,NumDistrit,NomeDistri,Area_ha_2,lat,lon
12,1,"POLYGON ((-46.75080000000001 -23.6189, -46.75080000000001 -23.5864, -46.7698 -23.5864, -46.7698 -23.6189, -46.75080000000001 -23.6189))",459,459,459,460,Taboão da Serra,38,Taboão da Serra,133,Taboão da Serra,526.97,-23.608100477411963,-46.765938117203675
12,2,"POLYGON ((-46.7318 -23.6189, -46.7318 -23.5864, -46.75080000000001 -23.5864, -46.75080000000001 -23.6189, -46.7318 -23.6189))",326,326,326,327,Portal do Morumbi,36,São Paulo,96,Vila Sônia,151.43,-23.609153591114893,-46.73249243823615
12,2,"POLYGON ((-46.7318 -23.6189, -46.7318 -23.5864, -46.75080000000001 -23.5864, -46.75080000000001 -23.6189, -46.7318 -23.6189))",327,327,327,328,Jardim Jussara,36,São Paulo,96,Vila Sônia,231.55,-23.606985337613054,-46.74424963537504
12,2,"POLYGON ((-46.7318 -23.6189, -46.7318 -23.5864, -46.75080000000001 -23.5864, -46.75080000000001 -23.6189, -46.7318 -23.6189))",329,329,329,330,Jardim Maria do Carmo,36,São Paulo,96,Vila Sônia,277.55,-23.592721247778453,-46.7485568420313
12,3,"POLYGON ((-46.7128 -23.6189, -46.7128 -23.5864, -46.7318 -23.5864, -46.7318 -23.6189, -46.7128 -23.6189))",318,318,318,319,Real Parque,36,São Paulo,55,Morumbi,223.42,-23.604702342238852,-46.71794658217736
12,3,"POLYGON ((-46.7128 -23.6189, -46.7128 -23.5864, -46.7318 -23.5864, -46.7318 -23.6189, -46.7128 -23.6189))",328,328,328,329,Vila Sônia,36,São Paulo,96,Vila Sônia,348.44,-23.59511401961469,-46.730553595696485
12,4,"POLYGON ((-46.6938 -23.6189, -46.6938 -23.5864, -46.7128 -23.5864, -46.7128 -23.6189, -46.6938 -23.6189))",317,317,317,318,Fazenda Morumbi,36,São Paulo,55,Morumbi,320.73,-23.607059152771875,-46.70472462571208
12,4,"POLYGON ((-46.6938 -23.6189, -46.6938 -23.5864, -46.7128 -23.5864, -46.7128 -23.6189, -46.6938 -23.6189))",315,315,315,316,Morumbi,36,São Paulo,55,Morumbi,271.46,-23.588842597440213,-46.71269251064216
12,5,"POLYGON ((-46.6748 -23.6189, -46.6748 -23.5864, -46.6938 -23.5864, -46.6938 -23.6189, -46.6748 -23.6189))",70,70,70,71,Brooklin,36,São Paulo,34,Itaim Bibi,234.25,-23.608998167214626,-46.684815784763686
12,5,"POLYGON ((-46.6748 -23.6189, -46.6748 -23.5864, -46.6938 -23.5864, -46.6938 -23.6189, -46.6748 -23.6189))",72,72,72,73,Berrini,36,São Paulo,34,Itaim Bibi,197.39,-23.601182909567786,-46.69191257233786
12,5,"POLYGON ((-46.6748 -23.6189, -46.6748 -23.5864, -46.6938 -23.5864, -46.6938 -23.6189, -46.6748 -23.6189))",69,69,69,70,Hélio Pelegrino,36,São Paulo,34,Itaim Bibi,103.38,-23.600205694177212,-46.67873558379944
12,5,"POLYGON ((-46.6748 -23.6189, -46.6748 -23.5864, -46.6938 -23.5864, -46.6938 -23.6189, -46.6748 -23.6189))",68,68,68,69,Vila Olímpia,36,São Paulo,34,Itaim Bibi,89.63,-23.59200486204801,-46.67686648419709
12,6,"POLYGON ((-46.65580000000001 -23.6189, -46.65580000000001 -23.5864, -46.6748 -23.5864, -46.6748 -23.6189, -46.65580000000001 -23.6189))",63,63,63,64,Moema,36,São Paulo,53,Moema,175.13,-23.60567309813458,-46.65883680535961
12,6,"POLYGON ((-46.65580000000001 -23.6189, -46.65580000000001 -23.5864, -46.6748 -23.5864, -46.6748 -23.6189, -46.65580000000001 -23.6189))",64,64,64,65,Vila Helena,36,São Paulo,53,Moema,104.82,-23.599681108655034,-46.66825199590866
12,6,"POLYGON ((-46.65580000000001 -23.6189, -46.65580000000001 -23.5864, -46.6748 -23.5864, -46.6748 -23.6189, -46.65580000000001 -23.6189))",66,66,66,67,Vila Nova Conceição,36,São Paulo,53,Moema,112.48,-23.588964978025928,-46.66761343293476
12,6,"POLYGON ((-46.65580000000001 -23.6189, -46.65580000000001 -23.5864, -46.6748 -23.5864, -46.6748 -23.6189, -46.65580000000001 -23.6189))",269,269,269,270,Campo Belo,36,São Paulo,15,Campo Belo,138.57,-23.61789558550446,-46.668657270784394
12,6,"POLYGON ((-46.65580000000001 -23.6189, -46.65580000000001 -23.5864, -46.6748 -23.5864, -46.6748 -23.6189, -46.65580000000001 -23.6189))",65,65,65,66,Bandeirantes,36,São Paulo,53,Moema,133.42,-23.610265690771875,-46.66824895045265
12,7,"POLYGON ((-46.6368 -23.6189, -46.6368 -23.5864, -46.65580000000001 -23.5864, -46.65580000000001 -23.6189, -46.6368 -23.6189))",54,54,54,55,França Pinto,36,São Paulo,92,Vila Mariana,112.14,-23.589749555553123,-46.64132318378529
12,7,"POLYGON ((-46.6368 -23.6189, -46.6368 -23.5864, -46.65580000000001 -23.5864, -46.65580000000001 -23.6189, -46.6368 -23.6189))",59,59,59,60,Planalto Paulista,36,São Paulo,79,Saúde,321.66,-23.618119081444586,-46.64955799517517
12,7,"POLYGON ((-46.6368 -23.6189, -46.6368 -23.5864, -46.65580000000001 -23.5864, -46.65580000000001 -23.6189, -46.6368 -23.6189))",60,60,60,61,Mirandópolis,36,São Paulo,79,Saúde,173.45,-23.605366796560922,-46.64281357487962
12,7,"POLYGON ((-46.6368 -23.6189, -46.6368 -23.5864, -46.65580000000001 -23.5864, -46.65580000000001 -23.6189, -46.6368 -23.6189))",53,53,53,54,Vila Clementino,36,São Paulo,92,Vila Mariana,93.7,-23.59641138099968,-46.64322589294111
12,7,"POLYGON ((-46.6368 -23.6189, -46.6368 -23.5864, -46.65580000000001 -23.5864, -46.65580000000001 -23.6189, -46.6368 -23.6189))",62,62,62,63,Jardim Luzitânia,36,São Paulo,53,Moema,103.07,-23.59623229962216,-46.65577609576648
12,8,"POLYGON ((-46.6178 -23.6189, -46.6178 -23.5864, -46.6368 -23.5864, -46.6368 -23.6189, -46.6178 -23.6189))",249,249,249,250,Jardim da Saúde,36,São Paulo,27,Cursino,182.94,-23.6155977891042,-46.62276265081659
12,8,"POLYGON ((-46.6178 -23.6189, -46.6178 -23.5864, -46.6368 -23.5864, -46.6368 -23.6189, -46.6178 -23.6189))",57,57,57,58,Bosque da Saúde,36,São Paulo,79,Saúde,169.91,-23.60629625871315,-46.631683830228354
12,8,"POLYGON ((-46.6178 -23.6189, -46.6178 -23.5864, -46.6368 -23.5864, -46.6368 -23.6189, -46.6178 -23.6189))",250,250,250,251,Vila Gumercindo,36,São Paulo,27,Cursino,137.19,-23.602271642867866,-46.61946934059719
12,8,"POLYGON ((-46.6178 -23.6189, -46.6178 -23.5864, -46.6368 -23.5864, -46.6368 -23.6189, -46.6178 -23.6189))",52,52,52,53,Santa Cruz,36,São Paulo,92,Vila Mariana,108.52,-23.59592327197161,-46.63004979838846
12,8,"POLYGON ((-46.6178 -23.6189, -46.6178 -23.5864, -46.6368 -23.5864, -46.6368 -23.6189, -46.6178 -23.6189))",50,50,50,51,Chácara Klabin,36,São Paulo,92,Vila Mariana,97.57,-23.589999513422732,-46.62553481840155
12,9,"POLYGON ((-46.5988 -23.6189, -46.5988 -23.5864, -46.6178 -23.5864, -46.6178 -23.6189, -46.5988 -23.6189))",238,238,238,239,Vila São José,36,São Paulo,33,Ipiranga,177.55,-23.589821823255754,-46.613061755046566
12,9,"POLYGON ((-46.5988 -23.6189, -46.5988 -23.5864, -46.6178 -23.5864, -46.6178 -23.6189, -46.5988 -23.6189))",235,235,235,236,Ipiranga,36,São Paulo,33,Ipiranga,91.94,-23.587778679467128,-46.60244929871438
12,9,"POLYGON ((-46.5988 -23.6189, -46.5988 -23.5864, -46.6178 -23.5864, -46.6178 -23.6189, -46.5988 -23.6189))",251,251,251,252,Jardim Previdência,36,São Paulo,27,Cursino,165.81,-23.61711229132348,-46.61406870996488
12,9,"POLYGON ((-46.5988 -23.6189, -46.5988 -23.5864, -46.6178 -23.5864, -46.6178 -23.6189, -46.5988 -23.6189))",242,242,242,243,Moinho Velho,36,São Paulo,69,Sacomã,347.41,-23.617017668877534,-46.600668852425024
12,9,"POLYGON ((-46.5988 -23.6189, -46.5988 -23.5864, -46.6178 -23.5864, -46.6178 -23.6189, -46.5988 -23.6189))",237,237,237,238,Alto do Ipiranga,36,São Paulo,33,Ipiranga,160.81,-23.60248253287505,-46.609205944791434
12,9,"POLYGON ((-46.5988 -23.6189, -46.5988 -23.5864, -46.6178 -23.5864, -46.6178 -23.6189, -46.5988 -23.6189))",236,236,236,237,Sacomã,36,São Paulo,33,Ipiranga,90.34,-23.596800041800627,-46.60141582945959
12,10,"POLYGON ((-46.57980000000001 -23.6189, -46.57980000000001 -23.5864, -46.5988 -23.5864, -46.5988 -23.6189, -46.57980000000001 -23.6189))",243,243,243,244,Vila Heliópolis,36,São Paulo,69,Sacomã,232.81,-23.61545835392776,-46.588494007836886
12,10,"POLYGON ((-46.57980000000001 -23.6189, -46.57980000000001 -23.5864, -46.5988 -23.5864, -46.5988 -23.6189, -46.57980000000001 -23.6189))",241,241,241,242,Vila Carioca,36,São Paulo,33,Ipiranga,249.11,-23.602339782414674,-46.58852294919813
12,10,"POLYGON ((-46.57980000000001 -23.6189, -46.57980000000001 -23.5864, -46.5988 -23.5864, -46.5988 -23.6189, -46.57980000000001 -23.6189))",252,252,252,253,Tamanduateí,36,São Paulo,95,Vila Prudente,112.99,-23.591257199122506,-46.587641265907486
12,11,"POLYGON ((-46.56080000000001 -23.6189, -46.56080000000001 -23.5864, -46.57980000000001 -23.5864, -46.57980000000001 -23.6189, -46.56080000000001 -23.6189))",420,420,420,421,São Caetano do Sul,34,São Caetano do Sul,130,São Caetano do Sul,367.7,-23.61044952881452,-46.5647659033896
12,11,"POLYGON ((-46.56080000000001 -23.6189, -46.56080000000001 -23.5864, -46.57980000000001 -23.5864, -46.57980000000001 -23.6189, -46.56080000000001 -23.6189))",254,254,254,255,Vila Zelina,36,São Paulo,95,Vila Prudente,492.94,-23.59891035661064,-46.566279520466026
12,12,"POLYGON ((-46.5418 -23.6189, -46.5418 -23.5864, -46.56080000000001 -23.5864, -46.56080000000001 -23.6189, -46.5418 -23.6189))",255,255,255,256,Linhas Corrente,36,São Paulo,74,São Lucas,251.81,-23.58867457903093,-46.554355239315846
12,13,"POLYGON ((-46.5228 -23.6189, -46.5228 -23.5864, -46.5418 -23.5864, -46.5418 -23.6189, -46.5228 -23.6189))",257,257,257,258,Parque São Lucas,36,São Paulo,74,São Lucas,449.68,-23.603837124634147,-46.53703224028157
12,13,"POLYGON ((-46.5228 -23.6189, -46.5228 -23.5864, -46.5418 -23.5864, -46.5418 -23.6189, -46.5228 -23.6189))",260,260,260,261,Jardim Colorado,36,São Paulo,78,Sapopemba,320.26,-23.593811553825926,-46.52468428705468
12,14,"POLYGON ((-46.50380000000001 -23.6189, -46.50380000000001 -23.5864, -46.5228 -23.5864, -46.5228 -23.6189, -46.50380000000001 -23.6189))",258,258,258,259,Vila Cardoso Franco,36,São Paulo,78,Sapopemba,163.88,-23.617578003231625,-46.50813219471456
12,14,"POLYGON ((-46.50380000000001 -23.6189, -46.50380000000001 -23.5864, -46.5228 -23.5864, -46.5228 -23.6189, -46.50380000000001 -23.6189))",259,259,259,260,Parque Santa Madalena,36,São Paulo,78,Sapopemba,204.85,-23.60839381332991,-46.516041507173746
12,14,"POLYGON ((-46.50380000000001 -23.6189, -46.50380000000001 -23.5864, -46.5228 -23.5864, -46.5228 -23.6189, -46.50380000000001 -23.6189))",261,261,261,262,Teotônio Vilela,36,São Paulo,78,Sapopemba,346.33,-23.598309834979354,-46.50700037600225
12,15,"POLYGON ((-46.48480000000001 -23.6189, -46.48480000000001 -23.5864, -46.50380000000001 -23.5864, -46.50380000000001 -23.6189, -46.48480000000001 -23.6189))",262,262,262,263,Fazenda da Juta,36,São Paulo,78,Sapopemba,329.57,-23.616482984223108,-46.49314607583976
12,15,"POLYGON ((-46.48480000000001 -23.6189, -46.48480000000001 -23.5864, -46.50380000000001 -23.5864, -46.50380000000001 -23.6189, -46.48480000000001 -23.6189))",264,264,264,265,Cidade IV Centenário,36,São Paulo,75,São Mateus,332.58,-23.59134725864924,-46.4949560362524
12,16,"POLYGON ((-46.46580000000001 -23.6189, -46.46580000000001 -23.5864, -46.48480000000001 -23.5864, -46.48480000000001 -23.6189, -46.46580000000001 -23.6189))",263,263,263,264,São Mateus,36,São Paulo,75,São Mateus,427.59,-23.60634599324836,-46.48192879044729
12,16,"POLYGON ((-46.46580000000001 -23.6189, -46.46580000000001 -23.5864, -46.48480000000001 -23.5864, -46.48480000000001 -23.6189, -46.46580000000001 -23.6189))",265,265,265,266,Rio Claro,36,São Paulo,75,São Mateus,218.36,-23.59013169349165,-46.48044960224543
12,17,"POLYGON ((-46.4468 -23.6189, -46.4468 -23.5864, -46.46580000000001 -23.5864, -46.46580000000001 -23.6189, -46.4468 -23.6189))",266,266,266,267,Cidade Satélite,36,São Paulo,75,São Mateus,300.48,-23.607930434353968,-46.46424461339068
12,17,"POLYGON ((-46.4468 -23.6189, -46.4468 -23.5864, -46.46580000000001 -23.5864, -46.46580000000001 -23.6189, -46.4468 -23.6189))",232,232,232,233,Sítio Carrãozinho,36,São Paulo,32,Iguatemi,323.28,-23.604298406505873,-46.449333716248375
12,18,"POLYGON ((-46.4278 -23.6189, -46.4278 -23.5864, -46.4468 -23.5864, -46.4468 -23.6189, -46.4278 -23.6189))",231,231,231,232,Iguatemi,36,São Paulo,32,Iguatemi,498.47,-23.60770996676486,-46.43434230377435
12,19,"POLYGON ((-46.40880000000001 -23.6189, -46.40880000000001 -23.5864, -46.4278 -23.5864, -46.4278 -23.6189, -46.40880000000001 -23.6189))",230,230,230,231,Terceira Divisão,36,São Paulo,32,Iguatemi,1130.9,-23.617001051124326,-46.416500617971565
13,0,"POLYGON ((-46.7698 -23.5864, -46.7698 -23.5539, -46.7888 -23.5539, -46.7888 -23.5864, -46.7698 -23.5864))",490,490,490,491,Bussocaba City,24,Osasco,120,Osasco,469.51,-23.56031570843382,-46.774058979735926
13,1,"POLYGON ((-46.75080000000001 -23.5864, -46.75080000000001 -23.5539, -46.7698 -23.5539, -46.7698 -23.5864, -46.75080000000001 -23.5864))",334,334,334,335,Jardim Ester Yolanda,36,São Paulo,68,Rio Pequeno,264.93,-23.5781689419068,-46.758285121389115
13,1,"POLYGON ((-46.75080000000001 -23.5864, -46.75080000000001 -23.5539, -46.7698 -23.5539, -46.7698 -23.5864, -46.75080000000001 -23.5864))",335,335,335,336,Jardim Adalgiza,36,São Paulo,68,Rio Pequeno,467.13,-23.568098021091966,-46.7649921773711
13,2,"POLYGON ((-46.7318 -23.5864, -46.7318 -23.5539, -46.75080000000001 -23.5539, -46.75080000000001 -23.5864, -46.7318 -23.5864))",341,341,341,342,Jardim Bonfiglioli,36,São Paulo,12,Butantã,319.97,-23.579750240100946,-46.73699523078938
13,2,"POLYGON ((-46.7318 -23.5864, -46.7318 -23.5539, -46.75080000000001 -23.5539, -46.75080000000001 -23.5864, -46.7318 -23.5864))",333,333,333,334,Rio Pequeno,36,São Paulo,68,Rio Pequeno,245.75,-23.56903799951487,-46.746865337044255
13,3,"POLYGON ((-46.7128 -23.5864, -46.7128 -23.5539, -46.7318 -23.5539, -46.7318 -23.5864, -46.7128 -23.5864))",340,340,340,341,Jardim Caxingui,36,São Paulo,12,Butantã,180.08,-23.57912904307653,-46.7205909696434
13,3,"POLYGON ((-46.7128 -23.5864, -46.7128 -23.5539, -46.7318 -23.5539, -46.7318 -23.5864, -46.7128 -23.5864))",338,338,338,339,Cidade Universitária,36,São Paulo,12,Butantã,584.56,-23.562060628265066,-46.727192339050816
13,4,"POLYGON ((-46.6938 -23.5864, -46.6938 -23.5539, -46.7128 -23.5539, -46.7128 -23.5864, -46.6938 -23.5864))",316,316,316,317,Jóquei Clube,36,São Paulo,55,Morumbi,333.24,-23.58582506952466,-46.69965204223903
13,4,"POLYGON ((-46.6938 -23.5864, -46.6938 -23.5539, -46.7128 -23.5539, -46.7128 -23.5864, -46.6938 -23.5864))",339,339,339,340,Butantã,36,São Paulo,12,Butantã,207.11,-23.569854189884182,-46.71004467854865
13,4,"POLYGON ((-46.6938 -23.5864, -46.6938 -23.5539, -46.7128 -23.5539, -46.7128 -23.5864, -46.6938 -23.5864))",81,81,81,82,Pinheiros,36,São Paulo,63,Pinheiros,202.58,-23.56712486114036,-46.69634169814336
13,5,"POLYGON ((-46.6748 -23.5864, -46.6748 -23.5539, -46.6938 -23.5539, -46.6938 -23.5864, -46.6748 -23.5864))",67,67,67,68,Chácara Itaim,36,São Paulo,34,Itaim Bibi,204.01,-23.584942244800423,-46.68001414040712
13,5,"POLYGON ((-46.6748 -23.5864, -46.6748 -23.5539, -46.6938 -23.5539, -46.6938 -23.5864, -46.6748 -23.5864))",80,80,80,81,Jardim Europa,36,São Paulo,63,Pinheiros,308.02,-23.575471123022037,-46.68411227710715
13,5,"POLYGON ((-46.6748 -23.5864, -46.6748 -23.5539, -46.6938 -23.5539, -46.6938 -23.5864, -46.6748 -23.5864))",79,79,79,80,Jardim Paulistano,36,São Paulo,63,Pinheiros,98.98,-23.56344238628397,-46.6851348752902
13,5,"POLYGON ((-46.6748 -23.5864, -46.6748 -23.5539, -46.6938 -23.5539, -46.6938 -23.5864, -46.6748 -23.5864))",76,76,76,77,Clínicas,36,São Paulo,44,Jardim Paulista,128.72,-23.557273436225838,-46.67506569956685
13,5,"POLYGON ((-46.6748 -23.5864, -46.6748 -23.5539, -46.6938 -23.5539, -46.6938 -23.5864, -46.6748 -23.5864))",82,82,82,83,Vila Madalena,36,São Paulo,63,Pinheiros,219.31,-23.554016374114113,-46.68856496706087
13,6,"POLYGON ((-46.65580000000001 -23.5864, -46.65580000000001 -23.5539, -46.6748 -23.5539, -46.6748 -23.5864, -46.65580000000001 -23.5864))",61,61,61,62,Parque Ibirapuera,36,São Paulo,53,Moema,283.7,-23.584504787517663,-46.656159698434905
13,6,"POLYGON ((-46.65580000000001 -23.5864, -46.65580000000001 -23.5539, -46.6748 -23.5539, -46.6748 -23.5864, -46.65580000000001 -23.5864))",74,74,74,75,Pamplona,36,São Paulo,44,Jardim Paulista,51.34,-23.570001881480227,-46.65740161882662
13,6,"POLYGON ((-46.65580000000001 -23.5864, -46.65580000000001 -23.5539, -46.6748 -23.5539, -46.6748 -23.5864, -46.65580000000001 -23.5864))",31,31,31,32,Consolação,36,São Paulo,26,Consolação,57.23,-23.55447597420116,-46.660050109121244
13,6,"POLYGON ((-46.65580000000001 -23.5864, -46.65580000000001 -23.5539, -46.6748 -23.5539, -46.6748 -23.5864, -46.65580000000001 -23.5864))",75,75,75,76,Jardins,36,São Paulo,44,Jardim Paulista,237.7,-23.57287771789081,-46.66776463307538
13,6,"POLYGON ((-46.65580000000001 -23.5864, -46.65580000000001 -23.5539, -46.6748 -23.5539, -46.6748 -23.5864, -46.65580000000001 -23.5864))",77,77,77,78,Oscar Freire,36,São Paulo,44,Jardim Paulista,100.01,-23.563904292619352,-46.6664477143691
13,6,"POLYGON ((-46.65580000000001 -23.5864, -46.65580000000001 -23.5539, -46.6748 -23.5539, -46.6748 -23.5864, -46.65580000000001 -23.5864))",78,78,78,79,Trianon,36,São Paulo,44,Jardim Paulista,59.81,-23.56021185850087,-46.66145170680025
13,7,"POLYGON ((-46.6368 -23.5864, -46.6368 -23.5539, -46.65580000000001 -23.5539, -46.65580000000001 -23.5864, -46.6368 -23.5864))",55,55,55,56,Rodrigues Alves,36,São Paulo,92,Vila Mariana,103.55,-23.582238741014162,-46.64330340927866
13,7,"POLYGON ((-46.6368 -23.5864, -46.6368 -23.5539, -46.65580000000001 -23.5539, -46.65580000000001 -23.5864, -46.6368 -23.5864))",56,56,56,57,Paraíso,36,São Paulo,92,Vila Mariana,96.28,-23.57408129453783,-46.64726553363551
13,7,"POLYGON ((-46.6368 -23.5864, -46.6368 -23.5539, -46.65580000000001 -23.5539, -46.65580000000001 -23.5864, -46.6368 -23.5864))",22,22,22,23,Centro Cultural,36,São Paulo,49,Liberdade,33.24,-23.567303113883572,-46.63877655254387
13,7,"POLYGON ((-46.6368 -23.5864, -46.6368 -23.5539, -46.65580000000001 -23.5539, -46.65580000000001 -23.5864, -46.6368 -23.5864))",73,73,73,74,Campinas,36,São Paulo,44,Jardim Paulista,49.08,-23.566412425052352,-46.65387162384421
13,7,"POLYGON ((-46.6368 -23.5864, -46.6368 -23.5539, -46.65580000000001 -23.5539, -46.65580000000001 -23.5864, -46.6368 -23.5864))",26,26,26,27,Bela Vista,36,São Paulo,7,Bela Vista,93.8,-23.565480303659893,-46.64440855782503
13,7,"POLYGON ((-46.6368 -23.5864, -46.6368 -23.5539, -46.65580000000001 -23.5539, -46.65580000000001 -23.5864, -46.6368 -23.5864))",27,27,27,28,São Carlos do Pinhal,36,São Paulo,7,Bela Vista,31.03,-23.56286577861535,-46.650203911501954
13,7,"POLYGON ((-46.6368 -23.5864, -46.6368 -23.5539, -46.65580000000001 -23.5539, -46.65580000000001 -23.5864, -46.6368 -23.5864))",28,28,28,29,Masp,36,São Paulo,7,Bela Vista,57.27,-23.55827919897125,-46.653837231488744
13,7,"POLYGON ((-46.6368 -23.5864, -46.6368 -23.5539, -46.65580000000001 -23.5539, -46.65580000000001 -23.5864, -46.6368 -23.5864))",25,25,25,26,Bexiga,36,São Paulo,7,Bela Vista,51.76,-23.55820919385787,-46.64192461901244
13,7,"POLYGON ((-46.6368 -23.5864, -46.6368 -23.5539, -46.65580000000001 -23.5539, -46.65580000000001 -23.5864, -46.6368 -23.5864))",24,24,24,25,Treze de Maio,36,São Paulo,7,Bela Vista,42.85,-23.555086560607986,-46.64793314751026
13,8,"POLYGON ((-46.6178 -23.5864, -46.6178 -23.5539, -46.6368 -23.5539, -46.6368 -23.5864, -46.6178 -23.5864))",51,51,51,52,Vila Mariana,36,São Paulo,92,Vila Mariana,59.61,-23.585583526578308,-46.6315188679638
13,8,"POLYGON ((-46.6178 -23.5864, -46.6178 -23.5539, -46.6368 -23.5539, -46.6368 -23.5864, -46.6178 -23.5864))",49,49,49,50,Jardim da Glória,36,São Paulo,92,Vila Mariana,88.43,-23.582374647430193,-46.620992485948584
13,8,"POLYGON ((-46.6178 -23.5864, -46.6178 -23.5539, -46.6368 -23.5539, -46.6368 -23.5864, -46.6178 -23.5864))",48,48,48,49,Ana Rosa,36,São Paulo,92,Vila Mariana,94.46,-23.578838827767267,-46.634369972314616
13,8,"POLYGON ((-46.6178 -23.5864, -46.6178 -23.5539, -46.6368 -23.5539, -46.6368 -23.5864, -46.6178 -23.5864))",20,20,20,21,Aclimação,36,São Paulo,49,Liberdade,113.62,-23.572874708765703,-46.63041172477328
13,8,"POLYGON ((-46.6178 -23.5864, -46.6178 -23.5539, -46.6368 -23.5539, -46.6368 -23.5864, -46.6178 -23.5864))",18,18,18,19,Cambuci,36,São Paulo,14,Cambuci,140.43,-23.57113794125981,-46.619428664887415
13,8,"POLYGON ((-46.6178 -23.5864, -46.6178 -23.5539, -46.6368 -23.5539, -46.6368 -23.5864, -46.6178 -23.5864))",21,21,21,22,Pires da Mota,36,São Paulo,49,Liberdade,50.03,-23.567513682499246,-46.63514344986554
13,8,"POLYGON ((-46.6178 -23.5864, -46.6178 -23.5539, -46.6368 -23.5539, -46.6368 -23.5864, -46.6178 -23.5864))",19,19,19,20,Glicério,36,São Paulo,49,Liberdade,108.02,-23.563947171986385,-46.62692861972257
13,8,"POLYGON ((-46.6178 -23.5864, -46.6178 -23.5539, -46.6368 -23.5539, -46.6368 -23.5864, -46.6178 -23.5864))",23,23,23,24,Liberdade,36,São Paulo,49,Liberdade,59.49,-23.559711458637466,-46.63502927173764
13,8,"POLYGON ((-46.6178 -23.5864, -46.6178 -23.5539, -46.6368 -23.5539, -46.6368 -23.5864, -46.6178 -23.5864))",2,2,2,3,Praça João Mendes,36,São Paulo,80,Sé,47.75,-23.5540157883862,-46.632338168263
13,9,"POLYGON ((-46.5988 -23.5864, -46.5988 -23.5539, -46.6178 -23.5539, -46.6178 -23.5864, -46.5988 -23.5864))",240,240,240,241,Vila Independência,36,São Paulo,33,Ipiranga,170.22,-23.580825840955477,-46.599968864174144
13,9,"POLYGON ((-46.5988 -23.5864, -46.5988 -23.5539, -46.6178 -23.5539, -46.6178 -23.5864, -46.5988 -23.5864))",239,239,239,240,Vila Monumento,36,São Paulo,33,Ipiranga,165.19,-23.57731006994175,-46.60976525510742
13,9,"POLYGON ((-46.5988 -23.5864, -46.5988 -23.5539, -46.6178 -23.5539, -46.6178 -23.5864, -46.5988 -23.5864))",17,17,17,18,Independência,36,São Paulo,14,Cambuci,253.75,-23.56042944094143,-46.61512101984746
13,10,"POLYGON ((-46.57980000000001 -23.5864, -46.57980000000001 -23.5539, -46.5988 -23.5539, -46.5988 -23.5864, -46.57980000000001 -23.5864))",44,44,44,45,Parque da Mooca,36,São Paulo,54,Mooca,381.42,-23.567241053207997,-46.59752361117296
13,10,"POLYGON ((-46.57980000000001 -23.5864, -46.57980000000001 -23.5539, -46.5988 -23.5539, -46.5988 -23.5864, -46.57980000000001 -23.5864))",43,43,43,44,Alto da Mooca,36,São Paulo,54,Mooca,141.65,-23.565450385784192,-46.58975529595933
13,11,"POLYGON ((-46.56080000000001 -23.5864, -46.56080000000001 -23.5539, -46.57980000000001 -23.5539, -46.57980000000001 -23.5864, -46.56080000000001 -23.5864))",253,253,253,254,Orfanato,36,São Paulo,95,Vila Prudente,354.26,-23.58388530951603,-46.57619988719468
13,11,"POLYGON ((-46.56080000000001 -23.5864, -46.56080000000001 -23.5539, -46.57980000000001 -23.5539, -46.57980000000001 -23.5864, -46.56080000000001 -23.5864))",45,45,45,46,Água Rasa,36,São Paulo,1,Água Rasa,315.81,-23.572671815740925,-46.564741282660826
13,11,"POLYGON ((-46.56080000000001 -23.5864, -46.56080000000001 -23.5539, -46.57980000000001 -23.5539, -46.57980000000001 -23.5864, -46.56080000000001 -23.5864))",46,46,46,47,Vila Bertioga,36,São Paulo,1,Água Rasa,195.28,-23.5667762072316,-46.57843743262292
13,11,"POLYGON ((-46.56080000000001 -23.5864, -46.56080000000001 -23.5539, -46.57980000000001 -23.5539, -46.57980000000001 -23.5864, -46.56080000000001 -23.5864))",47,47,47,48,Regente Feijó,36,São Paulo,1,Água Rasa,203.96,-23.557691260954197,-46.575695508240784
13,12,"POLYGON ((-46.5418 -23.5864, -46.5418 -23.5539, -46.56080000000001 -23.5539, -46.56080000000001 -23.5864, -46.5418 -23.5864))",256,256,256,257,Vila Ema,36,São Paulo,74,São Lucas,267.22,-23.58437004156321,-46.54349525609946
13,12,"POLYGON ((-46.5418 -23.5864, -46.5418 -23.5539, -46.56080000000001 -23.5539, -46.56080000000001 -23.5864, -46.5418 -23.5864))",209,209,209,210,Jardim Anália Franco,36,São Paulo,87,Vila Formosa,334.04,-23.56084773276319,-46.554269074264404
13,13,"POLYGON ((-46.5228 -23.5864, -46.5228 -23.5539, -46.5418 -23.5539, -46.5418 -23.5864, -46.5228 -23.5864))",210,210,210,211,Vila Formosa,36,São Paulo,87,Vila Formosa,417.48,-23.573169169889606,-46.53895532919032
13,13,"POLYGON ((-46.5228 -23.5864, -46.5228 -23.5539, -46.5418 -23.5539, -46.5418 -23.5864, -46.5228 -23.5864))",208,208,208,209,Vila Carrão,36,São Paulo,20,Carrão,440.28,-23.5556390894128,-46.53105270712877
